|original|corrected|filename|freq_ori|freq_cor|freq_tup|suggestions|in_sugg|sugg_idx|idx0
4358|waselt|wechselt|05-331-3-III-Staubsauger.csv|1|3|1|['wuselt', 'faselt', 'watschelt', 'wechselt', 'wuselte', 'faselst', 'wuselten', 'wuschelt', 'faselte', 'watschelte']|True|3.0|False
4359|Staupbeutel|Staubbeutel|05-331-3-III-Staubsauger.csv|1|9|1|['Staubsaugerbeutel', 'Stoffbeutel', 'Staubputzen', 'Staubwedel', 'Schuhbeutel', 'Seidenbeutel', 'Saubartel', 'Stallgebäude', 'Sportbeutel', 'Stallgebäudes']|False||False
4360|Mull'secke|Müllsäcke|05-331-3-III-Staubsauger.csv|1|1|1|['Müllsäcke', 'Müllsäcken', 'Müllsack', 'Mehlsäcke', 'Muschelschnecke', 'Müllschlucker', 'Müllstapel', 'Millisekunde', 'Muffsocke', 'Mollige']|True|0.0|True
4361|taucht|tauscht|05-331-3-III-Staubsauger.csv|1|1|1|['taucht', 'Taucht', 'tauchst', 'tauchte', 'staucht', 'tauchten', 'tauscht', 'Tauchte', 'Tauscht', 'taugt']|True|6.0|False
4362|stauptsack|Staubsack|05-331-3-III-Staubsauger.csv|1|6|1|['staubtrocken', 'staubtrockene', 'staubtrockenen', 'staubsauge', 'staubsaugen', 'staubtrockener', 'Saftsack', 'Staubsaugen', 'Staatsakte', 'Sandsack']|False||False
4363|stausack|Staubsack|05-331-3-III-Staubsauger.csv|1|6|1|['staubsauge', 'staubsaugen', 'Strohsack', 'Steinaxt', 'aushacken', 'auspackt', 'Staubsaugen', 'auspacke', 'auspacken', 'staubsaugte']|False||False
4364|rahn|ran|05-342-3-III-Staubsauger.csv|1|4|1|['erahnen', 'ran', 'rang', 'Rahm', 'rann', 'rahmen', 'ruhn', 'Ran', 'Rang', 'rauhen']|True|1.0|False
4365|als|alles|05-347-3-III-Staubsauger.csv|1|37|1|['als', 'Als', 'hals', 'alters', 'altes', 'all', 'also', 'alles', 'alle', 'ALS']|True|7.0|False
4366|Hundekese|Hundekekse|05-354-3-III-Staubsauger.csv|2|32|2|['Hundekekse', 'Hundekeksen', 'Hundekette', 'Hundeküsse', 'Hundekeks', 'Hundekälte', 'Hundeessen', 'Hundekuss', 'Hundewiese', 'Hundekämpfe']|True|0.0|True
4367|enfernt|entfernt|05-354-3-III-Staubsauger.csv|1|2|1|['entfernt', 'entfernst', 'entfernte', 'entfernen', 'entfernten', 'entferne', 'entfernter', 'entferntes', 'Entfernen', 'entkernt']|True|0.0|True
4368|Staubeutel|Staubbeutel|05-354-3-III-Staubsauger.csv|3|9|3|['Stoffbeutel', 'Staubwedel', 'Schuhbeutel', 'Saubartel', 'Staubsaugerbeutel', 'Staubputzen', 'Staubgestalt', 'Stallgebäude', 'Staubsaugerteilen', 'Zauberteil']|False||False
4369|weckzuschmeisen|wegzuschmeißen|05-354-3-III-Staubsauger.csv|1|3|1|['wegzuschmeißen', 'wegzuschmusen', 'wegzuschließen', 'wegzuschleichen', 'wegzuschieben', 'wegzureißen', 'wegzubeißen', 'wegzuscheuchen', 'wegschmeißen', 'wegzuschauen']|True|0.0|True
4370|Hundkese|Hundekekse|05-354-3-III-Staubsauger.csv|1|32|1|['Hundekekse', 'Hundekeksen', 'Hundekette', 'Hundeküsse', 'Hundeessen', 'Hundekeks', 'Hundes', 'Hundegröße', 'Hundekälte', 'hundertste']|True|0.0|True
4371|geckratz|gekratzt|05-354-3-III-Staubsauger.csv|1|2|1|['gekratzt', 'gekratzte', 'gekratzten', 'angekratzt', 'kratz', 'eingekratzt', 'gekramt', 'gekreuzt', 'abgekratzt', 'geprotzt']|True|0.0|True
4372|reum|räum|05-355-3-III-Staubsauger.csv|1|1|1|['räum', 'Räum', 'träum', 'räumt', 'räume', 'räumen', 'Räumt', 'Räume', 'rum', 'Räumen']|True|0.0|True
4373|aufgereumt|aufgeräumt|05-355-3-III-Staubsauger.csv|2|2|2|['aufgeräumt', 'aufgeräumte', 'aufgeräumten', 'ausgeräumt', 'aufgeräumter', 'ausgeträumt', 'unaufgeräumt', 'aufgebäumt', 'aufgebrummt', 'rausgeräumt']|True|0.0|True
4374|ausgeschütelt|ausgeschüttelt|05-355-3-III-Staubsauger.csv|1|1|1|['ausgeschüttelt', 'ausgeschüttet', 'ausgeschütteten', 'herausgeschüttet', 'ausgetüftelt', 'aufgeschüttet', 'eingeschüttet', 'aufgeschüttelten', 'ausgespült', 'ausgetüftelten']|True|0.0|True
4375|Esstüke|Essstücke|05-355-3-III-Staubsauger.csv|1|1|1|['Eisstücke', 'Eisenstücke', 'Aststücke', 'Erbstücke', 'Aststücken', 'Eisenstück', 'Eistüte', 'Eindrücke', 'Endstück', 'Aststückchen']|False||False
4376|Schtaubsaugen|Staubsauger|05-355-3-III-Staubsauger.csv|2|57|1|['Staubsaugen', 'staubsaugen', 'Staubsauger', 'staubsauge', 'Staubsaugers', 'staubsaugte', 'staubgesaugt', 'Staunaugen', 'Staubspucker', 'Staubschauer']|True|2.0|False
4377|Beuter|Beutel|05-355-3-III-Staubsauger.csv|2|49|2|['Beutel', 'beutel', 'Beute', 'Butter', 'Benutzer', 'Beutesack', 'Butler', 'Beuteln', 'Beuge', 'Bauten']|True|0.0|True
4378|schpiezen|spitzen|05-355-3-III-Staubsauger.csv|1|1|1|['spitzen', 'spießen', 'Spitzen', 'Spießen', 'spitzem', 'Spitzem', 'spitzten', 'spießten', 'Spielszenen', 'spritzen']|True|0.0|True
4379|aufgepratzt|aufgeplatzt|05-355-3-III-Staubsauger.csv|1|2|1|['aufgeplatzt', 'aufgekratzt', 'aufgeplatzte', 'aufgeplatzten', 'aufgeplatztes', 'aufgekratzten', 'ausgespritzt', 'angespritzt', 'aufgebraten', 'aufgeritzt']|True|0.0|True
4380|lehrt|leert|05-359-3-III-Staubsauger.csv|1|8|1|['lehrt', 'leert', 'lehrte', 'lehrten', 'lärmt', 'Leert', 'belehrt', 'lehren', 'lehr', 'klärt']|True|1.0|False
4381|aus|raus|05-359-3-III-Staubsauger.csv|4|26|1|['aus', 'aufs', 'Aus', 'haus', 'Aufs', 'raus', 'ans', 'heraus', 'auße', 'ins']|True|5.0|False
4382|lermh|Lärm|05-360-3-III-Staubsauger.csv|1|6|1|['leerem', 'Lärm', 'lärmt', 'lärmen', 'Lärms', 'lern', 'lärmte', 'lärmend', 'Lärmen', 'lärmig']|True|1.0|False
4383|fill|fiel|05-360-3-III-Staubsauger.csv|3|45|2|['fiel', 'fiele', 'will', 'feil', 'Will', 'viel', 'Fiel', 'Fiele', 'viele', 'Villen']|True|0.0|True
4384|nehr|näher|05-361-3-III-Staubsauger.csv|2|3|2|['mehr', 'nährt', 'näher', 'ner', 'nähren', 'nehm', 'ehr', 'nähere', 'näheren', 'nunmehr']|True|2.0|False
4385|birngt|bringt|05-361-3-III-Staubsauger.csv|1|14|1|['bringt', 'birgt', 'Bringt', 'bringst', 'beringt', 'bürgt', 'birgst', 'herbringt', 'bringen', 'beibringt']|True|0.0|True
4386|Lekerchen|Leckerchen|05-371-3-III-Staubsauger.csv|1|4|1|['Leckerchen', 'leckeren', 'leckerem', 'Leckeres', 'Leckerer', 'Leckereien', 'Lerchen', 'Leckere', 'Leeren', 'leckersten']|True|0.0|True
4387|Läckerchen|Leckerchen|05-371-3-III-Staubsauger.csv|1|4|1|['Leckerchen', 'Längeren', 'Leckeres', 'Leckerer', 'Leckereien', 'leckeren', 'Leckere', 'Löckchen', 'Längerem', 'Lächerlichem']|True|0.0|True
4388|klamert|klammert|05-371-3-III-Staubsauger.csv|1|2|1|['klammert', 'klammerte', 'klammerten', 'Klammerte', 'geklammert', 'klammer', 'klimpert', 'umklammert', 'klammern', 'klammere']|True|0.0|True
4389|zihen|ziehen|05-371-3-III-Staubsauger.csv|2|5|2|['ziehen', 'Ziehen', 'ziehend', 'zahmen', 'zähen', 'herziehen', 'ziehn', 'zahlen', 'zischen', 'ziehe']|True|0.0|True
4390|sin|Sinn|05-371-3-III-Staubsauger.csv|19|1|1|['sin', 'sing', 'sind', 'Sinn', 'sein', 'sie', 'sauf', 'Sing', 'sinkt', 'sinnt']|True|3.0|False
4391|beginnnen|beginnen|05-371-3-III-Staubsauger.csv|1|4|1|['beginnen', 'beginnenden', 'Beginnen', 'beginnend', 'beginne', 'beginnende', 'Beginn', 'begonnen', 'Beginne', 'begannen']|True|0.0|True
4392|Eledigung|Erledigung|05-376-3-III-Staubsauger.csv|1|1|1|['Erledigung', 'Erledigungen', 'Erniedrigung', 'Einladung', 'Ermächtigung', 'Erledigen', 'Entschädigung', 'Eisbedeckung', 'erledigten', 'Einbiegung']|True|0.0|True
4393|Staubseuger|Staubsauger|05-376-3-III-Staubsauger.csv|2|57|2|['Staubsauger', 'Staubsaugers', 'Staubspucker', 'Staubsaugen', 'staubsauge', 'staubsaugen', 'staubsaugte', 'Staubiger', 'Staubschauer', 'Staubschleuderer']|True|0.0|True
4394|hab|hat|05-376-3-III-Staubsauger.csv|2|131|2|['hab', 'Hab', 'habe', 'habt', 'haben', 'halb', 'herb', 'Habe', 'herab', 'Habt']|False||False
4395|gestaub|gestaubt|05-376-3-III-Staubsauger.csv|1|5|1|['gestäubt', 'gestaunt', 'gesträubt', 'verstaube', 'Gestaunt', 'gesträubte', 'gestaut', 'verstaubt', 'gesträubtes', 'verstauben']|False||False
4396|Staubseugertüte|Staubsaugertüte|05-376-3-III-Staubsauger.csv|1|5|1|['Staubsaugertüte', 'Staubsaugertüten', 'Staubsaugerbeutel', 'Staubsaugerteilen', 'Staubsauger', 'Staubsaugers', 'staubsaugte', 'Staubsaugerkanone', 'Staubspucker', 'Staubsaugen']|True|0.0|True
4397|Stabseugertüte|Staubsaugertüte|05-376-3-III-Staubsauger.csv|1|5|1|['Staubsaugertüte', 'Staubsaugertüten', 'Staubsaugerbeutel', 'Saugertüten', 'Staubsaugerteilen', 'Staubsauger', 'Staubsaugers', 'staubsaugte', 'Staubsaugerkanone', 'Staubspucker']|True|0.0|True
4398|Plach|Platsch|05-376-3-III-Staubsauger.csv|1|1|1|['Platsch', 'Placken', 'Pilzdach', 'Platschen', 'Platz', 'platzt', 'Platscher', 'Platin', 'Plausch', 'platscht']|True|0.0|True
4399|Staeub|Staub|05-376-3-III-Staubsauger.csv|1|13|1|['Staub', 'Staube', 'Staubs', 'staube', 'staubt', 'Sträuben', 'stauben', 'staubte', 'Stau', 'Stab']|True|0.0|True
4400|zärte|zerrte|05-378-3-III-Staubsauger.csv|2|8|2|['zerrte', 'zerrten', 'zärtliche', 'zähmte', 'zehrte', 'herzerrte', 'zarte', 'zerrt', 'zählte', 'zärtlichen']|True|0.0|True
4401|Starbsaugen|staubsaugen|05-379-3-III-Staubsauger.csv|1|12|1|['Staubsaugen', 'staubsaugen', 'Staubsauger', 'staubsauge', 'Staubsaugers', 'Stallsachen', 'staubsaugte', 'Schafsaugen', 'Stahlstangen', 'Standpauken']|True|1.0|False
4402|Erstaund|erstaunt|05-379-3-III-Staubsauger.csv|1|7|1|['Erstaunt', 'erstaunt', 'Erstaunten', 'erstaunte', 'Erstand', 'erstauntem', 'erstaunten', 'Erstaunen', 'erstaunter', 'erstauntes']|True|1.0|False
4403|wegt|weg|05-379-3-III-Staubsauger.csv|1|94|1|['weckt', 'wägt', 'wagt', 'Weckt', 'wegen', 'weckst', 'wiegt', 'fegt', 'weckte', 'weggeht']|False||False
4404|kugkt|kuckt|05-379-3-III-Staubsauger.csv|2|152|2|['kuckt', 'guckt', 'guckst', 'Guckt', 'kickt', 'guckte', 'guckten', 'Guckst', 'herguckt', 'kickst']|True|0.0|True
4405|mülleimmer|Mülleimer|05-379-3-III-Staubsauger.csv|1|13|1|['Mülleimer', 'Mülleimern', 'Müllsammlern', 'Müllermeier', 'Mülleinsammeln', 'Müllmänner', 'Milcheimer', 'Müllmännern', 'Metalleimer', 'Millimeter']|True|0.0|True
4406|ferhindern|verhindern|05-379-3-III-Staubsauger.csv|1|1|1|['verhindern', 'verhinderten', 'Verhinderung', 'verhindert', 'vermindern', 'verhinderte', 'Pferdehintern', 'Fellhintern', 'verändern', 'behindern']|True|0.0|True
4407|kugck|kuck|05-379-3-III-Staubsauger.csv|1|9|1|['kuck', 'guck', 'Guck', 'Kuck', 'Kuckuck', 'kuckt', 'kucken', 'guckt', 'gucke', 'gucken']|True|0.0|True
4408|gereuche|Geräusche|05-382-3-III-Staubsauger.csv|2|2|2|['Geräusche', 'Gebräuche', 'gerauchte', 'Geräuschen', 'Geräusches', 'gebrauche', 'geräucherte', 'Gerüche', 'geräuchertes', 'gereichte']|True|0.0|True
4409|puzte|putzte|05-382-3-III-Staubsauger.csv|1|1|1|['putzte', 'puste', 'putzten', 'Puste', 'putzts', 'pusten', 'putzt', 'pustet', 'putze', 'pupste']|True|0.0|True
4410|schüsel|Schüssel|05-382-3-III-Staubsauger.csv|2|7|2|['Schüssel', 'schüttel', 'Schüsseln', 'Schüttel', 'Schlüssel', 'schütteln', 'schütze', 'schüttelt', 'schüttele', 'Schussel']|True|0.0|True
4411|puzen|Putzen|05-382-3-III-Staubsauger.csv|2|1|1|['putzen', 'putzend', 'Putzen', 'putzten', 'putzigen', 'butzen', 'purzeln', 'putze', 'pusten', 'putzenden']|True|2.0|False
4412|Belte|bellte|05-382-3-III-Staubsauger.csv|15|82|14|['ballte', 'bellte', 'Bilde', 'beulte', 'pellte', 'Bete', 'ballten', 'Beete', 'Behält', 'bellten']|True|1.0|False
4413|mülaeimer|Mülleimer|05-382-3-III-Staubsauger.csv|1|13|1|['Mülleimer', 'Mülleimern', 'mühsamer', 'Müllermeier', 'Milcheimer', 'mühsames', 'mühsameren', 'mühsame', 'Melkeimer', 'Müllsammlern']|True|0.0|True
4414|Schmeisen|schmeißen|05-382-3-III-Staubsauger.csv|2|8|2|['Schmeißen', 'schmeißen', 'Schneisen', 'Schmausen', 'schmissen', 'Schmeiß', 'Speisen', 'speisen', 'Schmeißt', 'schmeiße']|True|1.0|False
4415|krazte|kratzte|05-382-3-III-Staubsauger.csv|1|2|1|['kratzte', 'kratzten', 'krachte', 'kreuzte', 'Kratzten', 'graste', 'krächzte', 'kratzt', 'kratzige', 'gekratzte']|True|0.0|True
4416|sieine|seine|05-382-3-III-Staubsauger.csv|1|4|1|['seine', 'scheine', 'siebente', 'siehe', 'seiner', 'seines', 'seinen', 'seins', 'seinem', 'Scheine']|True|0.0|True
4417|puzen|putzen|05-382-3-III-Staubsauger.csv|2|1|1|['putzen', 'putzend', 'Putzen', 'putzten', 'putzigen', 'butzen', 'purzeln', 'putze', 'pusten', 'putzenden']|True|0.0|True
4418|reumen|räumen|05-383-3-III-Staubsauger.csv|2|2|2|['räumen', 'Räumen', 'träumen', 'räumten', 'räume', 'träumend', 'herräumen', 'träumten', 'Räume', 'räumlichen']|True|0.0|True
4419|sauagt|saugt|05-383-3-III-Staubsauger.csv|1|10|1|['saugt', 'Saugt', 'saugst', 'sauget', 'saugte', 'saugten', 'saugen', 'gesaugt', 'aussagt', 'sauge']|True|0.0|True
4420|zupt|zupft|05-383-3-III-Staubsauger.csv|1|1|1|['zupft', 'Zupft', 'zupackte', 'zupfst', 'zupackten', 'zupfte', 'zupften', 'hupt', 'suppte', 'zappt']|True|0.0|True
4421|wechschmeisen|wegschmeißen|05-383-3-III-Staubsauger.csv|1|5|1|['wegschmeißen', 'Wegschmeißen', 'wegzuschmeißen', 'wegschmiss', 'weggeschmissen', 'wegschmelzen', 'wegschmatzten', 'wegschneiden', 'wachsweißen', 'umschmeißen']|True|0.0|True
4422|Beurtel|Beutel|05-383-3-III-Staubsauger.csv|1|49|1|['Beurteilt', 'Beutel', 'beurteilt', 'beutel', 'beurteilen', 'Geturtel', 'Beurteilung', 'Beuteln', 'beurteilte', 'Burghotel']|True|1.0|False
4423|Schrek|Schreck|05-383-3-III-Staubsauger.csv|1|5|1|['Schreck', 'Schräg', 'Schreckt', 'Schrecken', 'Streck', 'Schleck', 'schrak', 'schräg', 'schreckt', 'Schrecklich']|True|0.0|True
4424|rünter|runter|05-385-3-III-Staubsauger.csv|1|60|1|['runter', 'runder', 'Runter', 'herunter', 'drunter', 'grünte', 'fünfter', 'erzürnter', 'berühmter', 'röter']|True|0.0|True
4425|krazt|kratzt|05-385-3-III-Staubsauger.csv|3|7|3|['kratzt', 'Kratzt', 'kratzte', 'kracht', 'kratzten', 'kreuzt', 'grast', 'kratzig', 'krächzt', 'Kratzten']|True|0.0|True
4426|Samelt|sammelt|05-385-3-III-Staubsauger.csv|1|2|1|['Sammelt', 'Sammelst', 'sammelt', 'Sammelte', 'sammelst', 'stammelt', 'sammelte', 'sammelten', 'Samtpelz', 'Sammeln']|True|2.0|False
4427|knochn|Knochen|05-385-3-III-Staubsauger.csv|1|15|1|['Knochen', 'Kochen', 'Knochens', 'Knopf', 'Koch', 'knochigen', 'krochen', 'Kochs', 'Knötchen', 'Knöcheln']|True|0.0|True
4428|aufreumte|aufräumte|05-387-3-III-Staubsauger.csv|1|1|1|['aufräumte', 'aufräumten', 'aufräumt', 'aufgeräumte', 'aufräume', 'aufräumen', 'aufbäumte', 'aufgeräumten', 'aufräumst', 'aufbrummte']|True|0.0|True
4429|Inochen|Knochen|05-387-3-III-Staubsauger.csv|1|15|1|['Auerochsen', 'einlochen', 'Auskochen', 'anordnen', 'Auftauchen', 'anlocken', 'Insofern', 'einkochen', 'Innen', 'Aufmachen']|False||False
4430|garade|gerade|05-390-3-III-Staubsauger.csv|1|8|1|['gerade', 'grade', 'Garage', 'Gerade', 'geraden', 'Grade', 'Karate', 'geradem', 'gerader', 'Garde']|True|0.0|True
4431|wegsuschmeißen|wegzuschmeißen|05-390-3-III-Staubsauger.csv|1|3|1|['wegzuschmeißen', 'wegschmeißen', 'Wegschmeißen', 'wegzuschließen', 'wegzuschmusen', 'wegzureißen', 'wegzubeißen', 'wegzustoßen', 'rausschmeißen', 'nachzuschmeißen']|True|0.0|True
4432|Jeztt|Jetzt|05-390-3-III-Staubsauger.csv|1|27|1|['Jetzt', 'jetzt', 'Jackett', 'Jette', 'jätet', 'Jetztzeit', 'Jettes', 'Jähzorn', 'Jacketts', 'Jet']|True|0.0|True
4433|sieht|zieht|05-390-3-III-Staubsauger.csv|1|63|1|['sieht', 'Sieht', 'siecht', 'siehst', 'zieht', 'Zieht', 'Siehst', 'siehste', 'hersieht', 'seht']|True|4.0|False
4434|loker|locker|05-396-3-III-Staubsauger.csv|2|2|2|['locker', 'Locker', 'lockern', 'lockerem', 'lockere', 'lockert', 'lockeren', 'lockerer', 'Lockerer', 'lokaler']|True|0.0|True
4435|do|da|05-396-3-III-Staubsauger.csv|5|86|5|['Toi', 'du', 'doch', 'doof', 'Deo', 'Dos', 'dir', 'Dom', 'Demo', 'dort']|False||False
4436|aum|um|05-396-3-III-Staubsauger.csv|1|5|1|['aufm', 'kaum', 'Au', 'räum', 'rauem', 'rum', 'darum', 'herum', 'um', 'hau']|True|8.0|False
4437|schreg|Schreck|05-396-3-III-Staubsauger.csv|1|5|1|['schräg', 'Schräg', 'Schreck', 'schräge', 'schrägem', 'schrägen', 'schreckt', 'Streck', 'schrecke', 'schrecken']|True|2.0|False
4438|bäutel|Beutel|05-396-3-III-Staubsauger.csv|1|49|1|['beutel', 'Beutel', 'beuteln', 'beutelt', 'Beuteln', 'bäumte', 'beutelte', 'bäumten', 'beute', 'beutet']|True|1.0|False
4439|strünz|stürz|05-396-3-III-Staubsauger.csv|1|1|1|['Strands', 'streunt', 'stünd', 'stütz', 'Strünke', 'strömt', 'stürzt', 'streng', 'stürze', 'streune']|False||False
4440|felgt|fegt|05-396-3-III-Staubsauger.csv|1|2|1|['folgt', 'verlegt', 'Felgen', 'welkt', 'fegt', 'folgst', 'Felge', 'folgte', 'festlegt', 'Fegt']|True|4.0|False
4441|gebutz|geputzt|05-396-3-III-Staubsauger.csv|1|1|1|['geputzt', 'geputzte', 'Geputzt', 'geputzten', 'geputzter', 'geduzt', 'verputz', 'gebaut', 'verdutztes', 'genutzt']|True|0.0|True
4442|Reumt|räumt|05-397-3-III-Staubsauger.csv|1|9|1|['Räumt', 'räumt', 'Räumst', 'räumst', 'Räumen', 'räumte', 'Räum', 'räumten', 'Räume', 'reut']|True|1.0|False
4443|örgendwoanders|irgendwoanders|05-397-3-III-Staubsauger.csv|1|1|1|['irgendwoher', 'irgendwo', 'irgendwer', 'irgendwas', 'irgendjemanden', 'irgendjemandem', 'irgendwann', 'irgendwohin', 'nirgendwo', 'irgendwelcher']|False||False
4444|überacht|überrascht|05-397-3-III-Staubsauger.csv|2|11|2|['überdacht', 'Übermacht', 'überrascht', 'überwacht', 'übernachte', 'übernachten', 'Überrascht', 'überreicht', 'überragt', 'überbracht']|True|2.0|False
4445|niemt|nimmt|05-397-3-III-Staubsauger.csv|2|56|2|['nimmt', 'Nimmt', 'niet', 'nimmst', 'niest', 'ziemt', 'mimt', 'nehmt', 'nemmt', 'Nimmst']|True|0.0|True
4446|Miemt|nimmt|05-397-3-III-Staubsauger.csv|1|56|1|['mimt', 'mimte', 'Mit', 'Mitsamt', 'mied', 'Miete', 'Meinst', 'mit', 'Mieter', 'gemimt']|False||False
4447|niks|nix|05-397-3-III-Staubsauger.csv|5|13|5|['nix', 'nickt', 'neigst', 'Nix', 'nicke', 'Nickis', 'hicks', 'nacktes', 'niest', 'ichs']|True|0.0|True
4448|won|wo|05-398-3-III-Staubsauger.csv|4|8|1|['wohn', 'wonen', 'worin', 'wohnen', 'Von', 'von', 'Wohnen', 'waren', 'wohne', 'wohnt']|False||False
4449|HundeKese|Hundekekse|05-398-3-III-Staubsauger.csv|1|32|1|['Hundekekse', 'Hundekeksen', 'Hundekette', 'Hundeküsse', 'Hundekeks', 'Hundenase', 'Hundekälte', 'Hundekuss', 'Hundekämpfe', 'Hundekacke']|True|0.0|True
4450|schmeist|schmeißt|05-398-3-III-Staubsauger.csv|5|6|5|['schmeißt', 'Schmeißt', 'schmeiß', 'schreist', 'schmeißen', 'schmeichelst', 'speist', 'Schmeiß', 'schmeiße', 'scheißt']|True|0.0|True
4451|ries|Riss|05-398-3-III-Staubsauger.csv|6|3|1|['pries', 'riesen', 'riss', 'riech', 'riet', 'reinließ', 'riesig', 'reiß', 'Riese', 'reis']|False||False
4452|möchete|möchte|05-399-3-III-Staubsauger.csv|1|14|1|['möchte', 'Möchte', 'möchtet', 'möchten', 'röchelte', 'köchelte', 'möschte', 'möch', 'Möchtet', 'Möchten']|True|0.0|True
4453|berhalten|behalten|05-399-3-III-Staubsauger.csv|1|1|1|['behalten', 'Behalten', 'behaltet', 'beinhalten', 'fernhalten', 'erhalten', 'behalte', 'Erhalten', 'behangen', 'herhalten']|True|0.0|True
4454|Mißchon|Mission|05-412-3-III-Staubsauger.csv|1|1|1|['Mischen', 'Mischung', 'Mission', 'Mißtrauen', 'mischen', 'Mißgunst', 'Misstönen', 'Meißelchen', 'Mischungen', 'Minschen']|True|2.0|False
4455|dreg|Dreck|05-412-3-III-Staubsauger.csv|1|12|1|['trag', 'Dreck', 'drag', 'dräng', 'drinliegt', 'Treck', 'trägt', 'drinliegen', 'tragt', 'träge']|True|1.0|False
4456|Früstug|Frühstück|05-412-3-III-Staubsauger.csv|1|3|1|['Frühstück', 'Frühstücks', 'Frühstücken', 'frühstückt', 'frühstücke', 'frühstücken', 'frühstückte', 'frühstückst', 'frühstückten', 'Verwüstung']|True|0.0|True
4457|erschrag|erschrak|05-412-3-III-Staubsauger.csv|5|20|5|['erschrak', 'erschrakt', 'erschraken', 'erschlage', 'erschreck', 'ertrag', 'erschlagen', 'erschlägt', 'erschrick', 'Erschreck']|True|0.0|True
4458|Bu|Buh|05-412-3-III-Staubsauger.csv|1|1|1|['Bus', 'Buch', 'Bub', 'Bug', 'Bio', 'Pu', 'bau', 'Busch', 'Bau', 'buk']|False||False
4459|ar|Ah|05-412-3-III-Staubsauger.csv|1|1|1|['arm', 'a', 'ah', 'per', 'rar', 'bar', 'arg', 'er', 'eer', 'gar']|False||False
4460|Rus|raus|05-412-3-III-Staubsauger.csv|1|26|1|['Ruß', 'Raus', 'Rums', 'Roß', 'Ruhms', 'Raums', 'Russe', 'Rum', 'Rauchs', 'Rutsch']|False||False
4461|schri|schrie|05-412-3-III-Staubsauger.csv|8|13|8|['schrie', 'schrei', 'schrien', 'Schrie', 'schritt', 'Schrei', 'schrieb', 'schreie', 'Sprit', 'Schiri']|True|0.0|True
4462|spiß|Spieß|05-412-3-III-Staubsauger.csv|1|1|1|['spieß', 'Spieß', 'spießt', 'spieße', 'spießen', 'Spieße', 'Spießen', 'spießig', 'spießte', 'Spießer']|True|1.0|False
4463|riß|riss|05-412-3-III-Staubsauger.csv|6|18|6|['riß', 'Riß', 'reiß', 'riss', 'heiß', 'reinließ', 'entriß', 'Reiß', 'iß', 'reißt']|True|3.0|False
4464|Frrüstug|Frühstück|05-412-3-III-Staubsauger.csv|1|3|1|['Frühstück', 'Frühstücks', 'Frühstücken', 'frühstückt', 'frühstücke', 'frühstücken', 'Fensterbrüstung', 'Verwüstung', 'frühstückte', 'frühstückst']|True|0.0|True
4465|geretet|gerettet|05-412-3-III-Staubsauger.csv|1|1|1|['gerettet', 'Gerettet', 'geredet', 'gerettete', 'geratet', 'Geredet', 'gerötet', 'gerädert', 'geretteter', 'gebreitet']|True|0.0|True
4466|Staubsager|Staubsauger|05-413-3-III-Staubsauger.csv|1|57|1|['Staubsauger', 'Staubsaugers', 'Staubsaugen', 'staubsauge', 'staubsaugen', 'Staubspucker', 'Staubiger', 'staubsaugte', 'staubiger', 'Staubschauer']|True|0.0|True
4467|Stabsauger|Staubsauger|05-413-3-III-Staubsauger.csv|1|57|1|['Staubsauger', 'Staubsaugers', 'Staubsaugen', 'staubsauge', 'staubsaugen', 'Staubspucker', 'Staubschauer', 'staubsaugte', 'Staubsaugertüte', 'Staubsaugertüten']|True|0.0|True
4468|dachin|dahin|05-416-3-III-Staubsauger.csv|1|2|1|['daheim', 'Drachin', 'Daheim', 'dahin', 'darin', 'daHin', 'Dahin', 'Dächsin', 'Darin', 'dachten']|True|3.0|False
4469|schnapen|schnappen|05-416-3-III-Staubsauger.csv|3|4|3|['schnappen', 'Schnappen', 'schnappend', 'schnappten', 'schnappender', 'schnappe', 'Schnapper', 'schnappende', 'schnupfen', 'schnippen']|True|0.0|True
4470|gekwicht|gequietscht|05-416-3-III-Staubsauger.csv|1|1|1|['gequietscht', 'Gewicht', 'gewichst', 'gewischt', 'gewichtig', 'gequirlten', 'Gewichts', 'gequiekt', 'Gewichte', 'Gewichten']|True|0.0|True
4471|nachber|Nachbar|05-416-3-III-Staubsauger.csv|4|16|4|['Nachbar', 'machbar', 'Nachbarn', 'nachbohre', 'nachher', 'achtbare', 'knapper', 'Nachbarin', 'Nachher', 'nobler']|True|0.0|True
4472|nachbeer|Nachbar|05-416-3-III-Staubsauger.csv|1|16|1|['Nachbar', 'Nachbrenner', 'nachher', 'nachbohre', 'nachfeiern', 'machbar', 'Nachher', 'Achtbeiner', 'achtbares', 'nadelspitzer']|True|0.0|True
4473|bissen|bisschen|05-416-3-III-Staubsauger.csv|1|57|1|['bissen', 'Bissen', 'bissigen', 'bisschen', 'pissen', 'Beissen', 'bissel', 'Bisschen', 'piksen', 'gebissen']|True|3.0|False
4474|Beelt|bellt|05-416-3-III-Staubsauger.csv|1|138|1|['Beeilt', 'Behält', 'Betet', 'beeilt', 'Beet', 'behält', 'bellt', 'betet', 'Behalt', 'befehlt']|True|6.0|False
4475|machts|machst|05-416-3-III-Staubsauger.csv|1|7|1|['nachts', 'machs', 'Nachts', 'machst', 'machte', 'macht', 'gemachtes', 'Machst', 'Machs', 'Machte']|True|3.0|False
