original	corrected	filename	freq_ori	freq_cor	freq_tup	norma_correction	confidence
Hundekese	Hundekekse	05-354-3-III-Staubsauger.csv	2	32	2	Hundeküsse	0.380833
enfernt	entfernt	05-354-3-III-Staubsauger.csv	1	2	1	entfernt	0.486296
Staubeutel	Staubbeutel	05-354-3-III-Staubsauger.csv	3	9	3	Staube	0.180324
weckzuschmeisen	wegzuschmeißen	05-354-3-III-Staubsauger.csv	1	3	1	wegzuschmeißen	0.396241
Hundkese	Hundekekse	05-354-3-III-Staubsauger.csv	1	32	1	Hundes	0.373523
geckratz	gekratzt	05-354-3-III-Staubsauger.csv	1	2	1	gekratzt	0.397623
reum	räum	05-355-3-III-Staubsauger.csv	1	1	1	Räum	0.5
aufgereumt	aufgeräumt	05-355-3-III-Staubsauger.csv	2	2	2	aufgeräumt	1
ausgeschütelt	ausgeschüttelt	05-355-3-III-Staubsauger.csv	1	1	1	ausgeschüttelt	0.598105
Esstüke	Essstücke	05-355-3-III-Staubsauger.csv	1	1	1	Eisstücke	0.301145
Schtaubsaugen	Staubsauger	05-355-3-III-Staubsauger.csv	2	57	1	Staubsaugen	0.664805
Beuter	Beutel	05-355-3-III-Staubsauger.csv	2	49	2	bäumte	0.0591648
schpiezen	spitzen	05-355-3-III-Staubsauger.csv	1	1	1	Spitzen	0.14476
aufgepratzt	aufgeplatzt	05-355-3-III-Staubsauger.csv	1	2	1	aufgeplatzt	0.455583
lehrt	leert	05-359-3-III-Staubsauger.csv	1	8	1	lehrt	0.439469
aus	raus	05-359-3-III-Staubsauger.csv	4	26	1	ein	1
lermh	Lärm	05-360-3-III-Staubsauger.csv	1	6	1	lern	0.451625
fill	fiel	05-360-3-III-Staubsauger.csv	3	45	2	fiel	1
nehr	näher	05-361-3-III-Staubsauger.csv	2	3	2	ner	0.371092
birngt	bringt	05-361-3-III-Staubsauger.csv	1	14	1	Springt	0.119924
Lekerchen	Leckerchen	05-371-3-III-Staubsauger.csv	1	4	1	Leckerchen	0.715914
Läckerchen	Leckerchen	05-371-3-III-Staubsauger.csv	1	4	1	Leckerchen	0.63716
klamert	klammert	05-371-3-III-Staubsauger.csv	1	2	1	klammert	0.752353
zihen	ziehen	05-371-3-III-Staubsauger.csv	2	5	2	ziehen	1
sin	Sinn	05-371-3-III-Staubsauger.csv	19	1	1	sie	0.5
beginnnen	beginnen	05-371-3-III-Staubsauger.csv	1	4	1	beginnen	0.281437
Eledigung	Erledigung	05-376-3-III-Staubsauger.csv	1	1	1	Erledigung	0.41414
Staubseuger	Staubsauger	05-376-3-III-Staubsauger.csv	2	57	2	Staubsauger	0.519657
hab	hat	05-376-3-III-Staubsauger.csv	2	131	2	habe	1
gestaub	gestaubt	05-376-3-III-Staubsauger.csv	1	5	1	verstaube	0.036
Staubseugertüte	Staubsaugertüte	05-376-3-III-Staubsauger.csv	1	5	1	Staubsaugertüte	0.519657
Stabseugertüte	Staubsaugertüte	05-376-3-III-Staubsauger.csv	1	5	1	Staubsaugertüte	0.240416
Plach	Platsch	05-376-3-III-Staubsauger.csv	1	1	1	bleich	0.198405
Staeub	Staub	05-376-3-III-Staubsauger.csv	1	13	1	stäubt	0.137593
zärte	zerrte	05-378-3-III-Staubsauger.csv	2	8	2	zerrte	0.507678
Starbsaugen	staubsaugen	05-379-3-III-Staubsauger.csv	1	12	1	Staubsaugen	0.401742
Erstaund	erstaunt	05-379-3-III-Staubsauger.csv	1	7	1	Erstaunt	0.744977
wegt	weg	05-379-3-III-Staubsauger.csv	1	94	1	weckt	1
kugkt	kuckt	05-379-3-III-Staubsauger.csv	2	152	2	kuckt	0.622871
mülleimmer	Mülleimer	05-379-3-III-Staubsauger.csv	1	13	1	Mülleimer	0.431874
ferhindern	verhindern	05-379-3-III-Staubsauger.csv	1	1	1	verhindern	0.694706
kugck	kuck	05-379-3-III-Staubsauger.csv	1	9	1	kuck	0.588877
gereuche	Geräusche	05-382-3-III-Staubsauger.csv	2	2	2	geraucht	0.197543
puzte	putzte	05-382-3-III-Staubsauger.csv	1	1	1	putzte	0.297746
schüsel	Schüssel	05-382-3-III-Staubsauger.csv	2	7	2	Schüssel	0.324102
puzen	Putzen	05-382-3-III-Staubsauger.csv	2	1	1	putzen	1
Belte	bellte	05-382-3-III-Staubsauger.csv	15	82	14	bellte	0.488611
mülaeimer	Mülleimer	05-382-3-III-Staubsauger.csv	1	13	1	Mülleimer	0.2379
Schmeisen	schmeißen	05-382-3-III-Staubsauger.csv	2	8	2	Schmeißen	0.823216
krazte	kratzte	05-382-3-III-Staubsauger.csv	1	2	1	kratzte	0.687789
sieine	seine	05-382-3-III-Staubsauger.csv	1	4	1	scheine	0.250845
puzen	putzen	05-382-3-III-Staubsauger.csv	2	1	1	putzen	1
reumen	räumen	05-383-3-III-Staubsauger.csv	2	2	2	räumen	0.911321
sauagt	saugt	05-383-3-III-Staubsauger.csv	1	10	1	saugt	0.55175
zupt	zupft	05-383-3-III-Staubsauger.csv	1	1	1	suppte	0.089042
wechschmeisen	wegschmeißen	05-383-3-III-Staubsauger.csv	1	5	1	wegschmeißen	0.373884
Beurtel	Beutel	05-383-3-III-Staubsauger.csv	1	49	1	Beutel	0.62596
Schrek	Schreck	05-383-3-III-Staubsauger.csv	1	5	1	Schreck	1
rünter	runter	05-385-3-III-Staubsauger.csv	1	60	1	runter	0.576117
krazt	kratzt	05-385-3-III-Staubsauger.csv	3	7	3	kratzt	0.687789
Samelt	sammelt	05-385-3-III-Staubsauger.csv	1	2	1	sammelt	0.530875
knochn	Knochen	05-385-3-III-Staubsauger.csv	1	15	1	Knochen	0.132412
aufreumte	aufräumte	05-387-3-III-Staubsauger.csv	1	1	1	aufräumte	0.817504
Inochen	Knochen	05-387-3-III-Staubsauger.csv	1	15	1	Knochen	0.367879
garade	gerade	05-390-3-III-Staubsauger.csv	1	8	1	Garage	0.191913
wegsuschmeißen	wegzuschmeißen	05-390-3-III-Staubsauger.csv	1	3	1	wegzuschmeißen	0.536397
Jeztt	Jetzt	05-390-3-III-Staubsauger.csv	1	27	1	Jetzt	0.420882
sieht	zieht	05-390-3-III-Staubsauger.csv	1	63	1	sieht	0.748134
loker	locker	05-396-3-III-Staubsauger.csv	2	2	2	locker	0.236661
do	da	05-396-3-III-Staubsauger.csv	5	86	5	Teo	0.100398
aum	um	05-396-3-III-Staubsauger.csv	1	5	1	aus	0.103128
schreg	Schreck	05-396-3-III-Staubsauger.csv	1	5	1	Schrank	0.173586
bäutel	Beutel	05-396-3-III-Staubsauger.csv	1	49	1	Bäuche	0.0428716
strünz	stürz	05-396-3-III-Staubsauger.csv	1	1	1	stütz	0.275095
felgt	fegt	05-396-3-III-Staubsauger.csv	1	2	1	fegt	0.281473
gebutz	geputzt	05-396-3-III-Staubsauger.csv	1	1	1	gebucht	0.0616496
Reumt	räumt	05-397-3-III-Staubsauger.csv	1	9	1	räumt	0.859135
örgendwoanders	irgendwoanders	05-397-3-III-Staubsauger.csv	1	1	1	irgendwoher	0.0828061
überacht	überrascht	05-397-3-III-Staubsauger.csv	2	11	2	überrascht	0.124212
niemt	nimmt	05-397-3-III-Staubsauger.csv	2	56	2	nimmt	1
Miemt	nimmt	05-397-3-III-Staubsauger.csv	1	56	1	Mit	0.451903
niks	nix	05-397-3-III-Staubsauger.csv	5	13	5	nichts	0.188588
won	wo	05-398-3-III-Staubsauger.csv	4	8	1	von	1
HundeKese	Hundekekse	05-398-3-III-Staubsauger.csv	1	32	1	Hundeküsse	0.262019
schmeist	schmeißt	05-398-3-III-Staubsauger.csv	5	6	5	schmeißt	0.703767
ries	Riss	05-398-3-III-Staubsauger.csv	6	3	1	riß	0.334908
möchete	möchte	05-399-3-III-Staubsauger.csv	1	14	1	möchte	0.305071
berhalten	behalten	05-399-3-III-Staubsauger.csv	1	1	1	behalten	1
Mißchon	Mission	05-412-3-III-Staubsauger.csv	1	1	1	Mischen	0.333297
dreg	Dreck	05-412-3-III-Staubsauger.csv	1	12	1	drag	0.283528
Früstug	Frühstück	05-412-3-III-Staubsauger.csv	1	3	1	Frühstück	0.311327
erschrag	erschrak	05-412-3-III-Staubsauger.csv	5	20	5	erschrak	0.247068
Bu	Buh	05-412-3-III-Staubsauger.csv	1	1	1	Pu	0.287081
ar	Ah	05-412-3-III-Staubsauger.csv	1	1	1	a	0.251107
Rus	raus	05-412-3-III-Staubsauger.csv	1	26	1	Raus	0.220587
schri	schrie	05-412-3-III-Staubsauger.csv	8	13	8	schrie	1
spiß	Spieß	05-412-3-III-Staubsauger.csv	1	1	1	spieß	0.713013
riß	riss	05-412-3-III-Staubsauger.csv	6	18	6	heiß	0.0821056
Frrüstug	Frühstück	05-412-3-III-Staubsauger.csv	1	3	1	Frühstück	0.194878
geretet	gerettet	05-412-3-III-Staubsauger.csv	1	1	1	gerettet	0.666239
Staubsager	Staubsauger	05-413-3-III-Staubsauger.csv	1	57	1	Staubsauger	0.462644
Stabsauger	Staubsauger	05-413-3-III-Staubsauger.csv	1	57	1	Staubsauger	0.462644
dachin	dahin	05-416-3-III-Staubsauger.csv	1	2	1	dahin	0.753282
schnapen	schnappen	05-416-3-III-Staubsauger.csv	3	4	3	schnappen	1
gekwicht	gequietscht	05-416-3-III-Staubsauger.csv	1	1	1	Gewicht	0.398636
nachber	Nachbar	05-416-3-III-Staubsauger.csv	4	16	4	Nachbar	0.206989
nachbeer	Nachbar	05-416-3-III-Staubsauger.csv	1	16	1	nachher	0.315325
bissen	bisschen	05-416-3-III-Staubsauger.csv	1	57	1	bissen	0.504132
Beelt	bellt	05-416-3-III-Staubsauger.csv	1	138	1	bellt	0.273415
machts	machst	05-416-3-III-Staubsauger.csv	1	7	1	machts	0.609785
schik	schick	05-416-3-III-Staubsauger.csv	2	2	2	schick	0.715914
schnabst	schnappst	05-416-3-III-Staubsauger.csv	1	1	1	schnappst	0.574319
überascht	überrascht	05-417-3-III-Staubsauger.csv	2	11	2	überrascht	0.245772
zeris	zerriss	05-417-3-III-Staubsauger.csv	2	9	2	zeriss	0.353111
hundekese	Hundekekse	05-417-3-III-Staubsauger.csv	1	32	1	Hundeküsse	0.232408
plöchlich	plötzlich	05-422-3-III-Staubsauger.csv	1	62	1	plötzlich	0.36278
gegang	gegangen	05-422-3-III-Staubsauger.csv	2	57	2	gegangen	1
unsonst	umsonst	05-422-3-III-Staubsauger.csv	1	4	1	umsonst	0.521457
wieeder	wieder	05-422-3-III-Staubsauger.csv	1	207	1	windende	0.0355216
schtausaugt	staubsaugt	05-425-3-III-Staubsauger.csv	1	19	1	aussaugt	0.192205
sakel	Sack	05-425-3-III-Staubsauger.csv	2	13	2	sage	0.177128
siht	zieht	05-425-3-III-Staubsauger.csv	25	63	1	Sieht	0.333333
gplotz	geplatzt	05-425-3-III-Staubsauger.csv	1	11	1	glotz	0.568723
ergermachende	ärgermachende	05-434-3-III-Staubsauger.csv	1	1	1	hermachen	0.117935
beltte	bellte	05-434-3-III-Staubsauger.csv	2	82	2	bellte	0.370037
erschrekte	erschreckte	05-435-3-III-Staubsauger.csv	9	10	9	erschreckte	0.473265
Staupkessel	Staubkessel	05-435-3-III-Staubsauger.csv	1	1	1	Stahlkessel	0.291058
Muter	Mutter	05-436-3-III-Staubsauger.csv	1	1	1	Mutter	1
ferspochen	versprochen	05-436-3-III-Staubsauger.csv	1	1	1	versprechen	0.330486
lerm	Lärm	05-436-3-III-Staubsauger.csv	1	6	1	lärmen	0.148563
wig	weg	05-436-3-III-Staubsauger.csv	1	94	1	wag	0.243192
zuröck	zurück	05-436-3-III-Staubsauger.csv	1	61	1	zurück	0.554653
Töte	Tüte	05-436-3-III-Staubsauger.csv	1	19	1	töte	0.139014
reis	raus	05-436-3-III-Staubsauger.csv	3	26	1	reis	0.892758
His	hieß	05-442-3-III-Staubsauger.csv	1	16	1	hieß	1
Hollt	holt	05-442-3-III-Staubsauger.csv	1	12	1	holt	0.642579
Staubsaugen	Staubsauger	05-442-3-III-Staubsauger.csv	1	57	1	Staubsaugen	1
inn	in	05-442-3-III-Staubsauger.csv	4	21	1	in	0.790304
möhte	möchte	05-442-3-III-Staubsauger.csv	1	14	1	mühte	0.554653
Stabsaugte	staubsaugte	05-443-3-III-Staubsauger.csv	1	4	1	staubsaugte	0.359219
einzuSchlafe	einzuschlafen	05-443-3-III-Staubsauger.csv	1	1	1	einzuschlafen	0.44333
laud	laut	05-443-3-III-Staubsauger.csv	1	2	1	laut	0.376472
bemekte	bemerkte	05-443-3-III-Staubsauger.csv	1	6	1	bemerkte	0.507242
start	starrt	05-443-3-III-Staubsauger.csv	1	1	1	Start	0.317269
folen	vollen	05-443-3-III-Staubsauger.csv	1	1	1	vollen	0.475382
Ggnse	ganze	05-443-3-III-Staubsauger.csv	1	20	1	Gänse	0.367879
fiel	will	05-443-3-III-Staubsauger.csv	7	157	1	viel	1
kletet	klettert	05-443-3-III-Staubsauger.csv	1	8	1	glätten	0.330436
expodrte	explodierte	05-443-3-III-Staubsauger.csv	1	1	1	Export	0.198784
aschrekt	erschreckt	05-443-3-III-Staubsauger.csv	2	30	2	erschreckt	0.280581
Knoche	Knochen	05-443-3-III-Staubsauger.csv	1	15	1	Knochen	0.160169
ergtet	ergattert	05-443-3-III-Staubsauger.csv	1	1	1	hegten	0.142151
Ers	Er	05-445-3-III-Staubsauger.csv	1	2	1	Er	0.666487
KochenKekse	Knochenkekse	05-445-3-III-Staubsauger.csv	1	2	1	Katzenkekse	0.146306
Prefeckte	perfekte	05-445-3-III-Staubsauger.csv	1	1	1	Perfekte	0.294827
Staugsauger	Staubsauger	05-445-3-III-Staubsauger.csv	1	57	1	Staubsauger	0.400809
deb	den	05-445-3-III-Staubsauger.csv	1	103	1	beende	0.0306336
fan	fangt	05-445-3-III-Staubsauger.csv	3	2	1	fand	1
leget	legt	05-447-3-III-Staubsauger.csv	1	4	1	legen	0.388015
staubsaukte	staubsaugte	05-447-3-III-Staubsauger.csv	1	4	1	staubsaugte	0.747589
arschroken	erschrocken	05-447-3-III-Staubsauger.csv	1	38	1	erschrocken	0.465812
staubsaugeboltel	Staubsaugerbeutel	05-447-3-III-Staubsauger.csv	1	27	1	Staubsaugerbeutel	0.0985747
hengte	hängte	05-447-3-III-Staubsauger.csv	9	23	9	hegte	0.367807
zwichen	zwischen	05-447-3-III-Staubsauger.csv	3	3	3	zwischen	0.552487
wein	rein	05-447-3-III-Staubsauger.csv	1	8	1	weinen	1
Plötzlisch	Plötzlich	05-447-3-III-Staubsauger.csv	1	117	1	plötzlich	0.523834
saukte	saugte	05-450-3-III-Staubsauger.csv	1	1	1	saugte	0.747589
obwoll	obwohl	05-450-3-III-Staubsauger.csv	2	4	2	obwohl	0.463377
rischtung	Richtung	05-450-3-III-Staubsauger.csv	1	1	1	Richtung	0.346358
hillt	hielt	05-450-3-III-Staubsauger.csv	1	32	1	Hielt	0.372884
fesst	fest	05-450-3-III-Staubsauger.csv	1	18	1	Fest	0.408678
Pam	Bam	05-450-3-III-Staubsauger.csv	1	1	1	Pan	0.61761
vestgehalten	festgehalten	05-458-3-III-Staubsauger.csv	2	3	2	festgehalten	0.243328
geriesen	gerissen	05-458-3-III-Staubsauger.csv	2	7	2	gerissen	0.448971
hungrieg	hungrig	05-458-3-III-Staubsauger.csv	1	11	1	Hungrig	0.240297
unvorsigtig	unvorsichtig	05-458-3-III-Staubsauger.csv	1	1	1	unvorsichtig	0.596712
Sag	Sack	05-458-3-III-Staubsauger.csv	1	13	1	sag	0.554362
staudsaugt	staubsaugt	05-459-3-III-Staubsauger.csv	1	19	1	staubsaugte	0.297621
lekelis	Leckerlis	05-459-3-III-Staubsauger.csv	1	7	1	ekelig	0.266939
weksaugt	wegsaugt	05-459-3-III-Staubsauger.csv	1	1	1	wegsaugte	0.411254
zid	zieht	05-459-3-III-Staubsauger.csv	1	63	1	sieht	0.173522
explodirt	explodiert	05-459-3-III-Staubsauger.csv	1	6	1	explodiert	0.713013
Drek	Dreck	05-459-3-III-Staubsauger.csv	1	12	1	Dreck	0.134345
fliggt	fliegt	05-459-3-III-Staubsauger.csv	1	29	1	fliegt	0.319023
lekerlis	Leckerlis	05-459-3-III-Staubsauger.csv	1	7	1	Leckerlis	0.396186
Expliosion	Explosion	05-463-3-III-Staubsauger.csv	1	5	1	Explosion	0.57526
Kerpst	Herbst	05-463-3-III-Staubsauger.csv	1	1	1	Kerls	0.354958
reumpte	räumte	05-463-3-III-Staubsauger.csv	1	1	1	rumorte	0.397992
drite	dritte	05-463-3-III-Staubsauger.csv	2	2	2	dritten	1
MitargsSchlarf	Mittagsschlaf	05-463-3-III-Staubsauger.csv	1	1	1	Mittagsschlaf	0.201089
kleterte	kletterte	05-463-3-III-Staubsauger.csv	1	2	1	kletterte	1
zererte	zerrte	05-463-3-III-Staubsauger.csv	1	8	1	scherte	0.0839955
fleicht	vielleicht	05-464-3-III-Staubsauger.csv	1	27	1	flicht	0.128748
Leckachen	Leckerchen	05-464-3-III-Staubsauger.csv	1	4	1	Leckerchen	0.639736
obt	ob	05-464-3-III-Staubsauger.csv	1	14	1	ob	0.611935
opt	ob	05-464-3-III-Staubsauger.csv	1	14	1	ort	0.691121
Haltsband	Halsband	05-464-3-III-Staubsauger.csv	1	14	1	Halsband	0.611935
musst	muss	05-464-3-III-Staubsauger.csv	1	23	1	Musst	0.547474
lern	Lärm	05-466-3-III-Staubsauger.csv	1	6	1	lern	0.887726
vegt	weckt	05-466-3-III-Staubsauger.csv	3	1	1	weckt	0.340884
vach	wach	05-466-3-III-Staubsauger.csv	1	1	1	wacht	1
gieng	ging	05-466-3-III-Staubsauger.csv	3	19	3	ging	1
fröde	Freude	05-466-3-III-Staubsauger.csv	1	16	1	freute	0.366984
wobei	vorbei	05-466-3-III-Staubsauger.csv	1	20	1	wobei	1
möchde	möchte	05-466-3-III-Staubsauger.csv	1	14	1	möchte	0.236781
wang	fang	05-466-3-III-Staubsauger.csv	2	4	2	wankt	0.22015
belen	bellen	05-466-3-III-Staubsauger.csv	15	17	10	bellen	0.513619
ausgehrut	ausgeruht	05-468-3-III-Staubsauger.csv	1	2	1	ausgerufen	0.0861982
gehhört	gehört	05-468-3-III-Staubsauger.csv	1	14	1	gehört	0.731247
aufgehstanden	aufgestanden	05-468-3-III-Staubsauger.csv	2	5	2	aufgestanden	0.699583
HundeKegse	Hundekekse	05-468-3-III-Staubsauger.csv	1	32	1	Hundekekse	0.466906
aufgehgehsaugt	aufgesaugt	05-468-3-III-Staubsauger.csv	1	5	1	aufgesaugt	0.231832
staupsaupsaugehrboytel	Staubsaugerbeutel	05-468-3-III-Staubsauger.csv	1	27	1	staupsaupsaugehrboytel	0
gehgangehn	gegangen	05-468-3-III-Staubsauger.csv	1	57	1	gegangen	0.604582
gehgehn	gegen	05-468-3-III-Staubsauger.csv	1	5	1	gegen	0.53035
gehbliben	geblieben	05-468-3-III-Staubsauger.csv	1	8	1	geblendet	0.0280139
gehBeld	gebellt	05-468-3-III-Staubsauger.csv	1	36	1	gehebelt	0.264245
widerhaben	wiederhaben	05-468-3-III-Staubsauger.csv	2	2	2	wiederhaben	0.375305
darun	daran	05-468-3-III-Staubsauger.csv	1	2	1	darum	0.299658
gehzogehn	gezogen	05-468-3-III-Staubsauger.csv	1	5	1	gezogen	0.534722
staubsauckt	staubsaugt	05-471-3-III-Staubsauger.csv	1	19	1	staubsaugte	0.328489
einfahch	einfach	05-471-3-III-Staubsauger.csv	1	9	1	einfach	0.731247
duich	durch	05-471-3-III-Staubsauger.csv	1	16	1	dich	0.556215
TEH	THE	05-471-3-III-Staubsauger.csv	4	4	4	Eh	0.260204
Rumt	räumt	05-472-3-III-Staubsauger.csv	1	9	1	rund	0.119783
mher	mehr	05-472-3-III-Staubsauger.csv	1	84	1	her	0.615308
Eäschrocken	erschrocken	05-472-3-III-Staubsauger.csv	1	38	1	Erschrocken	0.500472
sgte	sagte	05-472-3-III-Staubsauger.csv	4	39	4	sagte	1
vestdehden	verstanden	05-472-3-III-Staubsauger.csv	1	3	1	verstehen	0.220355
frgt	fragt	05-472-3-III-Staubsauger.csv	1	9	1	fegt	0.464559
Dass	das	05-472-3-III-Staubsauger.csv	3	66	1	dass	0.634065
Erns	Ernst	05-472-3-III-Staubsauger.csv	1	1	1	Ernst	0.483615
mah	mach	05-472-3-III-Staubsauger.csv	2	1	1	mach	0.299481
nalütlich	natürlich	05-472-3-III-Staubsauger.csv	1	19	1	natürlich	0.177618
Plölich	plötzlich	05-472-3-III-Staubsauger.csv	4	62	1	Plötzlich	0.217704
nür	nur	05-472-3-III-Staubsauger.csv	2	7	2	Nicht	0.0758474
ümüklich	unmöglich	05-472-3-III-Staubsauger.csv	1	1	1	möglich	0.18639
weit	weiß	05-472-3-III-Staubsauger.csv	3	30	1	weint	0.5
gim	gib	05-472-3-III-Staubsauger.csv	1	7	1	im	0.588877
keksse	Kekse	05-472-3-III-Staubsauger.csv	1	30	1	kesse	0.598727
dem	denn	05-472-3-III-Staubsauger.csv	1	119	1	den	0.5
plölich	plötzlich	05-472-3-III-Staubsauger.csv	2	62	2	bläulich	0.311196
sak	Sack	05-472-3-III-Staubsauger.csv	1	13	1	sag	0.427556
bust	putzt	05-476-3-III-Staubsauger.csv	1	1	1	Bucht	0.167075
gase	ganze	05-476-3-III-Staubsauger.csv	2	20	2	Kasse	0.119842
kuk	kuck	05-476-3-III-Staubsauger.csv	5	9	4	guck	0.333333
schdapsauger	Staubsauger	05-476-3-III-Staubsauger.csv	1	57	1	tapsiger	0.177359
aufgesauk	aufgesaugt	05-476-3-III-Staubsauger.csv	1	5	1	aufgesaugt	0.164795
bochtel	Beutel	05-476-3-III-Staubsauger.csv	1	49	1	pochte	0.428079
umbdikt	unbedingt	05-476-3-III-Staubsauger.csv	1	4	1	umblickt	0.287057
bchtel	Beutel	05-476-3-III-Staubsauger.csv	2	49	2	achtel	0.367879
ferkste	verkratzte	05-476-3-III-Staubsauger.csv	1	2	1	wirkst	0.0556182
ferksde	verkratzte	05-476-3-III-Staubsauger.csv	1	2	1	fernste	0.292011
kse	ganze	05-476-3-III-Staubsauger.csv	1	20	1	Käse	1
ichn	hin	05-476-3-III-Staubsauger.csv	2	17	2	sicher	0.0572135
gasen	ganzen	05-476-3-III-Staubsauger.csv	1	3	1	Kassen	0.14266
fike	fliege	05-476-3-III-Staubsauger.csv	1	1	1	sticke	0.0412168
gse	ganze	05-476-3-III-Staubsauger.csv	1	20	1	gossen	0.125818
drekhaufen	Dreckhaufen	05-476-3-III-Staubsauger.csv	1	1	1	Dreckhaufen	0.441717
umglükstag	Unglückstag	05-477-3-III-Staubsauger.csv	1	1	1	Unglückstag	0.207342
huld	holt	05-477-3-III-Staubsauger.csv	1	12	1	Holt	0.247298
gugckt	guckt	05-478-3-III-Staubsauger.csv	4	49	4	guckt	0.588877
-aufgestanden	aufgestanden	05-478-3-III-Staubsauger.csv	1	5	1	aufgestanden	0.53265
StaubsaugerBäutel	Staubsaugerbeutel	05-478-3-III-Staubsauger.csv	1	27	1	Staubsaugerbeutel	0.43158
draufgekletert	draufgeklettert	05-478-3-III-Staubsauger.csv	1	1	1	draufgeklettert	0.681215
raußnehmen	rausnehmen	05-478-3-III-Staubsauger.csv	1	1	1	rausnehmen	0.573924
genärft	genervt	05-478-3-III-Staubsauger.csv	1	2	1	genervt	0.442639
aufgerisen	aufgerissen	05-478-3-III-Staubsauger.csv	1	1	1	aufgerissen	1
komomt	kommt	05-478-3-III-Staubsauger.csv	1	69	1	kommt	0.558656
Oye	Oje	05-478-3-III-Staubsauger.csv	8	1	1	Ode	0.367879
Oye	oje	05-478-3-III-Staubsauger.csv	8	7	7	Ode	0.367879
Wohnog	Wohnung	05-486-3-III-Staubsauger.csv	2	11	2	Wohnung	0.378006
eingesaubt	eingesaugt	05-486-3-III-Staubsauger.csv	1	4	1	eingestaubt	0.218133
umveckzeln	umwechseln	05-486-3-III-Staubsauger.csv	1	1	1	umwickeln	0.152048
schmuzig	schmutzig	05-486-3-III-Staubsauger.csv	2	5	2	schmutzig	0.687789
Kekze	Kekse	05-486-3-III-Staubsauger.csv	2	30	2	Kekse	0.671076
köntest	könntest	05-489-3-III-Staubsauger.csv	3	3	3	könntest	0.300063
liet	Lied	05-489-3-III-Staubsauger.csv	1	1	1	litt	0.639994
gepfifen	gepfiffen	05-489-3-III-Staubsauger.csv	1	1	1	Gepfeife	0.161289
iengesaukt	eingesaugt	05-489-3-III-Staubsauger.csv	1	4	1	eingesaugt	0.441416
Staubsauger-	Staubsauger	05-489-3-III-Staubsauger.csv	1	57	1	Staubsauger	0.53265
nachm	nahm	05-489-3-III-Staubsauger.csv	2	18	2	niest	0.0407137
betelte	bettelte	05-489-3-III-Staubsauger.csv	1	2	1	bettelte	1
kecken	Kekse	05-489-3-III-Staubsauger.csv	1	30	1	gegen	0.273428
schonen	schönen	05-491-3-III-Staubsauger.csv	3	11	3	schönen	1
Wonzimmer	Wohnzimmer	05-492-3-III-Staubsauger.csv	1	4	1	Wohnzimmer	1
dem-	dem	05-492-3-III-Staubsauger.csv	1	8	1	dem	0.53265
Betel	Beutel	05-492-3-III-Staubsauger.csv	1	49	1	bete	0.182829
ausgelert	ausgeleert	05-492-3-III-Staubsauger.csv	1	1	1	ausgeleert	0.0872315
gewegt	geweckt	05-493-3-III-Staubsauger.csv	1	1	1	geweckt	0.683455
weiss	weiß	05-493-3-III-Staubsauger.csv	3	30	3	weiß	1
auslerren	ausleeren	05-500-3-III-Staubsauger.csv	1	22	1	ausleeren	0.474909
leit	leid	05-500-3-III-Staubsauger.csv	3	3	3	leid	1
schönner	schöner	05-603-3-III-Staubsauger.csv	1	5	1	schöner	0.427956
Auss	Aus	05-603-3-III-Staubsauger.csv	1	4	1	aus	0.276024
versehn	Versehen	05-603-3-III-Staubsauger.csv	1	20	1	Versen	0.431994
knochenn	Knochen	05-603-3-III-Staubsauger.csv	1	15	1	Knochen	0.217925
staub-sauger	Staubsauger	05-603-3-III-Staubsauger.csv	1	57	1	Staubsauger	0.362469
Denn	den	05-603-3-III-Staubsauger.csv	2	103	1	den	1
beutell	Beutel	05-603-3-III-Staubsauger.csv	1	49	1	bäumte	0.0642981
vliegt	fliegt	05-603-3-III-Staubsauger.csv	3	29	3	fliegt	0.643669
gansse	ganze	05-603-3-III-Staubsauger.csv	1	20	1	gieße	0.0964442
wegte	weckte	05-604-3-III-Staubsauger.csv	3	2	2	weckte	1
staubsauga	Staubsauger	05-604-3-III-Staubsauger.csv	1	57	1	staubsauge	0.650654
Tüle	Tüte	05-604-3-III-Staubsauger.csv	1	19	1	Tülle	0.720699
entfrnte	entfernte	05-604-3-III-Staubsauger.csv	1	1	1	entfernte	0.627366
Tule	Tüte	05-604-3-III-Staubsauger.csv	1	19	1	türlich	0.0506546
aufzureisen	aufzureißen	05-604-3-III-Staubsauger.csv	1	1	1	aufzureißen	0.30928
staugtsaut	staubsaugt	05-612-3-III-Staubsauger.csv	1	19	1	taugst	0.125165
staugtsaugt	staubsaugt	05-612-3-III-Staubsauger.csv	1	19	1	staubgesaugt	0.193182
staugsauge	staubsaugt	05-612-3-III-Staubsauger.csv	1	19	1	staubsauge	0.400809
schlimes	schlimmes	05-612-3-III-Staubsauger.csv	2	1	1	schleimen	0.127469
halzKete	Halskette	05-612-3-III-Staubsauger.csv	1	2	1	Halskette	0.20821
sauerrei	Sauerei	05-612-3-III-Staubsauger.csv	1	1	1	Sauerei	0.488195
yetzt	jetzt	05-612-3-III-Staubsauger.csv	5	75	5	jetzt	0.255119
zicht	zieht	05-647-3-III-Staubsauger.csv	2	63	2	Sicht	0.233672
schimft	schimpft	05-647-3-III-Staubsauger.csv	3	6	3	schimpft	1
weste	fest	05-647-3-III-Staubsauger.csv	1	18	1	Weste	0.522923
