original	corrected	filename	freq_ori	freq_cor	freq_tup	norma_correction	confidence
geschtorben	gestorben	06-295-3-IV-Weg.csv	2	9	2	gestorben	0.284037
HundeFuter	Hundefutter	06-299-3-IV-Weg.csv	2	23	2	Hundewetter	0.15605
schricht	spricht	06-299-3-IV-Weg.csv	2	3	2	schreckt	0.149961
unarmt	umarmt	06-299-3-IV-Weg.csv	1	40	1	annahmt	0.105418
diken	dicken	06-299-3-IV-Weg.csv	1	6	1	dicken	0.486111
Sieft	Stift	06-303-3-IV-Weg.csv	1	24	1	schläft	0.149661
wenm	wenn	06-303-3-IV-Weg.csv	1	46	1	Venen	0.0878624
anrufd	anruft	06-303-3-IV-Weg.csv	1	9	1	herruft	0.043606
vinger	Finger	06-303-3-IV-Weg.csv	1	1	1	flinker	0.211743
vermistt	vermisst	06-307-3-IV-Weg.csv	1	78	1	vermint	0.150128
telefonnumer	Telefonnummer	06-307-3-IV-Weg.csv	2	33	2	telefonier	0.203947
umgefaren	umgefahren	06-307-3-IV-Weg.csv	1	1	1	umgefahren	0.156735
Überaschung	Überraschung	06-307-3-IV-Weg.csv	6	27	6	Überraschung	0.176015
tüss	tschüss	06-307-3-IV-Weg.csv	1	9	1	küss	0.367879
wiedergebracht	mitgebracht	06-307-3-IV-Weg.csv	1	9	1	wiedergebracht	0.631503
Smeili	Smilie	06-307-3-IV-Weg.csv	1	1	1	Smily	1
plakatte	Plakate	06-310-3-IV-Weg.csv	2	88	2	blanklagen	0.0483031
werlaufen	verlaufen	06-313-3-IV-Weg.csv	1	2	1	verlaufen	0.371047
klipt	klebt	06-313-3-IV-Weg.csv	1	9	1	gibt	0.178744
won	von	06-313-3-IV-Weg.csv	4	76	3	von	1
ies	jetzt	06-313-3-IV-Weg.csv	1	75	1	iss	0.248374
nar	nach	06-313-3-IV-Weg.csv	3	37	1	nach	0.5
Husse	Hause	06-313-3-IV-Weg.csv	1	14	1	Husse	0.318008
Faindt	weint	06-313-3-IV-Weg.csv	1	67	1	weint	0.309553
Klinget	klingelt	06-313-3-IV-Weg.csv	2	66	2	klingen	0.495298
kot	kuckt	06-313-3-IV-Weg.csv	1	152	1	kommt	1
Fensder	Fenster	06-313-3-IV-Weg.csv	1	80	1	Fenster	1
Röken	Rücken	06-313-3-IV-Weg.csv	1	1	1	Röcken	0.715914
Loscha	Lutscher	06-313-3-IV-Weg.csv	1	56	1	Lauscha	0.47572
sin	sein	06-313-3-IV-Weg.csv	19	20	1	sie	0.5
Lidlikessen	Lieblingsessen	06-313-3-IV-Weg.csv	1	5	1	Lilien	0.129349
iez	jetzt	06-313-3-IV-Weg.csv	2	75	2	sitz	0.0733046
ind	sind	06-313-3-IV-Weg.csv	5	66	1	eint	0.251048
Stok	Stock	06-313-3-IV-Weg.csv	1	2	1	Stock	0.715914
Fölich	fröhlich	06-313-3-IV-Weg.csv	1	92	1	Flig	0.25112
Plözlich	plötzlich	06-316-3-IV-Weg.csv	47	62	2	Plötzlich	0.5
Jeman	jemand	06-316-3-IV-Weg.csv	2	46	2	jemand	0.110282
schbram	sprang	06-316-3-IV-Weg.csv	1	9	1	gebrannt	0.0102472
Korm	komm	06-316-3-IV-Weg.csv	2	32	1	Korn	0.61761
Ferügter	verrückter	06-316-3-IV-Weg.csv	1	1	1	verrückter	0.147165
gug	guck	06-316-3-IV-Weg.csv	3	5	3	guck	0.642579
Frist	frisst	06-316-3-IV-Weg.csv	1	38	1	frisst	1
verschwonden	verschwunden	06-317-3-IV-Weg.csv	1	41	1	verschwunden	0.604022
Trorrich	traurig	06-317-3-IV-Weg.csv	1	119	1	Tori	0.260488
Blädter	Blätter	06-317-3-IV-Weg.csv	1	7	1	Blätter	0.744977
Drof	drauf	06-317-3-IV-Weg.csv	1	6	1	Drei	0.384971
gefurten	gefunden	06-317-3-IV-Weg.csv	1	40	1	geführten	0.576271
aihr	ihr	06-317-3-IV-Weg.csv	1	40	1	ihr	0.435733
vrölich	fröhlich	06-317-3-IV-Weg.csv	1	92	1	fröhlich	0.38511
gekommmen	gekommen	06-322-3-IV-Weg.csv	1	26	1	gekommen	0.609685
want	Wand	06-326-3-IV-Weg.csv	2	5	1	Wand	1
fen	wenn	06-326-3-IV-Weg.csv	1	46	1	ven	1
Telewoniret	telefoniert	06-326-3-IV-Weg.csv	1	13	1	Telefonie	0.200514
wrei	freut	06-326-3-IV-Weg.csv	1	42	1	frei	0.461303
Klinges	klingelt	06-326-3-IV-Weg.csv	1	66	1	klingen	0.600565
saut	schaut	06-326-3-IV-Weg.csv	1	2	1	schaut	1
dust	durch	06-326-3-IV-Weg.csv	1	16	1	ist	0.21782
sann	dann	06-326-3-IV-Weg.csv	1	651	1	San	0.600415
grücken	drücken	06-326-3-IV-Weg.csv	1	1	1	rücken	0.588877
vermisstdenPlakate	Vermisstenplakate	06-327-3-IV-Weg.csv	1	2	1	vermisstdenPlakate	0
nähmlich	nämlich	06-327-3-IV-Weg.csv	3	21	3	nämlich	0.731247
Tefefonnummer	Telefonnummer	06-327-3-IV-Weg.csv	1	33	1	Tefefonnummer	0
Bestimt	Bestimmt	06-327-3-IV-Weg.csv	1	1	1	Bestimmt	0.5
jeman	jemand	06-327-3-IV-Weg.csv	4	46	4	jemand	0.110751
mi	mir	06-327-3-IV-Weg.csv	1	9	1	min	0.342479
hat	Hand	06-327-3-IV-Weg.csv	2	22	2	Hat	0.2
Straf	Straße	06-328-3-IV-Weg.csv	1	9	1	straff	0.502131
weleche	welche	06-328-3-IV-Weg.csv	1	1	1	weglege	0.0347148
parr	paar	06-328-3-IV-Weg.csv	4	40	4	paar	1
Stekbirefe	Steckbriefe	06-329-3-IV-Weg.csv	1	23	1	steife	0.145126
se	sie	06-329-3-IV-Weg.csv	9	86	6	sehe	0.5
Bist	Bis	06-329-3-IV-Weg.csv	1	1	1	bist	0.375685
kaeiner	keiner	06-329-3-IV-Weg.csv	1	12	1	kleiner	0.162956
mana	Mama	06-329-3-IV-Weg.csv	1	2	1	Mama	0.273565
StrekBriefe	Steckbriefe	06-329-3-IV-Weg.csv	1	23	1	Briefe	0.159442
trauraig	traurig	06-329-3-IV-Weg.csv	1	119	1	traurig	0.55175
üner	immer	06-329-3-IV-Weg.csv	1	59	1	über	0.367879
kanns	kannst	06-329-3-IV-Weg.csv	2	16	1	ganz	1
mächte	möchte	06-329-3-IV-Weg.csv	1	14	1	mähte	0.753282
darausen	draußen	06-329-3-IV-Weg.csv	2	74	2	draußen	0.415605
gegen	gehen	06-329-3-IV-Weg.csv	5	78	3	Gegend	0.5
rundter	runter	06-329-3-IV-Weg.csv	2	60	2	runter	0.524209
Baden	Boden	06-329-3-IV-Weg.csv	1	9	1	baden	1
hau	wau	06-329-3-IV-Weg.csv	3	8	3	hau	0.853994
füter	Futter	06-329-3-IV-Weg.csv	1	31	1	fütter	0.312784
tags	Tages	06-331-3-IV-Weg.csv	1	5	1	tags	0.49049
ruschten	rutschten	06-331-3-IV-Weg.csv	1	1	1	rutschten	0.208791
rusche	Rutsche	06-331-3-IV-Weg.csv	1	1	1	Rauschen	0.268737
kliel	klingelt	06-331-3-IV-Weg.csv	1	66	1	gilt	0.100998
Luscha	Lutscher	06-331-3-IV-Weg.csv	2	56	2	Lutscher	0.122765
freude	Freunde	06-331-3-IV-Weg.csv	1	3	1	freunde	0.325884
gewoden	geworden	06-331-3-IV-Weg.csv	1	4	1	gewoben	0.541025
nieman	niemand	06-334-3-IV-Weg.csv	2	18	2	niemand	0.145369
angerufen-	angerufen	06-334-3-IV-Weg.csv	1	11	1	angerufen	0.53265
deann	dann	06-338-3-IV-Weg.csv	1	651	1	dann	0.623863
Hengt	Hängt	06-338-3-IV-Weg.csv	9	1	1	runterhängt	1
paglate	Plakate	06-338-3-IV-Weg.csv	1	88	1	Pagate	0.370671
aus	Haus	06-338-3-IV-Weg.csv	4	3	1	ein	1
vfro	froh	06-338-3-IV-Weg.csv	1	35	1	froh	0.267962
bischeen	bisschen	06-338-3-IV-Weg.csv	1	57	1	bisschen	0.266093
daruf	darauf	06-338-3-IV-Weg.csv	1	2	1	darauf	0.111455
kilingelt	klingelt	06-338-3-IV-Weg.csv	1	66	1	klingelt	0.57526
vermder	Fremder	06-338-3-IV-Weg.csv	1	1	1	Werder	0.312806
plötalich	plötzlich	06-339-3-IV-Weg.csv	1	62	1	plötzlich	0.367879
Telefonirten	telefonierten	06-339-3-IV-Weg.csv	1	2	1	telefonierten	0.450986
wolt	wollte	06-339-3-IV-Weg.csv	2	201	1	wollt	0.5
drekt	direkt	06-339-3-IV-Weg.csv	2	13	2	treckt	0.279071
geckommen	gekommen	06-339-3-IV-Weg.csv	3	26	3	gekommen	0.579794
Portuonen	Portionen	06-339-3-IV-Weg.csv	1	1	1	Portionen	0.464765
Mogens	Morgens	06-340-3-IV-Weg.csv	1	3	1	Mögens	0.600052
such	sucht	06-340-3-IV-Weg.csv	2	11	1	Suche	0.5
scheibt	schreibt	06-340-3-IV-Weg.csv	1	1	1	schreibt	0.06326
geveint	geweint	06-342-3-IV-Weg.csv	1	7	1	geweint	0.329867
vartete	wartete	06-342-3-IV-Weg.csv	1	19	1	wartete	0.400571
ummarmen	umarmen	06-346-3-IV-Weg.csv	1	15	1	umarmen	0.294218
dardrauf	dadrauf	06-347-3-IV-Weg.csv	1	1	1	darauf	0.412572
Hir	Hier	06-347-3-IV-Weg.csv	4	6	3	Hier	1
dic	dich	06-347-3-IV-Weg.csv	1	5	1	dicht	0.183536
TelefonNumer	Telefonnummer	06-349-3-IV-Weg.csv	1	33	1	Telefonen	0.112761
Wohnzemmer	Wohnzimmer	06-354-3-IV-Weg.csv	1	4	1	Wohnzimmer	0.514059
Stund	Stunde	06-354-3-IV-Weg.csv	3	8	3	Stunt	0.572989
öfnete	öffnete	06-359-3-IV-Weg.csv	5	9	5	öffnete	1
verrschwunden	verschwunden	06-360-3-IV-Weg.csv	2	41	2	verschwunden	0.691951
An	Ein	06-360-3-IV-Weg.csv	3	3	3	an	1
wustes	wusstest	06-360-3-IV-Weg.csv	1	2	1	Wuchten	0.252882
afreulich	erfreulich	06-360-3-IV-Weg.csv	1	1	1	erfreulich	0.293235
Nar	Na	06-360-3-IV-Weg.csv	1	4	1	na	0.284868
gehort	gehört	06-360-3-IV-Weg.csv	6	14	6	gehört	1
gets	gehts	06-360-3-IV-Weg.csv	3	6	3	gehts	0.331991
umart	umarmt	06-360-3-IV-Weg.csv	1	40	1	Humes	0.0452519
vreudetrenen	Freudentränen	06-360-3-IV-Weg.csv	1	36	1	Freudentränen	0.165654
Jurge	Junge	06-361-3-IV-Weg.csv	1	8	1	Junge	0.484416
vienden	finden	06-369-3-IV-Weg.csv	1	1	1	finden	0.633452
gefrät	gefreut	06-369-3-IV-Weg.csv	1	24	1	gerät	0.582686
Loliepop	Lollipop	06-369-3-IV-Weg.csv	1	44	1	Loipe	0.149286
Plackete	Plakate	06-371-3-IV-Weg.csv	1	88	1	Plakette	0.365584
hates	hattest	06-371-3-IV-Weg.csv	1	2	1	hatten	0.444341
gesehe	gesehen	06-371-3-IV-Weg.csv	1	97	1	gesehen	0.551383
Ihn	In	06-371-3-IV-Weg.csv	3	3	3	in	1
Liblingsgeschmack	Lieblingsgeschmack	06-371-3-IV-Weg.csv	1	1	1	Liblingsgeschmack	0
aufgessen	aufgegessen	06-371-3-IV-Weg.csv	1	3	1	aufgesehen	0.294218
Hundefutter-	Hundefutter	06-373-3-IV-Weg.csv	1	23	1	Hundewetter	0.116186
geruchen	gerochen	06-373-3-IV-Weg.csv	1	9	1	Gerüchen	0.450272
Telefonummern	Telefonnummern	06-373-3-IV-Weg.csv	1	1	1	Telefonen	0.167304
taurig	traurig	06-376-3-IV-Weg.csv	1	119	1	Taurin	0.152187
machmal	manchmal	06-376-3-IV-Weg.csv	1	1	1	nochmal	0.191049
Spass	Spaß	06-378-3-IV-Weg.csv	1	4	1	Spas	0.625798
nürgens	nirgends	06-378-3-IV-Weg.csv	2	2	2	Bürgens	0.367879
Möchtes	Möchtest	06-378-3-IV-Weg.csv	1	1	1	möchten	0.338407
widergeben	wiedergeben	06-379-3-IV-Weg.csv	1	2	1	wiedergeben	0.464403
kanz	ganz	06-382-3-IV-Weg.csv	2	48	1	ganz	1
geklingetlt	geklingelt	06-382-3-IV-Weg.csv	1	13	1	geklingelt	0.611935
kuk	Kuck	06-382-3-IV-Weg.csv	5	3	1	guck	0.333333
ungen	hungern	06-382-3-IV-Weg.csv	1	1	1	unken	0.347602
fermiste	vermisste	06-387-3-IV-Weg.csv	2	8	2	vermieste	0.396155
Plz-	PLZ	06-387-3-IV-Weg.csv	1	1	1	Pelz	0.333237
plötslich	plötzlich	06-387-3-IV-Weg.csv	2	62	2	Plötzlich	0.5
Darbei	Dabei	06-387-3-IV-Weg.csv	1	3	1	Dabei	1
Hausmauren	Hausmauern	06-390-3-IV-Weg.csv	1	1	1	ausmaure	0.327382
Vermist	Vermisst	06-396-3-IV-Weg.csv	2	2	2	vermiest	0.360287
Hiterwand	Hinterwand	06-396-3-IV-Weg.csv	1	1	1	Sinterwand	0.195113
vermisten	vermissten	06-396-3-IV-Weg.csv	2	2	2	vermiesten	0.426327
waret	wartet	06-396-3-IV-Weg.csv	1	67	1	waren	0.439751
Fulr	Flur	06-396-3-IV-Weg.csv	1	4	1	Fr	0.384719
Rat	Rate	06-396-3-IV-Weg.csv	1	1	1	rate	0.1373
ameisten	meisten	06-397-3-IV-Weg.csv	1	1	1	Amin	0.13135
Nagsten	nächsten	06-398-3-IV-Weg.csv	1	34	1	Nagen	0.491744
Telofon	Telefon	06-398-3-IV-Weg.csv	3	39	3	Telefon	0.580734
behrschen	beherrschen	06-398-3-IV-Weg.csv	1	1	1	beschien	0.0867158
risig	riesig	06-399-3-IV-Weg.csv	2	2	2	riesig	1
wackeld	wackelt	06-405-3-IV-Weg.csv	3	17	3	wackelt	0.675108
fiell	viel	06-409-3-IV-Weg.csv	3	9	2	viel	0.57713
ers	erst	06-409-3-IV-Weg.csv	3	1	1	er's	1
trauri	traurig	06-409-3-IV-Weg.csv	1	119	1	traten	0.0443171
erfaht	erfahrt	06-409-3-IV-Weg.csv	1	1	1	erfand	0.170064
schte	steht	06-409-3-IV-Weg.csv	1	37	1	schade	0.112666
schnkt	schenkt	06-409-3-IV-Weg.csv	1	4	1	schenkt	0.306265
halle	alle	06-409-3-IV-Weg.csv	1	39	1	halle	0.82398
vergist	vergisst	06-412-3-IV-Weg.csv	10	24	10	Wecker	0.0410057
kake	Kacke	06-412-3-IV-Weg.csv	1	1	1	kacke	0.231714
trapfen	Tropfen	06-412-3-IV-Weg.csv	1	14	1	trapsen	0.275428
heise	heiße	06-412-3-IV-Weg.csv	1	1	1	heiße	1
Hundefantom	Hundephantom	06-412-3-IV-Weg.csv	3	3	3	Hunderten	0.093982
sch	schon	06-412-3-IV-Weg.csv	2	20	1	sich	0.025938
annimst	annimmst	06-412-3-IV-Weg.csv	1	1	1	annimmst	0.752353
ein	an	06-413-3-IV-Weg.csv	4	15	2	Ein	0.111111
schiken	schicken	06-416-3-IV-Weg.csv	2	2	2	schicken	0.715914
zurhause	Zuhause	06-416-3-IV-Weg.csv	1	2	1	zuhause	0.62596
futerte	futterte	06-416-3-IV-Weg.csv	1	1	1	fütterte	0.3273
biskien	bisschen	06-416-3-IV-Weg.csv	1	57	1	biegen	0.278233
Nachichten	Nachrichten	06-417-3-IV-Weg.csv	1	1	1	matschigen	0.0220248
eiene	eine	06-417-3-IV-Weg.csv	1	9	1	eine	1
Anruft	Anruf	06-422-3-IV-Weg.csv	1	12	1	anruft	0.643175
rs	es	06-423-3-IV-Weg.csv	1	14	1	her	0.0624018
anruhf	Anruf	06-423-3-IV-Weg.csv	2	12	2	Anruf	0.401459
aperad	Apparat	06-423-3-IV-Weg.csv	1	2	1	aberrant	0.0877172
erwichen	erwischen	06-423-3-IV-Weg.csv	1	1	1	erwischen	0.552487
dihr	dir	06-423-3-IV-Weg.csv	2	24	2	ihr	0.201582
wahrtete	wartete	06-423-3-IV-Weg.csv	1	19	1	wartete	0.504963
schälte	schellte	06-423-3-IV-Weg.csv	2	5	2	schälte	0.362296
zuhr	zur	06-423-3-IV-Weg.csv	2	6	2	zur	0.346706
verstekte	versteckte	06-423-3-IV-Weg.csv	3	7	3	versteckte	0.449694
Kuhm	kaum	06-423-3-IV-Weg.csv	1	1	1	Kuhn	0.61761
darfür	dafür	06-423-3-IV-Weg.csv	2	2	2	hierfür	0.110226
neteste	Netteste	06-423-3-IV-Weg.csv	2	1	1	netteste	0.645127
Hir	hier	06-425-3-IV-Weg.csv	4	55	1	Hier	1
Kome	komme	06-425-3-IV-Weg.csv	1	7	1	komme	0.694482
ißst	isst	06-425-3-IV-Weg.csv	1	57	1	ißt	0.666487
Trauich	traurig	06-427-3-IV-Weg.csv	1	119	1	Trauer	0.338276
Glüklisch	glücklich	06-427-3-IV-Weg.csv	1	163	1	glücklich	0.324514
fubei	vorbei	06-427-3-IV-Weg.csv	1	20	1	bei	0.324099
Hundevutech	Hundefutter	06-427-3-IV-Weg.csv	1	23	1	Hundehüte	0.15542
Plagte	Plakate	06-434-3-IV-Weg.csv	1	88	1	plagte	0.622371
frate	fragte	06-434-3-IV-Weg.csv	1	11	1	traten	0.134934
as	aus	06-434-3-IV-Weg.csv	3	15	1	aus	0.5
überral	überall	06-435-3-IV-Weg.csv	1	35	1	überall	0.329587
gekloppft	geklopft	06-435-3-IV-Weg.csv	1	4	1	gekloppt	0.582686
schuhn	schon	06-436-3-IV-Weg.csv	2	20	2	Schute	0.1359
aufgehhengt	aufgehängt	06-436-3-IV-Weg.csv	1	15	1	aufgehängt	0.418587
anruhft	anruft	06-436-3-IV-Weg.csv	1	9	1	anruft	0.731247
ruhft	ruft	06-436-3-IV-Weg.csv	1	15	1	ruft	0.731247
ruhm	rum	06-436-3-IV-Weg.csv	1	1	1	rum	0.731247
gehult	geholt	06-436-3-IV-Weg.csv	1	4	1	geheult	0.523662
kanst	Kannst	06-436-3-IV-Weg.csv	14	6	1	kannst	1
fur	vor	06-436-3-IV-Weg.csv	9	66	1	führ	0.28297
kumm	Komm	06-436-3-IV-Weg.csv	1	5	1	komm	0.514317
lotzen	lutschen	06-436-3-IV-Weg.csv	1	1	1	löten	0.15591
rahr	sah	06-442-3-IV-Weg.csv	1	46	1	rar	0.295728
Hundefütter	Hundefutter	06-442-3-IV-Weg.csv	2	23	2	Hundehütte	0.288118
Wartt	wartet	06-442-3-IV-Weg.csv	1	67	1	Watt	0.499867
ragte	sagte	06-442-3-IV-Weg.csv	2	39	2	ragte	0.83198
deinr	deiner	06-442-3-IV-Weg.csv	1	1	1	deiner	0.117139
ausgbrochen	ausgebrochen	06-443-3-IV-Weg.csv	1	1	1	ausgebrochen	0.597357
nachste	nächste	06-443-3-IV-Weg.csv	1	6	1	machte	0.280154
leüfst	läufst	06-443-3-IV-Weg.csv	1	2	1	leuft	0.383975
stürtst	stürzt	06-443-3-IV-Weg.csv	1	14	1	stürmst	0.367879
mözHunger	Mordshunger	06-443-3-IV-Weg.csv	1	1	1	Hunger	0.137695
schlimeß	Schlimmes	06-445-3-IV-Weg.csv	1	3	1	schlimmes	0.431793
konhte	konnte	06-445-3-IV-Weg.csv	1	31	1	kannte	0.18997
etwos	etwas	06-445-3-IV-Weg.csv	1	5	1	etwas	0.547663
grusiliges	Gruseliges	06-445-3-IV-Weg.csv	1	2	1	gruseliges	0.609914
niehmant	niemand	06-445-3-IV-Weg.csv	1	18	1	niemand	0.382041
zewecklos	zwecklos	06-445-3-IV-Weg.csv	1	1	1	zwecklos	0.623863
liebling'sfutter	Lieblingsfutter	06-445-3-IV-Weg.csv	1	1	1	liebling'sfutter	0
nätürlich	natürlich	06-445-3-IV-Weg.csv	2	19	2	natürlich	0.483853
traurieg	traurig	06-445-3-IV-Weg.csv	4	119	4	traurig	0.366914
frohlich	fröhlich	06-445-3-IV-Weg.csv	5	92	5	fröhlich	0.600052
sgter	sagte	06-447-3-IV-Weg.csv	1	39	1	scher	0.350255
frolig	fröhlich	06-447-3-IV-Weg.csv	1	92	1	fröhlich	0.297188
Siht	sieht	06-447-3-IV-Weg.csv	1	159	1	sieht	0.40357
vemist	vermisst	06-450-3-IV-Weg.csv	1	78	1	wimmer	0.028547
nehmmen	nehmen	06-450-3-IV-Weg.csv	1	11	1	nehmen	0.22825
gahb	gab	06-450-3-IV-Weg.csv	3	10	3	gab	0.731247
alen	allen	06-458-3-IV-Weg.csv	1	1	1	Allen	0.5
Stechbriefe	Steckbriefe	06-458-3-IV-Weg.csv	1	23	1	Serife	0.19687
fenste	Fenster	06-458-3-IV-Weg.csv	2	80	2	Feste	0.238828
fermisterannzeigen	Vermisstenanzeigen	06-463-3-IV-Weg.csv	1	3	1	Vermisstenanzeigen	0.116697
auftn	auf	06-463-3-IV-Weg.csv	1	17	1	auftun	0.416692
houswenden	Hauswänden	06-463-3-IV-Weg.csv	1	1	1	hausenden	0.2851
vileicht	vielleicht	06-463-3-IV-Weg.csv	4	27	3	vielleicht	0.189629
überfahn	überfahren	06-463-3-IV-Weg.csv	1	1	1	überfahre	0.113033
hibt	hebt	06-463-3-IV-Weg.csv	1	2	1	hiebt	0.713013
glüklicher	glücklicher	06-463-3-IV-Weg.csv	1	2	1	glücklicher	0.715914
stich	Stift	06-463-3-IV-Weg.csv	1	24	1	stich	0.495869
Iir	Ihr	06-463-3-IV-Weg.csv	1	1	1	Ihr	0.463632
schert	schellt	06-463-3-IV-Weg.csv	1	9	1	schert	0.930028
stralent	strahlend	06-463-3-IV-Weg.csv	1	1	1	stellend	0.218115
unarnt	umarmt	06-463-3-IV-Weg.csv	1	40	1	Unernst	0.0386701
diee	die	06-464-3-IV-Weg.csv	1	14	1	sehe	0.0531667
freute-	freute	06-464-3-IV-Weg.csv	1	5	1	freute	0.53265
wörd	wird	06-466-3-IV-Weg.csv	1	27	1	wird	0.157267
genk	ging	06-466-3-IV-Weg.csv	1	19	1	gen	0.29507
kürz	kurz	06-466-3-IV-Weg.csv	1	5	1	kürt	0.587889
gescheft	Geschäft	06-466-3-IV-Weg.csv	2	2	2	Geschäft	0.381838
fargas	vergaß	06-466-3-IV-Weg.csv	1	27	1	Farges	0.473179
fahr	war	06-466-3-IV-Weg.csv	2	109	2	wahr	0.309222
gam	kam	06-466-3-IV-Weg.csv	4	129	4	kam	1
beel	bell	06-466-3-IV-Weg.csv	1	2	1	belle	0.113651
Horst	hörst	06-466-3-IV-Weg.csv	1	1	1	hörst	0.296142
äge	Ecke	06-466-3-IV-Weg.csv	1	5	1	äuge	0.449801
Beld	Bild	06-466-3-IV-Weg.csv	4	5	1	bellt	1
Telofonnume	Telefonnummer	06-466-3-IV-Weg.csv	1	33	1	Telefonen	0.180052
genke	ging	06-466-3-IV-Weg.csv	1	19	1	Geschenke	1
fartete	wartete	06-466-3-IV-Weg.csv	3	19	3	wartete	0.588958
Tatzsechlich	tatsächlich	06-466-3-IV-Weg.csv	1	7	1	tatsächlich	0.180624
ferchwunden	verschwunden	06-468-3-IV-Weg.csv	1	41	1	verschwunden	0.365829
wachtete	wartete	06-468-3-IV-Weg.csv	1	19	1	wuchtete	0.429278
gehtarn	getan	06-468-3-IV-Weg.csv	1	11	1	beehrter	0.0253097
ankst	Angst	06-468-3-IV-Weg.csv	1	12	1	Angst	1
danse	ganze	06-468-3-IV-Weg.csv	1	20	1	dannen	0.206944
nnurmal	nunmal	06-468-3-IV-Weg.csv	1	1	1	normal	0.366793
sopp	Stopp	06-468-3-IV-Weg.csv	1	1	1	topp	0.498348
vermmist	vermisst	06-471-3-IV-Weg.csv	1	78	1	warmer	0.0391008
verschwuden	verschwunden	06-471-3-IV-Weg.csv	1	41	1	verschwunden	1
Plakartte	Plakate	06-471-3-IV-Weg.csv	1	88	1	Plakate	0.303418
wardt	wartet	06-471-3-IV-Weg.csv	1	67	1	wart	0.659103
ver-	wer	06-471-3-IV-Weg.csv	1	5	1	wer	0.29118
Happ	Happy	06-471-3-IV-Weg.csv	2	3	2	hab	0.218503
WerLibd	Verliebt	06-472-3-IV-Weg.csv	1	1	1	Werl	0.15621
gegane	gegangen	06-472-3-IV-Weg.csv	1	57	1	gegangen	0.214451
dawohon	davon	06-472-3-IV-Weg.csv	1	12	1	davon	0.228236
telerenit	telefoniert	06-472-3-IV-Weg.csv	1	13	1	Teilerinnen	0.0528801
Were	Wer	06-472-3-IV-Weg.csv	1	1	1	wäre	0.382162
Jemahd	Jemand	06-472-3-IV-Weg.csv	1	3	1	Jena	0.347742
Horben	Haben	06-472-3-IV-Weg.csv	1	1	1	hieben	0.272457
JppJ	Jippie	06-472-3-IV-Weg.csv	2	3	2	Job	0.157463
Has	hast	06-472-3-IV-Weg.csv	1	10	1	Hasen	1
ko	kuck	06-472-3-IV-Weg.csv	1	9	1	ko	0.929773
ma	mal	06-472-3-IV-Weg.csv	4	19	2	na	0.134324
fals	Falls	06-473-3-IV-Weg.csv	10	2	1	falls	0.405896
grosen	großen	06-473-3-IV-Weg.csv	1	2	1	grosses	0.5
auffrist	auffrisst	06-473-3-IV-Weg.csv	1	1	1	aufrisst	0.305927
Staadt	Stadt	06-474-3-IV-Weg.csv	1	27	1	Staat	0.659103
rif	rief	06-474-3-IV-Weg.csv	8	11	8	eifer	0.0339968
Hohrer	Hörer	06-474-3-IV-Weg.csv	1	5	1	Tore	0.130863
siee	sie	06-474-3-IV-Weg.csv	1	86	1	sehe	0.131156
1234schulle	1234-Schule	06-477-3-IV-Weg.csv	1	1	1	1234schulle	0
Sontagmorgen	Sonntagmorgen	06-477-3-IV-Weg.csv	2	2	2	Sonntagmorgen	0.6511
Fon	von	06-477-3-IV-Weg.csv	2	76	2	von	1
Jiemand	jemand	06-477-3-IV-Weg.csv	1	46	1	niemand	0.367879
nechsten	nächsten	06-477-3-IV-Weg.csv	3	34	3	nächsten	1
geburstag	Geburtstag	06-477-3-IV-Weg.csv	2	3	2	Geburtstag	1
entteuscht	enttäuscht	06-478-3-IV-Weg.csv	1	8	1	enttäuscht	0.111481
häpt	hebt	06-478-3-IV-Weg.csv	1	2	1	hält	0.580059
gugkt	guckt	06-478-3-IV-Weg.csv	2	49	2	guckt	0.622871
zurükgebracht	zurückgebracht	06-478-3-IV-Weg.csv	1	1	1	zurückgebracht	0.715914
soltest	solltest	06-478-3-IV-Weg.csv	1	1	1	solltest	0.542525
schütellt	schüttelt	06-478-3-IV-Weg.csv	1	2	1	schüttelt	0.587711
dole	doll	06-478-3-IV-Weg.csv	3	16	2	dolle	1
denn	dann	06-486-3-IV-Weg.csv	88	651	1	dem	0.5
angehägen	angehängt	06-486-3-IV-Weg.csv	1	1	1	angehen	0.29896
anns	ans	06-486-3-IV-Weg.csv	2	6	2	ans	0.709866
gehocht	gehockt	06-486-3-IV-Weg.csv	1	1	1	gehockt	0.148843
bist	bis	06-486-3-IV-Weg.csv	2	21	2	bist	0.418727
mit	mir	06-486-3-IV-Weg.csv	1	9	1	Mit	1
trensch	Tränen	06-486-3-IV-Weg.csv	1	15	1	drescht	0.220583
geschitscht	Geschichte	06-486-3-IV-Weg.csv	1	14	1	geschieht	0.0844424
horer	Hörer	06-491-3-IV-Weg.csv	1	5	1	hoch	0.0991556
Dann-	Dann	06-492-3-IV-Weg.csv	1	197	1	Dann	0.53265
rei	rein	06-492-3-IV-Weg.csv	1	8	1	rein	0.442366
Jetzt-	Jetzt	06-492-3-IV-Weg.csv	1	27	1	Jetzt	0.53265
pasierte	passierte	06-493-3-IV-Weg.csv	2	18	2	passierte	0.604026
Schuhkwende	Schulwände	06-497-3-IV-Weg.csv	1	1	1	spukende	0.225299
Telefohn	Telefon	06-497-3-IV-Weg.csv	4	39	4	Telefon	0.268813
