original|corrected|filename
sieine|seine|05-382-3-III-Staubsauger.csv
puzen|putzen|05-382-3-III-Staubsauger.csv
reumen|räumen|05-383-3-III-Staubsauger.csv
sauagt|saugt|05-383-3-III-Staubsauger.csv
zupt|zupft|05-383-3-III-Staubsauger.csv
wech_schmeisen|wegschmeißen|05-383-3-III-Staubsauger.csv
Beurtel|Beutel|05-383-3-III-Staubsauger.csv
Schrek|Schreck|05-383-3-III-Staubsauger.csv
rünter|runter|05-385-3-III-Staubsauger.csv
krazt|kratzt|05-385-3-III-Staubsauger.csv
Samelt|sammelt|05-385-3-III-Staubsauger.csv
knochn|Knochen|05-385-3-III-Staubsauger.csv
aufreumte|aufräumte|05-387-3-III-Staubsauger.csv
Inochen|Knochen|05-387-3-III-Staubsauger.csv
gewinte|~gewinnte|05-387-3-III-Staubsauger.csv
Explodieren|explodieren|05-387-3-III-Staubsauger.csv
findete|~findete|05-387-3-III-Staubsauger.csv
garade|gerade|05-390-3-III-Staubsauger.csv
leert|leert|05-390-3-III-Staubsauger.csv
wegsuschmei-^ßen|wegzuschmeißen|05-390-3-III-Staubsauger.csv
erschrickt|erschrickt|05-390-3-III-Staubsauger.csv
Jeztt|Jetzt|05-390-3-III-Staubsauger.csv
Vorderpfoten|Vorderpfoten|05-390-3-III-Staubsauger.csv
sieht|zieht|05-390-3-III-Staubsauger.csv
dreht|dreht|05-396-3-III-Staubsauger.csv
sollt|sollt|05-396-3-III-Staubsauger.csv
durchs|durchs|05-396-3-III-Staubsauger.csv
schaffe|schaffe|05-396-3-III-Staubsauger.csv
loker|locker|05-396-3-III-Staubsauger.csv
Hinten|Hinten|05-396-3-III-Staubsauger.csv
fährt|fährt|05-396-3-III-Staubsauger.csv
vor_bei|vorbei|05-396-3-III-Staubsauger.csv
blinzelt|blinzelt|05-396-3-III-Staubsauger.csv
merkwürdig|merkwürdig|05-396-3-III-Staubsauger.csv
do|da|05-396-3-III-Staubsauger.csv
aum|um|05-396-3-III-Staubsauger.csv
schreg|Schreck|05-396-3-III-Staubsauger.csv
bäutel|Beutel|05-396-3-III-Staubsauger.csv
bumm|bumm|05-396-3-III-Staubsauger.csv
strünz|stürz|05-396-3-III-Staubsauger.csv
felgt|fegt|05-396-3-III-Staubsauger.csv
gebutz|geputzt|05-396-3-III-Staubsauger.csv
Reumt|räumt|05-397-3-III-Staubsauger.csv
örgendwoanders|irgendwoanders|05-397-3-III-Staubsauger.csv
über-^acht|überrascht|05-397-3-III-Staubsauger.csv
niemt|nimmt|05-397-3-III-Staubsauger.csv
Miemt|nimmt|05-397-3-III-Staubsauger.csv
Machst|machst|05-397-3-III-Staubsauger.csv
Sonst|sonst|05-397-3-III-Staubsauger.csv
niks|nix|05-397-3-III-Staubsauger.csv
"reist|"|reißt|05-397-3-III-Staubsauger.csv
won|wo|05-398-3-III-Staubsauger.csv
Hunde_Kese|Hundekekse|05-398-3-III-Staubsauger.csv
schmeist|schmeißt|05-398-3-III-Staubsauger.csv
ries|Riss|05-398-3-III-Staubsauger.csv
möchete|möchte|05-399-3-III-Staubsauger.csv
berhalten|behalten|05-399-3-III-Staubsauger.csv
Mißchon|Mission|05-412-3-III-Staubsauger.csv
"ganzen|"|ganzen|05-412-3-III-Staubsauger.csv
dreg|Dreck|05-412-3-III-Staubsauger.csv
Früstug|Frühstück|05-412-3-III-Staubsauger.csv
"er_schrag|"|erschrak|05-412-3-III-Staubsauger.csv
Bu|Buh|05-412-3-III-Staubsauger.csv
erschrag|erschrak|05-412-3-III-Staubsauger.csv
ar|Ah|05-412-3-III-Staubsauger.csv
Rus|raus|05-412-3-III-Staubsauger.csv
schri|schrie|05-412-3-III-Staubsauger.csv
spiß|Spieß|05-412-3-III-Staubsauger.csv
schnapt_^e|schnappte|05-412-3-III-Staubsauger.csv
riß|riss|05-412-3-III-Staubsauger.csv
"zer_kratzte|"|zerkratzte|05-412-3-III-Staubsauger.csv
Frrüstug|Frühstück|05-412-3-III-Staubsauger.csv
geretet|gerettet|05-412-3-III-Staubsauger.csv
dreckige|dreckige|05-413-3-III-Staubsauger.csv
Staubsager|Staubsauger|05-413-3-III-Staubsauger.csv
Stabsauger|Staubsauger|05-413-3-III-Staubsauger.csv
Stau-^bsauger|Staubsauger|05-416-3-III-Staubsauger.csv
dachin|dahin|05-416-3-III-Staubsauger.csv
schnapen|schnappen|05-416-3-III-Staubsauger.csv
gekwicht|gequietscht|05-416-3-III-Staubsauger.csv
nachber|Nachbar|05-416-3-III-Staubsauger.csv
Schneider|Schneider|05-416-3-III-Staubsauger.csv
nach_beer|Nachbar|05-416-3-III-Staubsauger.csv
Pazarlik|Pazarlik|05-416-3-III-Staubsauger.csv
Staubsauger_beutel|Staubsaugerbeutel|05-416-3-III-Staubsauger.csv
Fr.|Fr.|05-416-3-III-Staubsauger.csv
bissen|bisschen|05-416-3-III-Staubsauger.csv
Beelt|bellt|05-416-3-III-Staubsauger.csv
meint|meint|05-416-3-III-Staubsauger.csv
stirnband|Stirnband|05-416-3-III-Staubsauger.csv
machts|machst|05-416-3-III-Staubsauger.csv
schik|schick|05-416-3-III-Staubsauger.csv
schnabst|schnappst|05-416-3-III-Staubsauger.csv
Morgens|morgens|05-417-3-III-Staubsauger.csv
flogen|flogen|05-417-3-III-Staubsauger.csv
Schüssel|Schüssel|05-417-3-III-Staubsauger.csv
"saugte|"|saugte|05-417-3-III-Staubsauger.csv
übera-^scht|überrascht|05-417-3-III-Staubsauger.csv
merkte|merkte|05-417-3-III-Staubsauger.csv
überascht|überrascht|05-417-3-III-Staubsauger.csv
zeris|zerriss|05-417-3-III-Staubsauger.csv
hundekese|Hundekekse|05-417-3-III-Staubsauger.csv
plöchlich|plötzlich|05-422-3-III-Staubsauger.csv
gegang|gegangen|05-422-3-III-Staubsauger.csv
weg_zu_werfen|wegzuwerfen|05-422-3-III-Staubsauger.csv
weg_werfen|wegwerfen|05-422-3-III-Staubsauger.csv
un_sonst|umsonst|05-422-3-III-Staubsauger.csv
wieeder|wieder|05-422-3-III-Staubsauger.csv
mäht|mäht|05-425-3-III-Staubsauger.csv
schtausaugt|staubsaugt|05-425-3-III-Staubsauger.csv
"Freut|"|freut|05-425-3-III-Staubsauger.csv
Hundefutt_^er|Hundefutter|05-425-3-III-Staubsauger.csv
sakel|Sack|05-425-3-III-Staubsauger.csv
Hunger|Hunger|05-425-3-III-Staubsauger.csv
siht|zieht|05-425-3-III-Staubsauger.csv
gplotz|geplatzt|05-425-3-III-Staubsauger.csv
erger_machende|ärgermachende|05-434-3-III-Staubsauger.csv
heißte|~heißte|05-434-3-III-Staubsauger.csv
gekrümelt|gekrümelt|05-434-3-III-Staubsauger.csv
Hundeknoche_^n|Hundeknochen|05-434-3-III-Staubsauger.csv
erschreckte|erschreckte|05-434-3-III-Staubsauger.csv
Hunde_^knochen|Hundeknochen|05-434-3-III-Staubsauger.csv
beltte|bellte|05-434-3-III-Staubsauger.csv
Hunde_knochen|Hundeknochen|05-434-3-III-Staubsauger.csv
herbeigeflogen|herbeigeflogen|05-434-3-III-Staubsauger.csv
erschrekte|erschreckte|05-435-3-III-Staubsauger.csv
Staupkessel|Staubkessel|05-435-3-III-Staubsauger.csv
Muter|Mutter|05-436-3-III-Staubsauger.csv
ferspochen|versprochen|05-436-3-III-Staubsauger.csv
lerm|Lärm|05-436-3-III-Staubsauger.csv
wig|weg|05-436-3-III-Staubsauger.csv
zuröck|zurück|05-436-3-III-Staubsauger.csv
Töte|Tüte|05-436-3-III-Staubsauger.csv
reis|raus|05-436-3-III-Staubsauger.csv
Bomm|?Bomm|05-442-3-III-Staubsauger.csv
His|hieß|05-442-3-III-Staubsauger.csv
Räum|Räum|05-442-3-III-Staubsauger.csv
Hollt|holt|05-442-3-III-Staubsauger.csv
Staubsaugen|Staubsauger|05-442-3-III-Staubsauger.csv
"inn|"|in|05-442-3-III-Staubsauger.csv
Staubbox|Staubbox|05-442-3-III-Staubsauger.csv
raus_Holt|rausholt|05-442-3-III-Staubsauger.csv
möhte|möchte|05-442-3-III-Staubsauger.csv
Box|Box|05-442-3-III-Staubsauger.csv
Kratzt|kratzt|05-442-3-III-Staubsauger.csv
Abend|Abend|05-443-3-III-Staubsauger.csv
Stabsaugte|staubsaugte|05-443-3-III-Staubsauger.csv
Flur|Flur|05-443-3-III-Staubsauger.csv
Flures|Flures|05-443-3-III-Staubsauger.csv
ein_zu_Schlafe|einzuschlafen|05-443-3-III-Staubsauger.csv
laud|laut|05-443-3-III-Staubsauger.csv
bemekte|bemerkte|05-443-3-III-Staubsauger.csv
start|starrt|05-443-3-III-Staubsauger.csv
folen|vollen|05-443-3-III-Staubsauger.csv
jault|jault|05-443-3-III-Staubsauger.csv
Ggnse|ganze|05-443-3-III-Staubsauger.csv
fiel|will|05-443-3-III-Staubsauger.csv
kletet|klettert|05-443-3-III-Staubsauger.csv
expodrte|explodierte|05-443-3-III-Staubsauger.csv
aschrekt|erschreckt|05-443-3-III-Staubsauger.csv
Knoche|Knochen|05-443-3-III-Staubsauger.csv
ergtet|ergattert|05-443-3-III-Staubsauger.csv
freche|freche|05-445-3-III-Staubsauger.csv
Ers|Er|05-445-3-III-Staubsauger.csv
Kochen_Kekse|Knochenkekse|05-445-3-III-Staubsauger.csv
Staub-^saugte|staubsaugte|05-445-3-III-Staubsauger.csv
Prefeckte|perfekte|05-445-3-III-Staubsauger.csv
idee|Idee|05-445-3-III-Staubsauger.csv
Staugsau-^ger|Staubsauger|05-445-3-III-Staubsauger.csv
zogte|~zogte|05-445-3-III-Staubsauger.csv
Halskette|Halskette|05-445-3-III-Staubsauger.csv
Ooooohhh|Ooooohhh|05-445-3-III-Staubsauger.csv
deb|den|05-445-3-III-Staubsauger.csv
fan|fangt|05-445-3-III-Staubsauger.csv
leget|legt|05-447-3-III-Staubsauger.csv
staubsaukte|staubsaugte|05-447-3-III-Staubsauger.csv
arschroken|erschrocken|05-447-3-III-Staubsauger.csv
staubsaugeboltel|Staubsaugerbeutel|05-447-3-III-Staubsauger.csv
hengte|hängte|05-447-3-III-Staubsauger.csv
zwichen|zwischen|05-447-3-III-Staubsauger.csv
wollt|wollt|05-447-3-III-Staubsauger.csv
reinkucken|reinkucken|05-447-3-III-Staubsauger.csv
wein|rein|05-447-3-III-Staubsauger.csv
Plötzlisch|Plötzlich|05-447-3-III-Staubsauger.csv
saukte|saugte|05-450-3-III-Staubsauger.csv
entfernte|entfernte|05-450-3-III-Staubsauger.csv
ob_woll|obwohl|05-450-3-III-Staubsauger.csv
Mülltonne|Mülltonne|05-450-3-III-Staubsauger.csv
rischtung|Richtung|05-450-3-III-Staubsauger.csv
hillt|hielt|05-450-3-III-Staubsauger.csv
fesst|fest|05-450-3-III-Staubsauger.csv
Pam|Bam|05-450-3-III-Staubsauger.csv
Merkte|merkte|05-458-3-III-Staubsauger.csv
einsaugte|einsaugte|05-458-3-III-Staubsauger.csv
vest_gehalten|festgehalten|05-458-3-III-Staubsauger.csv
geriesen|gerissen|05-458-3-III-Staubsauger.csv
geduld|Geduld|05-458-3-III-Staubsauger.csv
hungrieg|hungrig|05-458-3-III-Staubsauger.csv
ungeduldig|ungeduldig|05-458-3-III-Staubsauger.csv
un_^vorsigtig|unvorsichtig|05-458-3-III-Staubsauger.csv
Sag|Sack|05-458-3-III-Staubsauger.csv
Explodierte|explodierte|05-458-3-III-Staubsauger.csv
Llas|Lars|05-459-3-III-Staubsauger.csv
staudsaugt|staubsaugt|05-459-3-III-Staubsauger.csv
lekelis|Leckerlis|05-459-3-III-Staubsauger.csv
wek_saugt|wegsaugt|05-459-3-III-Staubsauger.csv
zid|zieht|05-459-3-III-Staubsauger.csv
explodirt|explodiert|05-459-3-III-Staubsauger.csv
Drek|Dreck|05-459-3-III-Staubsauger.csv
fliggt|fliegt|05-459-3-III-Staubsauger.csv
lekerlis|Leckerlis|05-459-3-III-Staubsauger.csv
Expliosion|Explosion|05-463-3-III-Staubsauger.csv
kalten|kalten|05-463-3-III-Staubsauger.csv
Kerpst|Herbst|05-463-3-III-Staubsauger.csv
reumpte|räumte|05-463-3-III-Staubsauger.csv
drite|dritte|05-463-3-III-Staubsauger.csv
Ecken|Ecken|05-463-3-III-Staubsauger.csv
Mitte|Mitte|05-463-3-III-Staubsauger.csv
fress_Napf|Fressnapf|05-463-3-III-Staubsauger.csv
erwachte|erwachte|05-463-3-III-Staubsauger.csv
Mitargs_Schlarf|Mittagsschlaf|05-463-3-III-Staubsauger.csv
kleterte|kletterte|05-463-3-III-Staubsauger.csv
zererte|zerrte|05-463-3-III-Staubsauger.csv
fleicht|vielleicht|05-464-3-III-Staubsauger.csv
Leckachen|Leckerchen|05-464-3-III-Staubsauger.csv
obt|ob|05-464-3-III-Staubsauger.csv
opt|ob|05-464-3-III-Staubsauger.csv
Haltsband|Halsband|05-464-3-III-Staubsauger.csv
musst|muss|05-464-3-III-Staubsauger.csv
lern|Lärm|05-466-3-III-Staubsauger.csv
vegt|weckt|05-466-3-III-Staubsauger.csv
vach|wach|05-466-3-III-Staubsauger.csv
gieng|ging|05-466-3-III-Staubsauger.csv
fröde|Freude|05-466-3-III-Staubsauger.csv
wobei|vorbei|05-466-3-III-Staubsauger.csv
möchde|möchte|05-466-3-III-Staubsauger.csv
weg_^schmeisen|wegschmeißen|05-466-3-III-Staubsauger.csv
wang|fang|05-466-3-III-Staubsauger.csv
belen|bellen|05-466-3-III-Staubsauger.csv
grabt|grabt|05-466-3-III-Staubsauger.csv
Ganze|Ganze|05-468-3-III-Staubsauger.csv
ausgeh_rut|ausgeruht|05-468-3-III-Staubsauger.csv
gehhört|gehört|05-468-3-III-Staubsauger.csv
auf_geh_standen|aufgestanden|05-468-3-III-Staubsauger.csv
Hunde_Kegse|Hundekekse|05-468-3-III-Staubsauger.csv
auf_geh_gehsaugt|aufgesaugt|05-468-3-III-Staubsauger.csv
staupsaupsaugehr_boytel|Staubsaugerbeutel|05-468-3-III-Staubsauger.csv
gehgangehn|gegangen|05-468-3-III-Staubsauger.csv
gehgehn|gegen|05-468-3-III-Staubsauger.csv
gehbliben|geblieben|05-468-3-III-Staubsauger.csv
geh_^Beld|gebellt|05-468-3-III-Staubsauger.csv
wider_haben|wiederhaben|05-468-3-III-Staubsauger.csv
darun|daran|05-468-3-III-Staubsauger.csv
geh_zogehn|gezogen|05-468-3-III-Staubsauger.csv
Bekam|bekam|05-468-3-III-Staubsauger.csv
staubsauckt|staubsaugt|05-471-3-III-Staubsauger.csv
einfahch|einfach|05-471-3-III-Staubsauger.csv
kratz|kratz|05-471-3-III-Staubsauger.csv
duich|durch|05-471-3-III-Staubsauger.csv
TEH|THE|05-471-3-III-Staubsauger.csv
Rumt|räumt|05-472-3-III-Staubsauger.csv
mher|mehr|05-472-3-III-Staubsauger.csv
bobo|Dodo|05-472-3-III-Staubsauger.csv
Eäschrocken|erschrocken|05-472-3-III-Staubsauger.csv
sgte|sagte|05-472-3-III-Staubsauger.csv
Warte|warte|05-472-3-III-Staubsauger.csv
bars|Lars|05-472-3-III-Staubsauger.csv
niX|nix|05-472-3-III-Staubsauger.csv
vestdehden|verstanden|05-472-3-III-Staubsauger.csv
frgt|fragt|05-472-3-III-Staubsauger.csv
Dass|das|05-472-3-III-Staubsauger.csv
Erns|Ernst|05-472-3-III-Staubsauger.csv
mah|mach|05-472-3-III-Staubsauger.csv
hehe|hehe|05-472-3-III-Staubsauger.csv
kan_st|kannst|05-472-3-III-Staubsauger.csv
reden|reden|05-472-3-III-Staubsauger.csv
nalütlich|natürlich|05-472-3-III-Staubsauger.csv
Plölich|plötzlich|05-472-3-III-Staubsauger.csv
nür|nur|05-472-3-III-Staubsauger.csv
ümüklich|unmöglich|05-472-3-III-Staubsauger.csv
"weit|"|weiß|05-472-3-III-Staubsauger.csv
sa_gt|sagt|05-472-3-III-Staubsauger.csv
gim|gib|05-472-3-III-Staubsauger.csv
keksse|Kekse|05-472-3-III-Staubsauger.csv
dem|denn|05-472-3-III-Staubsauger.csv
kleiner|Kleiner|05-472-3-III-Staubsauger.csv
**nen|?**nen|05-472-3-III-Staubsauger.csv
Waden|?Waden|05-472-3-III-Staubsauger.csv
plölich|plötzlich|05-472-3-III-Staubsauger.csv
sak|Sack|05-472-3-III-Staubsauger.csv
kabon|?kabon|05-472-3-III-Staubsauger.csv
bust|putzt|05-476-3-III-Staubsauger.csv
gase|ganze|05-476-3-III-Staubsauger.csv
kuk|kuck|05-476-3-III-Staubsauger.csv
schdapsauger|Staubsauger|05-476-3-III-Staubsauger.csv
auf_gesauk|aufgesaugt|05-476-3-III-Staubsauger.csv
bochtel|Beutel|05-476-3-III-Staubsauger.csv
gigte|~gingte|05-476-3-III-Staubsauger.csv
umbdikt|unbedingt|05-476-3-III-Staubsauger.csv
bchtel|Beutel|05-476-3-III-Staubsauger.csv
hltete|~haltete|05-476-3-III-Staubsauger.csv
fer-^kste|verkratzte|05-476-3-III-Staubsauger.csv
fer_ksde|verkratzte|05-476-3-III-Staubsauger.csv
kse|ganze|05-476-3-III-Staubsauger.csv
ichn|hin|05-476-3-III-Staubsauger.csv
fakte|~fangte|05-476-3-III-Staubsauger.csv
gasen|ganzen|05-476-3-III-Staubsauger.csv
fike|fliege|05-476-3-III-Staubsauger.csv
über_^al|überall|05-476-3-III-Staubsauger.csv
gse|ganze|05-476-3-III-Staubsauger.csv
drek_haufen|Dreckhaufen|05-476-3-III-Staubsauger.csv
schikle|~stinkte|05-476-3-III-Staubsauger.csv
Larss|Lars|05-477-3-III-Staubsauger.csv
umglükstag|Unglückstag|05-477-3-III-Staubsauger.csv
huld|holt|05-477-3-III-Staubsauger.csv
gugckt|guckt|05-478-3-III-Staubsauger.csv
-auf-^gestanden|aufgestanden|05-478-3-III-Staubsauger.csv
Staubsauger_^Bäutel|Staubsaugerbeutel|05-478-3-III-Staubsauger.csv
weg_nehmen|wegnehmen|05-478-3-III-Staubsauger.csv
drauf_gekletert|draufgeklettert|05-478-3-III-Staubsauger.csv
rauß_nehmen|rausnehmen|05-478-3-III-Staubsauger.csv
genärft|genervt|05-478-3-III-Staubsauger.csv
los_lassen|loslassen|05-478-3-III-Staubsauger.csv
locker|locker|05-478-3-III-Staubsauger.csv
stärker|stärker|05-478-3-III-Staubsauger.csv
passierte|passierte|05-478-3-III-Staubsauger.csv
aufgerisen|aufgerissen|05-478-3-III-Staubsauger.csv
komomt|kommt|05-478-3-III-Staubsauger.csv
vielen|vielen|05-478-3-III-Staubsauger.csv
O_ye|Oje|05-478-3-III-Staubsauger.csv
Oye|oje|05-478-3-III-Staubsauger.csv
Wohnog|Wohnung|05-486-3-III-Staubsauger.csv
sauber_machen|saubermachen|05-486-3-III-Staubsauger.csv
eingesaubt|eingesaugt|05-486-3-III-Staubsauger.csv
umveck-^zeln|umwechseln|05-486-3-III-Staubsauger.csv
verstete|~verstehte|05-486-3-III-Staubsauger.csv
schmuzig|schmutzig|05-486-3-III-Staubsauger.csv
Kekze|Kekse|05-486-3-III-Staubsauger.csv
köntest|könntest|05-489-3-III-Staubsauger.csv
liet|Lied|05-489-3-III-Staubsauger.csv
gepfifen|gepfiffen|05-489-3-III-Staubsauger.csv
Dodas|Dodos|05-489-3-III-Staubsauger.csv
hunde-^keckse|Hundekekse|05-489-3-III-Staubsauger.csv
ien_gesaukt|eingesaugt|05-489-3-III-Staubsauger.csv
ofnete|~offnete|05-489-3-III-Staubsauger.csv
Staubsauger-|Staubsauger|05-489-3-III-Staubsauger.csv
nachm|nahm|05-489-3-III-Staubsauger.csv
betelte|bettelte|05-489-3-III-Staubsauger.csv
leben|Leben|05-489-3-III-Staubsauger.csv
rausholte|rausholte|05-489-3-III-Staubsauger.csv
werstehte|~verstehte|05-489-3-III-Staubsauger.csv
kecken|Kekse|05-489-3-III-Staubsauger.csv
kaputte|kaputte|05-491-3-III-Staubsauger.csv
schonen|schönen|05-491-3-III-Staubsauger.csv
Knochen-^leckerlis|Knochenleckerlis|05-491-3-III-Staubsauger.csv
wegsaugte|wegsaugte|05-491-3-III-Staubsauger.csv
Fressen|Fressen|05-491-3-III-Staubsauger.csv
verstand|verstand|05-491-3-III-Staubsauger.csv
verstehe|verstehe|05-491-3-III-Staubsauger.csv
hindern|hindern|05-491-3-III-Staubsauger.csv
Wonzimmer|Wohnzimmer|05-492-3-III-Staubsauger.csv
dem-|dem|05-492-3-III-Staubsauger.csv
Betel|Beutel|05-492-3-III-Staubsauger.csv
raus_nehmen|rausnehmen|05-492-3-III-Staubsauger.csv
aus_gelert|ausgeleert|05-492-3-III-Staubsauger.csv
kriegt|kriegt|05-492-3-III-Staubsauger.csv
Mutige|mutige|05-493-3-III-Staubsauger.csv
tief|tief|05-493-3-III-Staubsauger.csv
lautes|lautes|05-493-3-III-Staubsauger.csv
Geräusch|Geräusch|05-493-3-III-Staubsauger.csv
Tiefschlaf|Tiefschlaf|05-493-3-III-Staubsauger.csv
gewegt|geweckt|05-493-3-III-Staubsauger.csv
weiss|weiß|05-493-3-III-Staubsauger.csv
Kabum|?Kabum|05-493-3-III-Staubsauger.csv
restliche|restliche|05-500-3-III-Staubsauger.csv
auslerren|ausleeren|05-500-3-III-Staubsauger.csv
rieß|~rieß|05-500-3-III-Staubsauger.csv
Huch|Huch|05-500-3-III-Staubsauger.csv
leit|leid|05-500-3-III-Staubsauger.csv
Ist|Ist|05-500-3-III-Staubsauger.csv
schönner|schöner|05-603-3-III-Staubsauger.csv
staub_saugen|staubsaugen|05-603-3-III-Staubsauger.csv
"Auss|"|Aus|05-603-3-III-Staubsauger.csv
versehn|Versehen|05-603-3-III-Staubsauger.csv
knochenn|Knochen|05-603-3-III-Staubsauger.csv
staub-sauger|Staubsauger|05-603-3-III-Staubsauger.csv
zerkratzt|zerkratzt|05-603-3-III-Staubsauger.csv
Denn|den|05-603-3-III-Staubsauger.csv
beutell|Beutel|05-603-3-III-Staubsauger.csv
vliegt|fliegt|05-603-3-III-Staubsauger.csv
gansse|ganze|05-603-3-III-Staubsauger.csv
Keller|Keller|05-604-3-III-Staubsauger.csv
rein_kam|reinkam|05-604-3-III-Staubsauger.csv
wegte|weckte|05-604-3-III-Staubsauger.csv
staubsauga|Staubsauger|05-604-3-III-Staubsauger.csv
napf|Napf|05-604-3-III-Staubsauger.csv
auf_saugte|aufsaugte|05-604-3-III-Staubsauger.csv
Tüle|Tüte|05-604-3-III-Staubsauger.csv
entfrnte|entfernte|05-604-3-III-Staubsauger.csv
Tule|Tüte|05-604-3-III-Staubsauger.csv
auf_zu_reisen|aufzureißen|05-604-3-III-Staubsauger.csv
kette|Kette|05-604-3-III-Staubsauger.csv
auf_gerissen|aufgerissen|05-604-3-III-Staubsauger.csv
staugtsaut|staubsaugt|05-612-3-III-Staubsauger.csv
staugtsaugt|staubsaugt|05-612-3-III-Staubsauger.csv
staugsauge|staubsaugt|05-612-3-III-Staubsauger.csv
schlimes|schlimmes|05-612-3-III-Staubsauger.csv
ge_rant|gerannt|05-612-3-III-Staubsauger.csv
Doof|doof|05-612-3-III-Staubsauger.csv
halz_Kete|Halskette|05-612-3-III-Staubsauger.csv
sauerrei|Sauerei|05-612-3-III-Staubsauger.csv
yetzt|jetzt|05-612-3-III-Staubsauger.csv
kut|kuckt|05-647-3-III-Staubsauger.csv
weg_staubt|wegstaubt|05-647-3-III-Staubsauger.csv
zicht|zieht|05-647-3-III-Staubsauger.csv
schimft|schimpft|05-647-3-III-Staubsauger.csv
weste|fest|05-647-3-III-Staubsauger.csv
Beu-^tel|Beutel|05-647-3-III-Staubsauger.csv
ecblos-^on|Explosion|05-647-3-III-Staubsauger.csv
zurck|zurück|05-647-3-III-Staubsauger.csv
gehholt|geholt|05-647-3-III-Staubsauger.csv
staup_saugen|staubsaugen|05-659-3-III-Staubsauger.csv
gerne|gerne|05-659-3-III-Staubsauger.csv
er_schroken|erschrocken|05-659-3-III-Staubsauger.csv
knoche|Knochen|05-659-3-III-Staubsauger.csv
an_gerant|angerannt|05-659-3-III-Staubsauger.csv
gnz|ganz|05-659-3-III-Staubsauger.csv
butel|Beutel|05-659-3-III-Staubsauger.csv
Hosse|Hose|05-659-3-III-Staubsauger.csv
stuup|Staub|05-659-3-III-Staubsauger.csv
batel|Beutel|05-659-3-III-Staubsauger.csv
plaz|Platz|05-659-3-III-Staubsauger.csv
zer_krazt|zerkratzt|05-659-3-III-Staubsauger.csv
botel|Beutel|05-659-3-III-Staubsauger.csv
stap|Staub|05-659-3-III-Staubsauger.csv
Nachmiterg|Nachmittag|05-682-3-III-Staubsauger.csv
dm|dem|05-682-3-III-Staubsauger.csv
ligte|~liegte|05-682-3-III-Staubsauger.csv
gugte|guckte|05-682-3-III-Staubsauger.csv
Lekerlies|Leckerlis|05-682-3-III-Staubsauger.csv
filter|Filter|05-682-3-III-Staubsauger.csv
beln|bellen|05-682-3-III-Staubsauger.csv
Zit|zieht|05-682-3-III-Staubsauger.csv
lekerlie|Leckerlie|05-682-3-III-Staubsauger.csv
weider|wieder|05-682-3-III-Staubsauger.csv
saug|saug|05-692-3-III-Staubsauger.csv
Doday|Doday|05-692-3-III-Staubsauger.csv
spietz_^Name|Spitzname|05-692-3-III-Staubsauger.csv
ver|Der|06-001-3-IV-Weg.csv
Wänder|~Wänder|06-001-3-IV-Weg.csv
"Plakaten|"|Plakaten|06-001-3-IV-Weg.csv
Luschter|Lutscher|06-001-3-IV-Weg.csv
auf_machte|aufmachte|06-001-3-IV-Weg.csv
zufrieden|zufrieden|06-001-3-IV-Weg.csv
Poosters|Posters|06-002-3-IV-Weg.csv
hängen|hängen|06-002-3-IV-Weg.csv
Wuuuuw|?Wuuuuw|06-002-3-IV-Weg.csv
Uberraschung|Überraschung|06-002-3-IV-Weg.csv
nachause|nachhause|06-005-3-IV-Weg.csv
dach|doch|06-005-3-IV-Weg.csv
gefun-^den|gefunden|06-005-3-IV-Weg.csv
Wirklich|Wirklich|06-005-3-IV-Weg.csv
Später|später|06-005-3-IV-Weg.csv
raste|raste|06-005-3-IV-Weg.csv
'|'|06-006-3-IV-Weg.csv
habt|Habt|06-006-3-IV-Weg.csv
rofft|ruft|06-006-3-IV-Weg.csv
freund|freut|06-006-3-IV-Weg.csv
want|weint|06-006-3-IV-Weg.csv
Lears|Lars|06-006-3-IV-Weg.csv
Lucer|Lutscher|06-006-3-IV-Weg.csv
ergend_wo|irgendwo|06-012-3-IV-Weg.csv
stad|Stadt|06-012-3-IV-Weg.csv
rumlauen|rumlaufen|06-012-3-IV-Weg.csv
Dass|Dass|06-012-3-IV-Weg.csv
anrufen|anrufen|06-012-3-IV-Weg.csv
Wiso|Wieso|06-012-3-IV-Weg.csv
Das_wegen|Deswegen|06-012-3-IV-Weg.csv
lis|ließ|06-012-3-IV-Weg.csv
flizte|flitzte|06-012-3-IV-Weg.csv
garb|gab|06-012-3-IV-Weg.csv
sachte|sagte|06-012-3-IV-Weg.csv
Dancke|Danke|06-012-3-IV-Weg.csv
guck|Guck|06-012-3-IV-Weg.csv
Tich|Tisch|06-015-3-IV-Weg.csv
glücklichkeit|Glücklichkeit|06-015-3-IV-Weg.csv
bellen|Bellen|06-015-3-IV-Weg.csv
klingeln|Klingeln|06-015-3-IV-Weg.csv
Fleach|Fleisch|06-015-3-IV-Weg.csv
verschwundene|verschwundene|06-018-3-IV-Weg.csv
hängte|hängte|06-018-3-IV-Weg.csv
filla|Füller|06-018-3-IV-Weg.csv
Palkat|Plakat|06-021-3-IV-Weg.csv
Wände|Wände|06-021-3-IV-Weg.csv
Häuser|Häuser|06-021-3-IV-Weg.csv
Geschefte|Geschäfte|06-021-3-IV-Weg.csv
sehts|setz|06-021-3-IV-Weg.csv
Telepfon|Telefon|06-021-3-IV-Weg.csv
meldet|meldet|06-021-3-IV-Weg.csv
