original|corrected|filename|freq_ori|freq_cor|freq_tup
ergibt|ergibt|07-166-4-I-Schule.csv|1|1|1
nebenstuhl|Nebenstuhl|07-166-4-I-Schule.csv|1|1|1
Nasse|Nase|07-167-4-I-Schule.csv|2|51|1
rechnetete|rechnete|07-167-4-I-Schule.csv|2|22|2
rausgschlichen|rausgeschlichen|07-167-4-I-Schule.csv|1|1|1
pipsen|Piepsen|07-167-4-I-Schule.csv|1|1|1
ferjagt|verjagt|07-167-4-I-Schule.csv|1|1|1
Lerhrerin|Lehrerin|07-167-4-I-Schule.csv|2|264|2
Unterischt|Unterricht|07-168-4-I-Schule.csv|1|30|1
Auch|Auch|07-168-4-I-Schule.csv|5|6|5
sags|sags|07-168-4-I-Schule.csv|3|1|1
Rate|Rate|07-168-4-I-Schule.csv|2|4|2
cool|Cool|07-168-4-I-Schule.csv|3|2|2
schulglocke|Schulglocke|07-168-4-I-Schule.csv|1|4|1
ersreckt|erschreckt|07-168-4-I-Schule.csv|1|63|1
entschuldigung|Entschuldigung|07-168-4-I-Schule.csv|4|16|4
leid|leid|07-168-4-I-Schule.csv|14|18|14
ursache|Ursache|07-168-4-I-Schule.csv|1|1|1
lahend|lachend|07-168-4-I-Schule.csv|1|3|1
ghesen|gesehen|07-170-4-I-Schule.csv|1|267|1
zeickte|zeigte|07-170-4-I-Schule.csv|1|52|1
gekuaselt|gequasselt|07-170-4-I-Schule.csv|1|1|1
vote|Pfote|07-170-4-I-Schule.csv|1|44|1
matetest|Mathetest|07-170-4-I-Schule.csv|1|23|1
rausgehen|rausgehen|07-170-4-I-Schule.csv|2|2|2
Aufgeflogen|Aufgeflogen|07-172-4-I-Schule.csv|1|1|1
Wuste|wusste|07-172-4-I-Schule.csv|1|63|1
sache|Sache|07-172-4-I-Schule.csv|1|4|1
Begrusten|begrüßten|07-172-4-I-Schule.csv|1|5|1
gezaigt|gezeigt|07-172-4-I-Schule.csv|1|28|1
hiengesest|hingesetzt|07-172-4-I-Schule.csv|1|15|1
stiel|still|07-172-4-I-Schule.csv|4|10|4
Schlitz|Schlitz|07-172-4-I-Schule.csv|1|1|1
Folgrebe|Folgrebe|07-172-4-I-Schule.csv|1|1|1
Medem|Madam|07-172-4-I-Schule.csv|1|1|1
Nillich|niedlich|07-172-4-I-Schule.csv|1|2|1
oooh|oooh|07-172-4-I-Schule.csv|2|2|2
krig|krieg|07-172-4-I-Schule.csv|2|5|2
namen|nehmen|07-172-4-I-Schule.csv|2|26|1
Ni|nie|07-172-4-I-Schule.csv|1|40|1
Belede|bellende|07-176-4-I-Schule.csv|1|1|1
Kug|Kuck|07-176-4-I-Schule.csv|2|8|1
OOOh|Oooh|07-176-4-I-Schule.csv|1|1|1
ware|waren|07-176-4-I-Schule.csv|2|254|1
aneinnander|aneinander|07-176-4-I-Schule.csv|1|2|1
wackelte|wackelte|07-176-4-I-Schule.csv|10|19|10
Schwans|Schwanz|07-176-4-I-Schule.csv|1|18|1
Darfst|Darfst|07-176-4-I-Schule.csv|1|1|1
nechmen|nehmen|07-176-4-I-Schule.csv|1|26|1
abwasch|Abwasch|07-176-4-I-Schule.csv|1|1|1
ginge|gingen|07-176-4-I-Schule.csv|1|111|1
bmerkte|bemerkte|07-176-4-I-Schule.csv|1|45|1
Wir|Wir|07-176-4-I-Schule.csv|16|17|16
Matematig|Mathematik|07-176-4-I-Schule.csv|2|8|2
Heft|Heft|07-176-4-I-Schule.csv|3|3|3
rauss|raus|07-176-4-I-Schule.csv|2|432|2
Lerer|Lehrer|07-176-4-I-Schule.csv|1|4|1
interesant|interessant|07-176-4-I-Schule.csv|2|2|2
Painlich|peinlich|07-176-4-I-Schule.csv|1|18|1
nechme|nehme|07-176-4-I-Schule.csv|1|7|1
öfters|öfters|07-177-4-I-Schule.csv|1|1|1
weggeflogen|weggeflogen|07-177-4-I-Schule.csv|3|4|3
Julia|Julia|07-177-4-I-Schule.csv|3|3|3
zufelig|zufällig|07-179-4-I-Schule.csv|1|1|1
winten|winkten|07-179-4-I-Schule.csv|1|1|1
einander|einander|07-179-4-I-Schule.csv|2|2|2
Fotchen|Pfötchen|07-179-4-I-Schule.csv|1|11|1
steckte|steckte|07-179-4-I-Schule.csv|8|11|7
Lehren|Lehrerin|07-179-4-I-Schule.csv|4|264|2
verstecken|verstecken|07-179-4-I-Schule.csv|5|7|4
lehrerin|Lehrerin|07-179-4-I-Schule.csv|4|264|4
PinkePane|Pinke-Pane|07-179-4-I-Schule.csv|2|2|2
vetete|wettete|07-179-4-I-Schule.csv|1|1|1
mitbringen|mitbringen|07-181-4-I-Schule.csv|3|4|3
cool|cool|07-181-4-I-Schule.csv|3|1|1
ziehe|ziehe|07-181-4-I-Schule.csv|2|2|2
weite|weite|07-181-4-I-Schule.csv|11|1|1
Regenjacke|Regenjacke|07-181-4-I-Schule.csv|1|2|1
Jack|Jacke|07-181-4-I-Schule.csv|4|226|4
Schulgelände|Schulgelände|07-181-4-I-Schule.csv|1|4|1
betrat|betrat|07-181-4-I-Schule.csv|1|1|1
entgegen|entgegen|07-181-4-I-Schule.csv|1|2|1
wenn|Wen|07-181-4-I-Schule.csv|79|3|1
verrate|verrate|07-181-4-I-Schule.csv|1|1|1
geht|Geht|07-181-4-I-Schule.csv|378|6|2
Holle|Holle|07-181-4-I-Schule.csv|2|2|2
Pult|Pult|07-181-4-I-Schule.csv|1|2|1
riefen|riefen|07-181-4-I-Schule.csv|5|7|5
versunken|versunken|07-181-4-I-Schule.csv|1|2|1
murmelete|murmelte|07-181-4-I-Schule.csv|1|3|1
schuldige|Entschuldige|07-181-4-I-Schule.csv|1|2|1
halb|Halb|07-181-4-I-Schule.csv|3|1|1
sowieso|sowieso|07-181-4-I-Schule.csv|3|4|3
nachsten|nächsten|07-181-4-I-Schule.csv|4|56|4
Thema|Thema|07-181-4-I-Schule.csv|1|6|1
Tiere|Tiere|07-181-4-I-Schule.csv|5|6|5
Fluchtversuch|Fluchtversuch|07-182-4-I-Schule.csv|1|1|1
ziemlich|ziemlich|07-182-4-I-Schule.csv|3|5|3
Verwurdert|Verwundert|07-182-4-I-Schule.csv|1|4|1
Vom|Vom|07-182-4-I-Schule.csv|3|2|2
furchtbaren|furchtbaren|07-182-4-I-Schule.csv|1|1|1
Verdacht|Verdacht|07-182-4-I-Schule.csv|1|2|1
Dussel|Dussel|07-182-4-I-Schule.csv|1|1|1
'nen|nen|07-182-4-I-Schule.csv|1|3|1
Beweis|Beweis|07-182-4-I-Schule.csv|1|1|1
aufgebract|aufgebracht|07-182-4-I-Schule.csv|1|1|1
Gemeinsam|Gemeinsam|07-182-4-I-Schule.csv|1|1|1
Arbeiten|Arbeiten|07-182-4-I-Schule.csv|1|2|1
zuhalten|Zuhalten|07-182-4-I-Schule.csv|1|1|1
Aufzupassen|Aufzupassen|07-182-4-I-Schule.csv|1|1|1
zeik|zeig|07-183-4-I-Schule.csv|1|3|1
darfs|darfst|07-183-4-I-Schule.csv|1|8|1
Haustier|Haustier|07-183-4-I-Schule.csv|2|3|2
sachgt|sagt|07-183-4-I-Schule.csv|2|951|2
habben|haben|07-183-4-I-Schule.csv|1|485|1
unterhaltet|unterhaltet|07-183-4-I-Schule.csv|1|1|1
begrüs|begrüß|07-184-4-I-Schule.csv|1|1|1
Speter|Später|07-184-4-I-Schule.csv|4|62|3
Machen|machen|07-184-4-I-Schule.csv|3|121|1
Matte|Mathe|07-184-4-I-Schule.csv|1|24|1
weredesen|währenddessen|07-184-4-I-Schule.csv|1|4|1
schlüpft|schlüpft|07-184-4-I-Schule.csv|2|6|2
a|an|07-184-4-I-Schule.csv|8|1440|2
kichern|kichern|07-184-4-I-Schule.csv|1|2|1
hast|hats|07-184-4-I-Schule.csv|182|14|1
bemegt|bemerkt|07-184-4-I-Schule.csv|2|84|2
ere|ihre|07-185-4-I-Schule.csv|1|322|1
stopsen|stupsen|07-185-4-I-Schule.csv|1|3|1
Merken|merken|07-185-4-I-Schule.csv|1|14|1
weckget|weggeht|07-185-4-I-Schule.csv|1|2|1
Lehraren|Lehrerin|07-185-4-I-Schule.csv|1|264|1
Lehrarin|Lehrerin|07-185-4-I-Schule.csv|4|264|4
überzeügt|überzeugt|07-185-4-I-Schule.csv|1|2|1
ein|Ein|07-194-4-I-Schule.csv|2133|72|2
Mathestunde|Mathestunde|07-194-4-I-Schule.csv|1|2|1
warm|warm|07-194-4-I-Schule.csv|2|2|1
unn|und|07-197-4-I-Schule.csv|1|9827|1
frauen|freuen|07-197-4-I-Schule.csv|2|43|2
dud|tut|07-197-4-I-Schule.csv|1|69|1
had|Hand|07-197-4-I-Schule.csv|5|295|1
halder|halten|07-197-4-I-Schule.csv|1|81|1
berüren|berühren|07-197-4-I-Schule.csv|1|2|1
nasespäder|Nasenspitze|07-197-4-I-Schule.csv|1|1|1
Angegomen|angekommen|07-197-4-I-Schule.csv|1|60|1
erstond|erstaunt|07-197-4-I-Schule.csv|1|18|1
zar|zur|07-197-4-I-Schule.csv|1|272|1
mensch|Mensch|07-197-4-I-Schule.csv|1|7|1
erstand|erstaunt|07-197-4-I-Schule.csv|1|18|1
dad|tat|07-197-4-I-Schule.csv|2|16|2
dale|dolle|07-197-4-I-Schule.csv|1|2|1
gonserdierd|konzentriert|07-197-4-I-Schule.csv|1|13|1
wersichud|versichert|07-197-4-I-Schule.csv|1|2|1
kaochen|Knochen|07-197-4-I-Schule.csv|1|161|1
bel|bell|07-197-4-I-Schule.csv|1|7|1
gan|kam|07-197-4-I-Schule.csv|5|378|1
Lerrerien|Lehrerin|07-197-4-I-Schule.csv|1|264|1
waserienierg|fasziniert|07-197-4-I-Schule.csv|1|2|1
dut|tut|07-197-4-I-Schule.csv|1|69|1
omb|ob|07-197-4-I-Schule.csv|1|99|1
negs|nichts|07-197-4-I-Schule.csv|1|74|1
bagier|passiert|07-197-4-I-Schule.csv|1|104|1
haud|haut|07-197-4-I-Schule.csv|1|4|1
Jarke|Jacke|07-200-4-I-Schule.csv|1|226|1
berürt|berührt|07-200-4-I-Schule.csv|1|4|1
geht's|geht's|07-200-4-I-Schule.csv|1|2|1
MahteArbeit|Mathearbeit|07-200-4-I-Schule.csv|1|1|1
schtreckt|streckt|07-200-4-I-Schule.csv|1|10|1
Köpfchen|Köpfchen|07-200-4-I-Schule.csv|1|1|1
gelächelt|gelächelt|07-201-4-I-Schule.csv|1|4|1
tiriefen|treffen|07-202-4-I-Schule.csv|1|51|1
gezegt|gezeigt|07-202-4-I-Schule.csv|1|28|1
KlassenZimmer|Klassenzimmer|07-202-4-I-Schule.csv|1|15|1
Vögel|Vögel|07-202-4-I-Schule.csv|2|2|2
würde|wurde|07-202-4-I-Schule.csv|17|62|1
Neulich|Neulich|07-203-4-I-Schule.csv|1|1|1
nonoch|noch|07-203-4-I-Schule.csv|1|519|1
matel|Mantel|07-203-4-I-Schule.csv|2|61|2
gelernt|gelernt|07-203-4-I-Schule.csv|1|1|1
wohle|wollte|07-203-4-I-Schule.csv|1|470|1
gebält|gebellt|07-203-4-I-Schule.csv|2|48|2
schrack|Schreck|07-203-4-I-Schule.csv|1|12|1
wurd|wurde|07-203-4-I-Schule.csv|1|62|1
Haltetet|haltet|07-206-4-I-Schule.csv|1|84|1
pfote|Pfote|07-206-4-I-Schule.csv|2|44|2
bische|bisschen|07-206-4-I-Schule.csv|1|64|1
ferstehkt|versteckt|07-207-4-I-Schule.csv|2|78|2
freunglich|freundlich|07-207-4-I-Schule.csv|1|11|1
seina|seiner|07-207-4-I-Schule.csv|1|49|1
unterrich|Unterricht|07-207-4-I-Schule.csv|1|30|1
mäugt|mögt|07-207-4-I-Schule.csv|1|1|1
Hausaufgaben|Hausaufgaben|07-208-4-I-Schule.csv|4|5|4
strafarbeit|Strafarbeit|07-208-4-I-Schule.csv|1|1|1
Direktor|Direktor|07-208-4-I-Schule.csv|1|1|1
Schulhof|Schulhof|07-211-4-I-Schule.csv|3|4|3
Lehrer|Lehrer|07-211-4-I-Schule.csv|2|4|2
erwischt|erwischt|07-211-4-I-Schule.csv|1|6|1
Hm|Hm|07-211-4-I-Schule.csv|1|3|1
Siben|sieben|07-211-4-I-Schule.csv|1|1|1
Achzen|achtzehn|07-211-4-I-Schule.csv|1|1|1
Wof|wuff|07-211-4-I-Schule.csv|5|48|1
verstet|versteckt|07-218-4-I-Schule.csv|4|78|1
umramen|umarmen|07-218-4-I-Schule.csv|1|48|1
zart|zeigt|07-218-4-I-Schule.csv|1|79|1
lagt|leckt|07-218-4-I-Schule.csv|1|66|1
ad|ab|07-218-4-I-Schule.csv|1|248|1
wuter|wundert|07-218-4-I-Schule.csv|1|10|1
ast|hast|07-218-4-I-Schule.csv|1|186|1
ou|du|07-218-4-I-Schule.csv|1|474|1
nur|Nur|07-218-4-I-Schule.csv|170|7|1
Lehreinnen|Lehrerinnen|07-218-4-I-Schule.csv|1|3|1
rechnert|rechnet|07-218-4-I-Schule.csv|1|32|1
druch|Bruch|07-218-4-I-Schule.csv|1|1|1
rechent|rechnet|07-218-4-I-Schule.csv|1|32|1
berllt|bellt|07-218-4-I-Schule.csv|1|256|1
see|sei|07-218-4-I-Schule.csv|4|23|1
ruch|ruhig|07-218-4-I-Schule.csv|1|10|1
sont|sonst|07-218-4-I-Schule.csv|1|27|1
mrak|merk|07-218-4-I-Schule.csv|1|1|1
Lehrinnen|Lehrerin|07-218-4-I-Schule.csv|1|264|1
vgen|wegen|07-218-4-I-Schule.csv|1|58|1
Lenerinnen|Lehrerinnen|07-218-4-I-Schule.csv|1|3|1
beist|beißt|07-218-4-I-Schule.csv|1|3|1
kister|kichert|07-218-4-I-Schule.csv|2|9|1
warum|Warum|07-219-4-I-Schule.csv|55|18|3
versteckst|versteckst|07-219-4-I-Schule.csv|2|4|2
verscheuchen|verscheuchen|07-219-4-I-Schule.csv|2|4|2
von|Von|07-219-4-I-Schule.csv|666|16|2
kommmt|kommt|07-219-4-I-Schule.csv|1|364|1
mitnehmen|mitnehmen|07-219-4-I-Schule.csv|3|12|3
erlaube|erlaube|07-219-4-I-Schule.csv|1|1|1
stubst|stupst|07-220-4-I-Schule.csv|2|4|2
seihner|seiner|07-220-4-I-Schule.csv|1|49|1
bist|Bist|07-220-4-I-Schule.csv|43|3|1
scharf|scharf|07-220-4-I-Schule.csv|2|2|2
gott|Gott|07-226-4-I-Schule.csv|1|5|1
gewessen|gewesen|07-226-4-I-Schule.csv|1|12|1
Pötzlich|Plötzlich|07-226-4-I-Schule.csv|4|384|2
ganzt|ganz|07-226-4-I-Schule.csv|1|363|1
geschiehen|geschrien|07-226-4-I-Schule.csv|1|9|1
Leharen|Lehrerin|07-226-4-I-Schule.csv|1|264|1
schmusen|schmusen|07-227-4-I-Schule.csv|1|2|1
Mitschüler|Mitschüler|07-227-4-I-Schule.csv|1|4|1
schok|Schock|07-227-4-I-Schule.csv|2|16|2
Fett|fett|07-227-4-I-Schule.csv|1|2|1
Willst|Willst|07-227-4-I-Schule.csv|3|5|3
Mahteblatt|Matheblatt|07-227-4-I-Schule.csv|2|3|2
wangen|Wangen|07-227-4-I-Schule.csv|3|2|2
krickt|kriegt|07-227-4-I-Schule.csv|5|68|5
strafe|Strafe|07-227-4-I-Schule.csv|1|3|1
flüchtete|flüchtete|07-228-4-I-Schule.csv|1|1|1
Pinckeponk|Pinckeponk|07-228-4-I-Schule.csv|1|2|1
gestekt|gesteckt|07-228-4-I-Schule.csv|2|4|2
Rechenheft|Rechenheft|07-228-4-I-Schule.csv|2|3|2
Pinckepank|Pinckeponk|07-228-4-I-Schule.csv|1|2|1
Sah|sah|07-228-4-I-Schule.csv|5|279|3
begrüßten|begrüßten|07-229-4-I-Schule.csv|2|5|2
Klassenräume|Klassenräume|07-229-4-I-Schule.csv|1|1|1
knudelten|knuddelten|07-229-4-I-Schule.csv|1|1|1
plätze|Plätze|07-229-4-I-Schule.csv|1|3|1
unauffelig|unauffällig|07-229-4-I-Schule.csv|1|1|1
Vollgrebe|Vollgrebe|07-229-4-I-Schule.csv|1|1|1
gekakt|gekackt|07-229-4-I-Schule.csv|1|1|1
kammt|kommt|07-230-4-I-Schule.csv|3|364|1
neah|näher|07-230-4-I-Schule.csv|1|10|1
Streichelt|streichelt|07-230-4-I-Schule.csv|1|2|1
andauernd|andauernd|07-230-4-I-Schule.csv|1|2|1
schwierige|schwierige|07-230-4-I-Schule.csv|1|2|1
Mahte-aufgaben|Mathe-Aufgaben|07-230-4-I-Schule.csv|1|1|1
Lösen|lösen|07-230-4-I-Schule.csv|1|6|1
wegzulaufen|wegzulaufen|07-230-4-I-Schule.csv|1|1|1
Dach|Doch|07-230-4-I-Schule.csv|5|115|3
Knallte|Knallte|07-230-4-I-Schule.csv|3|1|1
schan|schon|07-230-4-I-Schule.csv|1|281|1
Peinlich|peinlich|07-230-4-I-Schule.csv|4|18|4
trifft|trifft|07-231-4-I-Schule.csv|1|11|1
gib|Gib|07-231-4-I-Schule.csv|11|1|1
malaufgaben|Mal-Aufgaben|07-231-4-I-Schule.csv|1|1|1
aus|Aus|07-231-4-I-Schule.csv|814|16|1
stupst|stupst|07-232-4-I-Schule.csv|2|4|2
merckt|merkt|07-232-4-I-Schule.csv|3|44|3
geschokt|geschockt|07-232-4-I-Schule.csv|3|20|3
laute|lauter|07-232-4-I-Schule.csv|3|8|2
Süßer|Süßer|07-232-4-I-Schule.csv|1|2|1
talerniert|talentiert|07-232-4-I-Schule.csv|1|1|1
Motagmoren|Montagmorgen|07-233-4-I-Schule.csv|1|9|1
gebliden|geblieben|07-233-4-I-Schule.csv|1|15|1
saht|sagt|07-233-4-I-Schule.csv|2|951|2
Dach|Da|07-233-4-I-Schule.csv|5|419|1
Feund|Freund|07-233-4-I-Schule.csv|1|126|1
sahte|sagte|07-233-4-I-Schule.csv|4|850|4
gebrat|gebracht|07-233-4-I-Schule.csv|1|66|1
untersch|Unterricht|07-233-4-I-Schule.csv|1|30|1
begend|beginnt|07-233-4-I-Schule.csv|1|4|1
ferstek|versteck|07-233-4-I-Schule.csv|2|8|2
Schwierige|schwierige|07-233-4-I-Schule.csv|1|2|1
lehrehren|Lehrerin|07-233-4-I-Schule.csv|1|264|1
wils|Willst|07-233-4-I-Schule.csv|1|5|1
Schulmaskoschen|Schulmaskottchen|07-233-4-I-Schule.csv|1|1|1
henden|Händen|07-234-4-I-Schule.csv|1|6|1
öfnet|öffnet|07-234-4-I-Schule.csv|3|11|3
zunge|Zunge|07-234-4-I-Schule.csv|4|9|4
gucgt|guckt|07-234-4-I-Schule.csv|1|122|1
manter|Mantel|07-234-4-I-Schule.csv|1|61|1
kichen|kichern|07-234-4-I-Schule.csv|1|2|1
Zu|zu|07-236-4-I-Schule.csv|9|1455|2
heltet|haltet|07-236-4-I-Schule.csv|1|84|1
unterhalten-|unterhalten|07-236-4-I-Schule.csv|1|6|1
Ihre|ihre|07-236-4-I-Schule.csv|13|322|6
aschreckken|erschrecken|07-236-4-I-Schule.csv|1|14|1
fleda|Feder|07-236-4-I-Schule.csv|1|1|1
Jedz|jetzt|07-236-4-I-Schule.csv|2|263|1
Jedz|Jetzt|07-236-4-I-Schule.csv|2|106|1
erschrechkt|erschreckt|07-236-4-I-Schule.csv|1|63|1
pulle|Pulle|07-237-4-I-Schule.csv|1|1|1
stime|Stimme|07-237-4-I-Schule.csv|1|17|1
a|ah|07-237-4-I-Schule.csv|8|13|4
dumi|Dummie|07-237-4-I-Schule.csv|1|1|1
Leid|leid|07-237-4-I-Schule.csv|1|18|1
sollen|Sollen|07-237-4-I-Schule.csv|15|4|1
nartürlich|Natürlich|07-237-4-I-Schule.csv|1|14|1
plan|Plan|07-243-4-I-Schule.csv|4|10|4
faschtecke|verstecke|07-243-4-I-Schule.csv|1|7|1
gelangweilt|gelangweilt|07-243-4-I-Schule.csv|1|2|1
bleibe|bleibe|07-246-4-I-Schule.csv|2|2|2
Fragt|fragt|07-246-4-I-Schule.csv|6|116|6
kecks|Keks|07-246-4-I-Schule.csv|1|2|1
Waf|Wuff|07-246-4-I-Schule.csv|1|26|1
waf|wuff|07-246-4-I-Schule.csv|1|48|1
taube|Taube|07-246-4-I-Schule.csv|1|13|1
endschuldigung|Entschuldigung|07-246-4-I-Schule.csv|1|16|1
mis|Miss|07-246-4-I-Schule.csv|2|1|1
dudikd|Dudika|07-246-4-I-Schule.csv|1|2|1
neißt|heißt|07-246-4-I-Schule.csv|1|46|1
ohn|oh|07-246-4-I-Schule.csv|2|32|1
dudika|Dudika|07-246-4-I-Schule.csv|1|2|1
Medel|Mädel|07-249-4-I-Schule.csv|1|1|1
krikst|kriegst|07-249-4-I-Schule.csv|1|11|1
MahteTest|Mathetest|07-249-4-I-Schule.csv|1|23|1
MahteBuch|Mathebuch|07-249-4-I-Schule.csv|1|1|1
MateAufgabe|Matheaufgabe|07-249-4-I-Schule.csv|1|2|1
schämte|schämte|07-249-4-I-Schule.csv|1|3|1
plötzliche|plötzliche|07-255-4-I-Schule.csv|1|1|1
Ganze|ganze|07-255-4-I-Schule.csv|2|118|1
Schulgebeude|Schulgebäude|07-255-4-I-Schule.csv|1|1|1
Nasen|Nasen|07-255-4-I-Schule.csv|5|4|3
Anschließend|Anschließend|07-255-4-I-Schule.csv|1|5|1
kriegten|kriegten|07-255-4-I-Schule.csv|1|2|1
Knöbelaufgabe|Knobelaufgabe|07-255-4-I-Schule.csv|1|2|1
konzentrieren|konzentrieren|07-255-4-I-Schule.csv|2|5|2
spürt|spürt|07-255-4-I-Schule.csv|1|1|1
Gelegenheit|Gelegenheit|07-255-4-I-Schule.csv|1|1|1
flüchten|flüchten|07-255-4-I-Schule.csv|1|1|1
gehän|gehen|07-261-4-I-Schule.csv|1|377|1
taschen|Taschen|07-261-4-I-Schule.csv|1|1|1
gehlase|gelassen|07-261-4-I-Schule.csv|1|22|1
fluhr|Flur|07-261-4-I-Schule.csv|1|10|1
geschmuselt|geschmust|07-261-4-I-Schule.csv|1|1|1
zei|Zeit|07-261-4-I-Schule.csv|2|111|1
Räschnenaufgabe|Rechenaufgabe|07-261-4-I-Schule.csv|1|2|1
konzentrit|konzentriert|07-261-4-I-Schule.csv|1|13|1
Lerarin|Lehrerin|07-261-4-I-Schule.csv|4|264|4
gbracht|gebracht|07-262-4-I-Schule.csv|1|66|1
begrusten|begrüßten|07-262-4-I-Schule.csv|1|5|1
wir|Wir|07-262-4-I-Schule.csv|115|17|1
bletter|Blätter|07-262-4-I-Schule.csv|1|15|1
generft|genervt|07-262-4-I-Schule.csv|1|2|1
lerehrin|Lehrerin|07-262-4-I-Schule.csv|1|264|1
abgebrochen|abgebrochen|07-262-4-I-Schule.csv|2|2|2
Lehrien|Lehrerin|07-262-4-I-Schule.csv|1|264|1
Beide|Beide|07-264-4-I-Schule.csv|6|7|5
gleichen|gleichen|07-264-4-I-Schule.csv|3|3|3
Jackenhand|Jackenhund|07-265-4-I-Schule.csv|1|1|1
wiengt|winkt|07-265-4-I-Schule.csv|2|25|2
wingt|winkt|07-265-4-I-Schule.csv|1|25|1
Huhu|Huhu|07-265-4-I-Schule.csv|1|1|1
allee|alleine|07-265-4-I-Schule.csv|1|22|1
Blumtöpfe|Blumentöpfe|07-265-4-I-Schule.csv|1|1|1
JackenTasche|Jackentasche|07-265-4-I-Schule.csv|1|1|1
venckt|fängt|07-265-4-I-Schule.csv|1|65|1
Klefen|kläffen|07-265-4-I-Schule.csv|1|1|1
Waw|wau|07-265-4-I-Schule.csv|1|27|1
Scheibe|Scheibe|07-265-4-I-Schule.csv|23|37|23
Ruch|Ruhig|07-265-4-I-Schule.csv|2|2|2
Beniner-|Berliner|07-268-4-I-Schule.csv|1|1|1
Lernt|lernt|07-268-4-I-Schule.csv|1|1|1
plöztlich|plötzlich|07-268-4-I-Schule.csv|1|198|1
hor|hör|07-268-4-I-Schule.csv|1|21|1
beln|Bellen|07-268-4-I-Schule.csv|2|28|1
nund|und|07-268-4-I-Schule.csv|1|9827|1
beginen|beginnen|07-268-4-I-Schule.csv|2|4|2
anfrortete|antwortete|07-270-4-I-Schule.csv|1|59|1
rauszukommen|rauszukommen|07-270-4-I-Schule.csv|1|1|1
vergebens|vergebens|07-270-4-I-Schule.csv|1|1|1
klappte|klappte|07-270-4-I-Schule.csv|2|5|2
Aufgabe|Aufgabe|07-270-4-I-Schule.csv|4|14|4
kroch|kroch|07-270-4-I-Schule.csv|5|5|5
Schnauze|Schnauze|07-270-4-I-Schule.csv|1|2|1
zuzuhalten|zuzuhalten|07-270-4-I-Schule.csv|1|1|1
Siebenberg|Siebenberg|07-270-4-I-Schule.csv|1|1|1
Verfigst|Verflixt|07-275-4-I-Schule.csv|1|1|1
schuhle|Schule|07-275-4-I-Schule.csv|1|417|1
aplecken|ablecken|07-275-4-I-Schule.csv|1|2|1
angeckomen|angekommen|07-275-4-I-Schule.csv|1|60|1
mahen|machen|07-275-4-I-Schule.csv|2|121|2
hot|hat|07-275-4-I-Schule.csv|2|3155|2
vel|weil|07-275-4-I-Schule.csv|1|665|1
rat|hat|07-275-4-I-Schule.csv|1|3155|1
Lehreren|Lehrerin|07-275-4-I-Schule.csv|3|264|3
eimmal|einmal|07-275-4-I-Schule.csv|1|375|1
Glücklische|glückliche|07-277-4-I-Schule.csv|1|1|1
walten|wollten|07-277-4-I-Schule.csv|1|60|1
süss|süß|07-277-4-I-Schule.csv|2|24|2
Dada|Dada|07-277-4-I-Schule.csv|1|1|1
kapirt|kapiert|07-277-4-I-Schule.csv|1|1|1
musten|mussten|07-277-4-I-Schule.csv|6|21|6
uder|oder|07-277-4-I-Schule.csv|1|45|1
Och|Och|07-277-4-I-Schule.csv|2|2|2
süsser|Süßer|07-277-4-I-Schule.csv|1|2|1
bekomme|bekomme|07-277-4-I-Schule.csv|4|7|4
bistimt|bestimmt|07-277-4-I-Schule.csv|2|19|2
morgenz|morgens|07-279-4-I-Schule.csv|1|9|1
fertrau|Vertrau|07-279-4-I-Schule.csv|1|1|1
grif|Griff|07-279-4-I-Schule.csv|4|4|1
chleicht|schleicht|07-279-4-I-Schule.csv|1|26|1
Schuler|Schüler|07-279-4-I-Schule.csv|1|3|1
zugewunken|zugewunken|07-284-4-I-Schule.csv|1|1|1
aneinander|aneinander|07-284-4-I-Schule.csv|1|2|1
dedrückt|gedrückt|07-284-4-I-Schule.csv|1|6|1
DienstagMorgen|Dienstagmorgen|07-285-4-I-Schule.csv|1|1|1
keuchent|keuchend|07-285-4-I-Schule.csv|1|1|1
Sagt|Sagt|07-285-4-I-Schule.csv|14|1|1
Mathezeit|Mathezeit|07-285-4-I-Schule.csv|1|1|1
Tobt|tobt|07-285-4-I-Schule.csv|1|1|1
gesaagt|gesagt|07-286-4-I-Schule.csv|2|239|2
solls|solls|07-286-4-I-Schule.csv|2|2|2
Trefen|treffen|07-287-4-I-Schule.csv|2|51|2
Schul|Schule|07-288-4-I-Schule.csv|1|417|1
abeit|Arbeit|07-288-4-I-Schule.csv|1|10|1
beilen|beeilen|07-288-4-I-Schule.csv|2|2|2
ruKsaK|Rucksack|07-288-4-I-Schule.csv|1|461|1
schulgloe|Schulglocke|07-288-4-I-Schule.csv|1|4|1
bregrüsen|begrüßen|07-288-4-I-Schule.csv|1|12|1
Plan|Plan|07-288-4-I-Schule.csv|6|10|6
nemhe|nehme|07-288-4-I-Schule.csv|1|7|1
verboten|verboten|07-288-4-I-Schule.csv|1|1|1
merhgt|merkt|07-288-4-I-Schule.csv|1|44|1
schlüPft|schlüpft|07-288-4-I-Schule.csv|1|6|1
SPri|spring|07-288-4-I-Schule.csv|1|12|1
lehrein|Lehrerin|07-288-4-I-Schule.csv|1|264|1
Welpen|Welpen|07-288-4-I-Schule.csv|1|1|1
schmt|schämt|07-288-4-I-Schule.csv|1|7|1
