original|corrected|filename|freq_ori|freq_cor|freq_tup
zuruck|zurück|06-268-3-IV-Weg.csv|4|61|4
humrich|hungrig|06-268-3-IV-Weg.csv|1|11|1
hir|Hier|06-268-3-IV-Weg.csv|52|6|2
darke|danke|06-268-3-IV-Weg.csv|1|13|1
Zuss|Tschüss|06-268-3-IV-Weg.csv|1|11|1
PlaKarte|Plakate|06-270-3-IV-Weg.csv|2|88|2
verzweifeld|verzweifelt|06-270-3-IV-Weg.csv|2|10|2
erzahld|erzählt|06-270-3-IV-Weg.csv|1|8|1
schrelle|schrille|06-270-3-IV-Weg.csv|1|1|1
Klingell|Klingel|06-270-3-IV-Weg.csv|1|2|1
begrüsen|begrüßen|06-270-3-IV-Weg.csv|1|4|1
Zimlick|Ziemlich|06-270-3-IV-Weg.csv|1|1|1
liben|lieben|06-270-3-IV-Weg.csv|1|1|1
zukük|zurück|06-270-3-IV-Weg.csv|1|61|1
umtamt|umarmt|06-275-3-IV-Weg.csv|1|40|1
küst|küsst|06-275-3-IV-Weg.csv|1|1|1
steckbrife|Steckbriefe|06-277-3-IV-Weg.csv|2|23|2
sehnsüschtig|sehnsüchtig|06-277-3-IV-Weg.csv|1|1|1
ges|geh|06-277-3-IV-Weg.csv|1|1|1
vreude|Freude|06-277-3-IV-Weg.csv|3|16|3
heimgekert|heimgekehrt|06-277-3-IV-Weg.csv|1|1|1
brinng|bring|06-279-3-IV-Weg.csv|1|9|1
Famiste|vermisste|06-281-3-IV-Weg.csv|1|8|1
Famist|vermisst|06-281-3-IV-Weg.csv|1|78|1
weid|weint|06-281-3-IV-Weg.csv|1|67|1
methe|Mädchen|06-281-3-IV-Weg.csv|1|32|1
überlegb|überlegt|06-281-3-IV-Weg.csv|1|2|1
imern|immer|06-281-3-IV-Weg.csv|1|59|1
rübar|rüber|06-281-3-IV-Weg.csv|1|7|1
Fligt|fliegt|06-281-3-IV-Weg.csv|3|29|3
eimar|einmal|06-281-3-IV-Weg.csv|1|62|1
hud|Hund|06-281-3-IV-Weg.csv|1|16|1
Gassie|Gassi|06-284-3-IV-Weg.csv|1|19|1
vermistenplakate|Vermisstenplakate|06-284-3-IV-Weg.csv|1|2|1
spater|später|06-284-3-IV-Weg.csv|1|32|1
Kletergerost|Klettergerüst|06-284-3-IV-Weg.csv|1|2|1
rendt|rennt|06-284-3-IV-Weg.csv|1|167|1
friest|frisst|06-284-3-IV-Weg.csv|5|38|5
Klingert|klingelt|06-285-3-IV-Weg.csv|1|66|1
gelaufe|gelaufen|06-286-3-IV-Weg.csv|1|8|1
rie|rief|06-286-3-IV-Weg.csv|1|11|1
Tehlefon|Telefon|06-286-3-IV-Weg.csv|1|39|1
einn|ein|06-286-3-IV-Weg.csv|1|26|1
ev|er|06-287-3-IV-Weg.csv|1|14|1
kirgt|kriegt|06-287-3-IV-Weg.csv|1|51|1
stund|Stunde|06-288-3-IV-Weg.csv|2|8|2
klingelineling|klingelingeling|06-288-3-IV-Weg.csv|1|1|1
spran|sprang|06-288-3-IV-Weg.csv|1|9|1
Freudetränen|Freudentränen|06-288-3-IV-Weg.csv|1|36|1
sprarchlos|sprachlos|06-288-3-IV-Weg.csv|1|1|1
and|an|06-288-3-IV-Weg.csv|10|15|4
wide|wieder|06-288-3-IV-Weg.csv|2|207|2
scharle|Schale|06-289-3-IV-Weg.csv|1|1|1
hunde-Lekerlis|Hundeleckerlis|06-289-3-IV-Weg.csv|1|5|1
basirte|passierte|06-289-3-IV-Weg.csv|1|18|1
glingelt|klingelt|06-289-3-IV-Weg.csv|3|66|3
telefonirten|telefonierten|06-289-3-IV-Weg.csv|1|2|1
gamen|kamen|06-289-3-IV-Weg.csv|1|19|1
geglingelt|geklingelt|06-289-3-IV-Weg.csv|1|13|1
veck|weg|06-290-3-IV-Weg.csv|2|94|2
plagate|Plakate|06-290-3-IV-Weg.csv|1|88|1
bisyen|bisschen|06-290-3-IV-Weg.csv|2|57|2
munt|Mund|06-290-3-IV-Weg.csv|1|5|1
Bobon|Bonbon|06-290-3-IV-Weg.csv|1|2|1
wor|vor|06-290-3-IV-Weg.csv|5|66|2
gegannen|gegangen|06-291-3-IV-Weg.csv|3|57|3
geffunden|gefunden|06-291-3-IV-Weg.csv|1|40|1
bezitzerin|Besitzerin|06-293-3-IV-Weg.csv|1|5|1
enkte|hängte|06-293-3-IV-Weg.csv|1|23|1
blakate|Plakate|06-295-3-IV-Weg.csv|2|88|2
Fenser|Fenster|06-295-3-IV-Weg.csv|1|80|1
geschtorben|gestorben|06-295-3-IV-Weg.csv|2|9|2
HundeFuter|Hundefutter|06-299-3-IV-Weg.csv|2|23|2
schricht|spricht|06-299-3-IV-Weg.csv|2|3|2
unarmt|umarmt|06-299-3-IV-Weg.csv|1|40|1
diken|dicken|06-299-3-IV-Weg.csv|1|6|1
Sieft|Stift|06-303-3-IV-Weg.csv|1|24|1
wenm|wenn|06-303-3-IV-Weg.csv|1|46|1
anrufd|anruft|06-303-3-IV-Weg.csv|1|9|1
vinger|Finger|06-303-3-IV-Weg.csv|1|1|1
vermistt|vermisst|06-307-3-IV-Weg.csv|1|78|1
telefonnumer|Telefonnummer|06-307-3-IV-Weg.csv|2|33|2
umgefaren|umgefahren|06-307-3-IV-Weg.csv|1|1|1
Überaschung|Überraschung|06-307-3-IV-Weg.csv|6|27|6
tüss|tschüss|06-307-3-IV-Weg.csv|1|9|1
wiedergebracht|mitgebracht|06-307-3-IV-Weg.csv|1|9|1
Smeili|Smilie|06-307-3-IV-Weg.csv|1|1|1
plakatte|Plakate|06-310-3-IV-Weg.csv|2|88|2
werlaufen|verlaufen|06-313-3-IV-Weg.csv|1|2|1
klipt|klebt|06-313-3-IV-Weg.csv|1|9|1
won|von|06-313-3-IV-Weg.csv|4|76|3
ies|jetzt|06-313-3-IV-Weg.csv|1|75|1
nar|nach|06-313-3-IV-Weg.csv|3|37|1
Husse|Hause|06-313-3-IV-Weg.csv|1|14|1
Faindt|weint|06-313-3-IV-Weg.csv|1|67|1
Klinget|klingelt|06-313-3-IV-Weg.csv|2|66|2
kot|kuckt|06-313-3-IV-Weg.csv|1|152|1
Fensder|Fenster|06-313-3-IV-Weg.csv|1|80|1
Röken|Rücken|06-313-3-IV-Weg.csv|1|1|1
Loscha|Lutscher|06-313-3-IV-Weg.csv|1|56|1
sin|sein|06-313-3-IV-Weg.csv|19|20|1
Lidlikessen|Lieblingsessen|06-313-3-IV-Weg.csv|1|5|1
iez|jetzt|06-313-3-IV-Weg.csv|2|75|2
ind|sind|06-313-3-IV-Weg.csv|5|66|1
Stok|Stock|06-313-3-IV-Weg.csv|1|2|1
Fölich|fröhlich|06-313-3-IV-Weg.csv|1|92|1
Plözlich|plötzlich|06-316-3-IV-Weg.csv|47|62|2
Jeman|jemand|06-316-3-IV-Weg.csv|2|46|2
schbram|sprang|06-316-3-IV-Weg.csv|1|9|1
Korm|komm|06-316-3-IV-Weg.csv|2|32|1
Ferügter|verrückter|06-316-3-IV-Weg.csv|1|1|1
gug|guck|06-316-3-IV-Weg.csv|3|5|3
Frist|frisst|06-316-3-IV-Weg.csv|1|38|1
verschwonden|verschwunden|06-317-3-IV-Weg.csv|1|41|1
Trorrich|traurig|06-317-3-IV-Weg.csv|1|119|1
Blädter|Blätter|06-317-3-IV-Weg.csv|1|7|1
Drof|drauf|06-317-3-IV-Weg.csv|1|6|1
gefurten|gefunden|06-317-3-IV-Weg.csv|1|40|1
aihr|ihr|06-317-3-IV-Weg.csv|1|40|1
vrölich|fröhlich|06-317-3-IV-Weg.csv|1|92|1
gekommmen|gekommen|06-322-3-IV-Weg.csv|1|26|1
want|Wand|06-326-3-IV-Weg.csv|2|5|1
fen|wenn|06-326-3-IV-Weg.csv|1|46|1
Telewoniret|telefoniert|06-326-3-IV-Weg.csv|1|13|1
wrei|freut|06-326-3-IV-Weg.csv|1|42|1
Klinges|klingelt|06-326-3-IV-Weg.csv|1|66|1
saut|schaut|06-326-3-IV-Weg.csv|1|2|1
dust|durch|06-326-3-IV-Weg.csv|1|16|1
sann|dann|06-326-3-IV-Weg.csv|1|651|1
grücken|drücken|06-326-3-IV-Weg.csv|1|1|1
vermisstdenPlakate|Vermisstenplakate|06-327-3-IV-Weg.csv|1|2|1
nähmlich|nämlich|06-327-3-IV-Weg.csv|3|21|3
Tefefonnummer|Telefonnummer|06-327-3-IV-Weg.csv|1|33|1
Bestimt|Bestimmt|06-327-3-IV-Weg.csv|1|1|1
jeman|jemand|06-327-3-IV-Weg.csv|4|46|4
mi|mir|06-327-3-IV-Weg.csv|1|9|1
hat|Hand|06-327-3-IV-Weg.csv|2|22|2
Straf|Straße|06-328-3-IV-Weg.csv|1|9|1
weleche|welche|06-328-3-IV-Weg.csv|1|1|1
parr|paar|06-328-3-IV-Weg.csv|4|40|4
Stekbirefe|Steckbriefe|06-329-3-IV-Weg.csv|1|23|1
se|sie|06-329-3-IV-Weg.csv|9|86|6
Bist|Bis|06-329-3-IV-Weg.csv|1|1|1
kaeiner|keiner|06-329-3-IV-Weg.csv|1|12|1
mana|Mama|06-329-3-IV-Weg.csv|1|2|1
StrekBriefe|Steckbriefe|06-329-3-IV-Weg.csv|1|23|1
trauraig|traurig|06-329-3-IV-Weg.csv|1|119|1
üner|immer|06-329-3-IV-Weg.csv|1|59|1
kanns|kannst|06-329-3-IV-Weg.csv|2|16|1
mächte|möchte|06-329-3-IV-Weg.csv|1|14|1
darausen|draußen|06-329-3-IV-Weg.csv|2|74|2
gegen|gehen|06-329-3-IV-Weg.csv|5|78|3
rundter|runter|06-329-3-IV-Weg.csv|2|60|2
Baden|Boden|06-329-3-IV-Weg.csv|1|9|1
hau|wau|06-329-3-IV-Weg.csv|3|8|3
füter|Futter|06-329-3-IV-Weg.csv|1|31|1
tags|Tages|06-331-3-IV-Weg.csv|1|5|1
ruschten|rutschten|06-331-3-IV-Weg.csv|1|1|1
rusche|Rutsche|06-331-3-IV-Weg.csv|1|1|1
kliel|klingelt|06-331-3-IV-Weg.csv|1|66|1
Luscha|Lutscher|06-331-3-IV-Weg.csv|2|56|2
freude|Freunde|06-331-3-IV-Weg.csv|1|3|1
gewoden|geworden|06-331-3-IV-Weg.csv|1|4|1
nieman|niemand|06-334-3-IV-Weg.csv|2|18|2
angerufen-|angerufen|06-334-3-IV-Weg.csv|1|11|1
deann|dann|06-338-3-IV-Weg.csv|1|651|1
Hengt|Hängt|06-338-3-IV-Weg.csv|9|1|1
paglate|Plakate|06-338-3-IV-Weg.csv|1|88|1
aus|Haus|06-338-3-IV-Weg.csv|4|3|1
vfro|froh|06-338-3-IV-Weg.csv|1|35|1
bischeen|bisschen|06-338-3-IV-Weg.csv|1|57|1
daruf|darauf|06-338-3-IV-Weg.csv|1|2|1
kilingelt|klingelt|06-338-3-IV-Weg.csv|1|66|1
vermder|Fremder|06-338-3-IV-Weg.csv|1|1|1
plötalich|plötzlich|06-339-3-IV-Weg.csv|1|62|1
Telefonirten|telefonierten|06-339-3-IV-Weg.csv|1|2|1
wolt|wollte|06-339-3-IV-Weg.csv|2|201|1
drekt|direkt|06-339-3-IV-Weg.csv|2|13|2
geckommen|gekommen|06-339-3-IV-Weg.csv|3|26|3
Portuonen|Portionen|06-339-3-IV-Weg.csv|1|1|1
Mogens|Morgens|06-340-3-IV-Weg.csv|1|3|1
such|sucht|06-340-3-IV-Weg.csv|2|11|1
scheibt|schreibt|06-340-3-IV-Weg.csv|1|1|1
geveint|geweint|06-342-3-IV-Weg.csv|1|7|1
vartete|wartete|06-342-3-IV-Weg.csv|1|19|1
ummarmen|umarmen|06-346-3-IV-Weg.csv|1|15|1
dardrauf|dadrauf|06-347-3-IV-Weg.csv|1|1|1
Hir|Hier|06-347-3-IV-Weg.csv|4|6|3
dic|dich|06-347-3-IV-Weg.csv|1|5|1
TelefonNumer|Telefonnummer|06-349-3-IV-Weg.csv|1|33|1
Wohnzemmer|Wohnzimmer|06-354-3-IV-Weg.csv|1|4|1
Stund|Stunde|06-354-3-IV-Weg.csv|3|8|3
öfnete|öffnete|06-359-3-IV-Weg.csv|5|9|5
verrschwunden|verschwunden|06-360-3-IV-Weg.csv|2|41|2
An|Ein|06-360-3-IV-Weg.csv|3|3|3
wustes|wusstest|06-360-3-IV-Weg.csv|1|2|1
afreulich|erfreulich|06-360-3-IV-Weg.csv|1|1|1
Nar|Na|06-360-3-IV-Weg.csv|1|4|1
gehort|gehört|06-360-3-IV-Weg.csv|6|14|6
gets|gehts|06-360-3-IV-Weg.csv|3|6|3
umart|umarmt|06-360-3-IV-Weg.csv|1|40|1
vreudetrenen|Freudentränen|06-360-3-IV-Weg.csv|1|36|1
Jurge|Junge|06-361-3-IV-Weg.csv|1|8|1
vienden|finden|06-369-3-IV-Weg.csv|1|1|1
gefrät|gefreut|06-369-3-IV-Weg.csv|1|24|1
Loliepop|Lollipop|06-369-3-IV-Weg.csv|1|44|1
Plackete|Plakate|06-371-3-IV-Weg.csv|1|88|1
hates|hattest|06-371-3-IV-Weg.csv|1|2|1
gesehe|gesehen|06-371-3-IV-Weg.csv|1|97|1
Ihn|In|06-371-3-IV-Weg.csv|3|3|3
Liblingsgeschmack|Lieblingsgeschmack|06-371-3-IV-Weg.csv|1|1|1
aufgessen|aufgegessen|06-371-3-IV-Weg.csv|1|3|1
Hundefutter-|Hundefutter|06-373-3-IV-Weg.csv|1|23|1
geruchen|gerochen|06-373-3-IV-Weg.csv|1|9|1
Telefonummern|Telefonnummern|06-373-3-IV-Weg.csv|1|1|1
taurig|traurig|06-376-3-IV-Weg.csv|1|119|1
machmal|manchmal|06-376-3-IV-Weg.csv|1|1|1
Spass|Spaß|06-378-3-IV-Weg.csv|1|4|1
nürgens|nirgends|06-378-3-IV-Weg.csv|2|2|2
Möchtes|Möchtest|06-378-3-IV-Weg.csv|1|1|1
widergeben|wiedergeben|06-379-3-IV-Weg.csv|1|2|1
kanz|ganz|06-382-3-IV-Weg.csv|2|48|1
geklingetlt|geklingelt|06-382-3-IV-Weg.csv|1|13|1
kuk|Kuck|06-382-3-IV-Weg.csv|5|3|1
ungen|hungern|06-382-3-IV-Weg.csv|1|1|1
fermiste|vermisste|06-387-3-IV-Weg.csv|2|8|2
Plz-|PLZ|06-387-3-IV-Weg.csv|1|1|1
plötslich|plötzlich|06-387-3-IV-Weg.csv|2|62|2
Darbei|Dabei|06-387-3-IV-Weg.csv|1|3|1
Hausmauren|Hausmauern|06-390-3-IV-Weg.csv|1|1|1
Vermist|Vermisst|06-396-3-IV-Weg.csv|2|2|2
Hiterwand|Hinterwand|06-396-3-IV-Weg.csv|1|1|1
vermisten|vermissten|06-396-3-IV-Weg.csv|2|2|2
waret|wartet|06-396-3-IV-Weg.csv|1|67|1
Fulr|Flur|06-396-3-IV-Weg.csv|1|4|1
Rat|Rate|06-396-3-IV-Weg.csv|1|1|1
ameisten|meisten|06-397-3-IV-Weg.csv|1|1|1
Nagsten|nächsten|06-398-3-IV-Weg.csv|1|34|1
Telofon|Telefon|06-398-3-IV-Weg.csv|3|39|3
behrschen|beherrschen|06-398-3-IV-Weg.csv|1|1|1
risig|riesig|06-399-3-IV-Weg.csv|2|2|2
wackeld|wackelt|06-405-3-IV-Weg.csv|3|17|3
fiell|viel|06-409-3-IV-Weg.csv|3|9|2
ers|erst|06-409-3-IV-Weg.csv|3|1|1
trauri|traurig|06-409-3-IV-Weg.csv|1|119|1
erfaht|erfahrt|06-409-3-IV-Weg.csv|1|1|1
schte|steht|06-409-3-IV-Weg.csv|1|37|1
schnkt|schenkt|06-409-3-IV-Weg.csv|1|4|1
halle|alle|06-409-3-IV-Weg.csv|1|39|1
vergist|vergisst|06-412-3-IV-Weg.csv|10|24|10
kake|Kacke|06-412-3-IV-Weg.csv|1|1|1
trapfen|Tropfen|06-412-3-IV-Weg.csv|1|14|1
heise|heiße|06-412-3-IV-Weg.csv|1|1|1
Hundefantom|Hundephantom|06-412-3-IV-Weg.csv|3|3|3
sch|schon|06-412-3-IV-Weg.csv|2|20|1
annimst|annimmst|06-412-3-IV-Weg.csv|1|1|1
ein|an|06-413-3-IV-Weg.csv|4|15|2
schiken|schicken|06-416-3-IV-Weg.csv|2|2|2
zurhause|Zuhause|06-416-3-IV-Weg.csv|1|2|1
futerte|futterte|06-416-3-IV-Weg.csv|1|1|1
biskien|bisschen|06-416-3-IV-Weg.csv|1|57|1
Nachichten|Nachrichten|06-417-3-IV-Weg.csv|1|1|1
eiene|eine|06-417-3-IV-Weg.csv|1|9|1
Anruft|Anruf|06-422-3-IV-Weg.csv|1|12|1
rs|es|06-423-3-IV-Weg.csv|1|14|1
anruhf|Anruf|06-423-3-IV-Weg.csv|2|12|2
aperad|Apparat|06-423-3-IV-Weg.csv|1|2|1
erwichen|erwischen|06-423-3-IV-Weg.csv|1|1|1
dihr|dir|06-423-3-IV-Weg.csv|2|24|2
wahrtete|wartete|06-423-3-IV-Weg.csv|1|19|1
schälte|schellte|06-423-3-IV-Weg.csv|2|5|2
zuhr|zur|06-423-3-IV-Weg.csv|2|6|2
verstekte|versteckte|06-423-3-IV-Weg.csv|3|7|3
Kuhm|kaum|06-423-3-IV-Weg.csv|1|1|1
darfür|dafür|06-423-3-IV-Weg.csv|2|2|2
neteste|Netteste|06-423-3-IV-Weg.csv|2|1|1
Hir|hier|06-425-3-IV-Weg.csv|4|55|1
Kome|komme|06-425-3-IV-Weg.csv|1|7|1
ißst|isst|06-425-3-IV-Weg.csv|1|57|1
Trauich|traurig|06-427-3-IV-Weg.csv|1|119|1
Glüklisch|glücklich|06-427-3-IV-Weg.csv|1|163|1
fubei|vorbei|06-427-3-IV-Weg.csv|1|20|1
Hundevutech|Hundefutter|06-427-3-IV-Weg.csv|1|23|1
Plagte|Plakate|06-434-3-IV-Weg.csv|1|88|1
frate|fragte|06-434-3-IV-Weg.csv|1|11|1
as|aus|06-434-3-IV-Weg.csv|3|15|1
überral|überall|06-435-3-IV-Weg.csv|1|35|1
gekloppft|geklopft|06-435-3-IV-Weg.csv|1|4|1
schuhn|schon|06-436-3-IV-Weg.csv|2|20|2
aufgehhengt|aufgehängt|06-436-3-IV-Weg.csv|1|15|1
anruhft|anruft|06-436-3-IV-Weg.csv|1|9|1
ruhft|ruft|06-436-3-IV-Weg.csv|1|15|1
ruhm|rum|06-436-3-IV-Weg.csv|1|1|1
gehult|geholt|06-436-3-IV-Weg.csv|1|4|1
kanst|Kannst|06-436-3-IV-Weg.csv|14|6|1
fur|vor|06-436-3-IV-Weg.csv|9|66|1
kumm|Komm|06-436-3-IV-Weg.csv|1|5|1
lotzen|lutschen|06-436-3-IV-Weg.csv|1|1|1
rahr|sah|06-442-3-IV-Weg.csv|1|46|1
Hundefütter|Hundefutter|06-442-3-IV-Weg.csv|2|23|2
Wartt|wartet|06-442-3-IV-Weg.csv|1|67|1
ragte|sagte|06-442-3-IV-Weg.csv|2|39|2
deinr|deiner|06-442-3-IV-Weg.csv|1|1|1
ausgbrochen|ausgebrochen|06-443-3-IV-Weg.csv|1|1|1
nachste|nächste|06-443-3-IV-Weg.csv|1|6|1
leüfst|läufst|06-443-3-IV-Weg.csv|1|2|1
stürtst|stürzt|06-443-3-IV-Weg.csv|1|14|1
mözHunger|Mordshunger|06-443-3-IV-Weg.csv|1|1|1
schlimeß|Schlimmes|06-445-3-IV-Weg.csv|1|3|1
konhte|konnte|06-445-3-IV-Weg.csv|1|31|1
etwos|etwas|06-445-3-IV-Weg.csv|1|5|1
grusiliges|Gruseliges|06-445-3-IV-Weg.csv|1|2|1
niehmant|niemand|06-445-3-IV-Weg.csv|1|18|1
zewecklos|zwecklos|06-445-3-IV-Weg.csv|1|1|1
liebling'sfutter|Lieblingsfutter|06-445-3-IV-Weg.csv|1|1|1
nätürlich|natürlich|06-445-3-IV-Weg.csv|2|19|2
traurieg|traurig|06-445-3-IV-Weg.csv|4|119|4
frohlich|fröhlich|06-445-3-IV-Weg.csv|5|92|5
sgter|sagte|06-447-3-IV-Weg.csv|1|39|1
frolig|fröhlich|06-447-3-IV-Weg.csv|1|92|1
Siht|sieht|06-447-3-IV-Weg.csv|1|159|1
vemist|vermisst|06-450-3-IV-Weg.csv|1|78|1
nehmmen|nehmen|06-450-3-IV-Weg.csv|1|11|1
gahb|gab|06-450-3-IV-Weg.csv|3|10|3
alen|allen|06-458-3-IV-Weg.csv|1|1|1
Stechbriefe|Steckbriefe|06-458-3-IV-Weg.csv|1|23|1
fenste|Fenster|06-458-3-IV-Weg.csv|2|80|2
fermisterannzeigen|Vermisstenanzeigen|06-463-3-IV-Weg.csv|1|3|1
auftn|auf|06-463-3-IV-Weg.csv|1|17|1
houswenden|Hauswänden|06-463-3-IV-Weg.csv|1|1|1
vileicht|vielleicht|06-463-3-IV-Weg.csv|4|27|3
überfahn|überfahren|06-463-3-IV-Weg.csv|1|1|1
hibt|hebt|06-463-3-IV-Weg.csv|1|2|1
glüklicher|glücklicher|06-463-3-IV-Weg.csv|1|2|1
stich|Stift|06-463-3-IV-Weg.csv|1|24|1
Iir|Ihr|06-463-3-IV-Weg.csv|1|1|1
schert|schellt|06-463-3-IV-Weg.csv|1|9|1
stralent|strahlend|06-463-3-IV-Weg.csv|1|1|1
unarnt|umarmt|06-463-3-IV-Weg.csv|1|40|1
diee|die|06-464-3-IV-Weg.csv|1|14|1
freute-|freute|06-464-3-IV-Weg.csv|1|5|1
wörd|wird|06-466-3-IV-Weg.csv|1|27|1
genk|ging|06-466-3-IV-Weg.csv|1|19|1
kürz|kurz|06-466-3-IV-Weg.csv|1|5|1
gescheft|Geschäft|06-466-3-IV-Weg.csv|2|2|2
fargas|vergaß|06-466-3-IV-Weg.csv|1|27|1
fahr|war|06-466-3-IV-Weg.csv|2|109|2
gam|kam|06-466-3-IV-Weg.csv|4|129|4
beel|bell|06-466-3-IV-Weg.csv|1|2|1
Horst|hörst|06-466-3-IV-Weg.csv|1|1|1
äge|Ecke|06-466-3-IV-Weg.csv|1|5|1
Beld|Bild|06-466-3-IV-Weg.csv|4|5|1
Telofonnume|Telefonnummer|06-466-3-IV-Weg.csv|1|33|1
genke|ging|06-466-3-IV-Weg.csv|1|19|1
fartete|wartete|06-466-3-IV-Weg.csv|3|19|3
Tatzsechlich|tatsächlich|06-466-3-IV-Weg.csv|1|7|1
ferchwunden|verschwunden|06-468-3-IV-Weg.csv|1|41|1
wachtete|wartete|06-468-3-IV-Weg.csv|1|19|1
gehtarn|getan|06-468-3-IV-Weg.csv|1|11|1
ankst|Angst|06-468-3-IV-Weg.csv|1|12|1
danse|ganze|06-468-3-IV-Weg.csv|1|20|1
nnurmal|nunmal|06-468-3-IV-Weg.csv|1|1|1
sopp|Stopp|06-468-3-IV-Weg.csv|1|1|1
vermmist|vermisst|06-471-3-IV-Weg.csv|1|78|1
verschwuden|verschwunden|06-471-3-IV-Weg.csv|1|41|1
Plakartte|Plakate|06-471-3-IV-Weg.csv|1|88|1
wardt|wartet|06-471-3-IV-Weg.csv|1|67|1
ver-|wer|06-471-3-IV-Weg.csv|1|5|1
Happ|Happy|06-471-3-IV-Weg.csv|2|3|2
WerLibd|Verliebt|06-472-3-IV-Weg.csv|1|1|1
gegane|gegangen|06-472-3-IV-Weg.csv|1|57|1
dawohon|davon|06-472-3-IV-Weg.csv|1|12|1
telerenit|telefoniert|06-472-3-IV-Weg.csv|1|13|1
Were|Wer|06-472-3-IV-Weg.csv|1|1|1
Jemahd|Jemand|06-472-3-IV-Weg.csv|1|3|1
Horben|Haben|06-472-3-IV-Weg.csv|1|1|1
JppJ|Jippie|06-472-3-IV-Weg.csv|2|3|2
Has|hast|06-472-3-IV-Weg.csv|1|10|1
ko|kuck|06-472-3-IV-Weg.csv|1|9|1
ma|mal|06-472-3-IV-Weg.csv|4|19|2
fals|Falls|06-473-3-IV-Weg.csv|10|2|1
grosen|großen|06-473-3-IV-Weg.csv|1|2|1
auffrist|auffrisst|06-473-3-IV-Weg.csv|1|1|1
Staadt|Stadt|06-474-3-IV-Weg.csv|1|27|1
rif|rief|06-474-3-IV-Weg.csv|8|11|8
Hohrer|Hörer|06-474-3-IV-Weg.csv|1|5|1
siee|sie|06-474-3-IV-Weg.csv|1|86|1
1234schulle|1234-Schule|06-477-3-IV-Weg.csv|1|1|1
Sontagmorgen|Sonntagmorgen|06-477-3-IV-Weg.csv|2|2|2
Fon|von|06-477-3-IV-Weg.csv|2|76|2
Jiemand|jemand|06-477-3-IV-Weg.csv|1|46|1
nechsten|nächsten|06-477-3-IV-Weg.csv|3|34|3
geburstag|Geburtstag|06-477-3-IV-Weg.csv|2|3|2
entteuscht|enttäuscht|06-478-3-IV-Weg.csv|1|8|1
häpt|hebt|06-478-3-IV-Weg.csv|1|2|1
gugkt|guckt|06-478-3-IV-Weg.csv|2|49|2
zurükgebracht|zurückgebracht|06-478-3-IV-Weg.csv|1|1|1
soltest|solltest|06-478-3-IV-Weg.csv|1|1|1
schütellt|schüttelt|06-478-3-IV-Weg.csv|1|2|1
dole|doll|06-478-3-IV-Weg.csv|3|16|2
denn|dann|06-486-3-IV-Weg.csv|88|651|1
angehägen|angehängt|06-486-3-IV-Weg.csv|1|1|1
anns|ans|06-486-3-IV-Weg.csv|2|6|2
gehocht|gehockt|06-486-3-IV-Weg.csv|1|1|1
bist|bis|06-486-3-IV-Weg.csv|2|21|2
mit|mir|06-486-3-IV-Weg.csv|1|9|1
trensch|Tränen|06-486-3-IV-Weg.csv|1|15|1
geschitscht|Geschichte|06-486-3-IV-Weg.csv|1|14|1
horer|Hörer|06-491-3-IV-Weg.csv|1|5|1
Dann-|Dann|06-492-3-IV-Weg.csv|1|197|1
rei|rein|06-492-3-IV-Weg.csv|1|8|1
Jetzt-|Jetzt|06-492-3-IV-Weg.csv|1|27|1
pasierte|passierte|06-493-3-IV-Weg.csv|2|18|2
Schuhkwende|Schulwände|06-497-3-IV-Weg.csv|1|1|1
Telefohn|Telefon|06-497-3-IV-Weg.csv|4|39|4
trozdem|trotzdem|06-497-3-IV-Weg.csv|3|10|3
weinde|weinte|06-497-3-IV-Weg.csv|1|11|1
diesma|diesmal|06-497-3-IV-Weg.csv|2|3|2
heisen|heißen|06-500-3-IV-Weg.csv|2|3|2
trraurig|traurig|06-500-3-IV-Weg.csv|1|119|1
strallte|strahlte|06-500-3-IV-Weg.csv|1|3|1
ass|aß|06-500-3-IV-Weg.csv|3|7|3
Hatt|hat|06-603-3-IV-Weg.csv|1|131|1
kulli|Kuli|06-604-3-IV-Weg.csv|1|5|1
rufft|ruft|06-607-3-IV-Weg.csv|1|15|1
anruff|Anruf|06-607-3-IV-Weg.csv|1|12|1
dmit|damit|06-612-3-IV-Weg.csv|2|8|2
budeln|buddeln|06-612-3-IV-Weg.csv|1|1|1
fille|viele|06-612-3-IV-Weg.csv|1|4|1
anrüfe|Anrufe|06-612-3-IV-Weg.csv|2|2|2
weiynte|weinte|06-612-3-IV-Weg.csv|1|11|1
geKugt|gekuckt|06-612-3-IV-Weg.csv|1|33|1
bomboms|Bonbons|06-612-3-IV-Weg.csv|1|1|1
dabeiy|dabei|06-612-3-IV-Weg.csv|1|13|1
Klingette|klingelte|06-612-3-IV-Weg.csv|1|23|1
Knabaessen|Knabberessen|06-612-3-IV-Weg.csv|1|1|1
hungrich|hungrig|06-620-3-IV-Weg.csv|1|11|1
schell|schnell|06-620-3-IV-Weg.csv|3|76|3
Plakata|Plakate|06-622-3-IV-Weg.csv|1|88|1
hunge|Hunger|06-622-3-IV-Weg.csv|1|8|1
Danah|Danach|06-622-3-IV-Weg.csv|2|18|2
danah|danach|06-622-3-IV-Weg.csv|1|21|1
verschwundden|verschwunden|06-640-3-IV-Weg.csv|1|41|1
eineir|einer|06-640-3-IV-Weg.csv|1|9|1
