|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
13930|knudellich|knuddelig|07-024-4-I-Schule.csv|1|1|1|knudellich|['undenklich']
13931|fütchen|Pfötchen|07-024-4-I-Schule.csv|1|9|1|fütchen|['Hütchen', 'Füßchen']
13932|das|dass|07-024-4-I-Schule.csv|985|1017|981|das|
13933|das|dass|07-024-4-I-Schule.csv|985|1017|981|das|
13934|lanweilig|langweilig|07-024-4-I-Schule.csv|2|4|2|lanweilig|['langweilig', 'langwellig', 'langweile', 'Langeweile', 'anteilig']
13935|den|denn|07-024-4-I-Schule.csv|122|119|117|den|
13936|hate|hatte|07-024-4-I-Schule.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
13937|das|dass|07-025-4-I-Schule.csv|985|1017|981|das|
13938|gerant|gerannt|07-025-4-I-Schule.csv|18|44|18|gerant|['gerannt', 'geraunt', 'geragt', 'gebrannt', 'herantrage', 'angeraut', 'antrage']
13939|das|dass|07-025-4-I-Schule.csv|985|1017|981|das|
13940|gieb|gib|07-025-4-I-Schule.csv|5|7|5|gieb|['gib', 'bieg', 'rieb', 'gier', 'lieb', 'Sieb', 'Dieb', 'Hieb']
13941|fötchen|Pfötchen|07-025-4-I-Schule.csv|4|9|4|fötchen|['Pfötchen', 'Brötchen']
13942|gesehn|gesehen|07-025-4-I-Schule.csv|17|97|17|gesehn|['gesehen', 'gesehnt', 'gesessen']
13943|das|dass|07-025-4-I-Schule.csv|985|1017|981|das|
13944|wersehn|Versehen|07-025-4-I-Schule.csv|1|20|1|wersehn|['ersehne']
13945|Fote|Pfote|07-025-4-I-Schule.csv|6|19|6|Fote|['Fotze', 'Rote', 'Tote', 'Foto', 'Lote', 'Note', 'Gote', 'Bote', 'Zote', 'Pfote', 'Forste']
13946|rausgekugt|rausgekuckt|07-025-4-I-Schule.csv|1|1|1|rausgekugt|['ausgesaugt', 'herausgeragt', 'ausgekratzt', 'ausgelaugt']
13947|sahsen|saßen|07-025-4-I-Schule.csv|2|10|2|sahsen|['hassen', 'sahen', 'sahnen', 'sausen', 'Sachsen']
13948|aufgepast|aufgepasst|07-025-4-I-Schule.csv|3|4|3|aufgepast|['aufgepasst']
13949|erschregt|erschreckt|07-025-4-I-Schule.csv|3|30|3|erschregt|['erschreckt', 'erschlagt', 'erschlägt', 'erschlugt']
13950|geschimft|geschimpft|07-025-4-I-Schule.csv|1|4|1|geschimft|['geschimpft', 'geschifft', 'geschimmert', 'geschimmelt']
13951|susamen|zusammen|07-026-4-I-Schule.csv|2|44|2|susamen|['zusammen', 'Samen']
13952|suhr|zur|07-026-4-I-Schule.csv|2|6|2|suhr|['sehr', 'fuhr', 'Ruhr', '-uhr']
13953|suhr|zur|07-026-4-I-Schule.csv|2|6|2|suhr|['sehr', 'fuhr', 'Ruhr', '-uhr']
13954|nemen|nehmen|07-026-4-I-Schule.csv|7|11|7|nemen|['nehmen', 'neuen', 'neben', 'Jemen']
13955|ferstegt|versteckt|07-026-4-I-Schule.csv|4|44|4|ferstegt|['ersteigt', 'erstiegt']
13956|irer|ihrer|07-026-4-I-Schule.csv|5|7|5|irer|['irre', 'irr', 'irrer', 'ihrer', 'Ire']
13957|Jake|Jacke|07-026-4-I-Schule.csv|31|55|31|Jake|['Jacke', 'Hake', 'Jage']
13958|Alls|Als|07-026-4-I-Schule.csv|19|26|18|Alls|
13959|schlübft|schlüpft|07-026-4-I-Schule.csv|2|3|2|schlübft|['schlürft', 'schlüpft', 'schlifft']
13960|Jake|Jacke|07-026-4-I-Schule.csv|31|55|31|Jake|['Jacke', 'Hake', 'Jage']
13961|Drausen|Draußen|07-026-4-I-Schule.csv|8|2|2|Drausen|['Drusen', 'Grausen', 'Brausen', 'Krausen', 'Draußen', 'Aussenden', 'Ausdrehen']
13962|fligt|fliegt|07-026-4-I-Schule.csv|16|29|16|fligt|['fliegt', 'flogt']
13963|fengt|fängt|07-026-4-I-Schule.csv|12|29|12|fengt|['engt', 'fegt', 'sengt', 'fingt', 'fangt', 'mengt', 'fängt', 'f engt']
13964|su|zu|07-026-4-I-Schule.csv|7|18|7|su|['u', 's', 'au', 'tu', 'so', 'du', 'zu', 'Au', 's u']
13965|belen|bellen|07-026-4-I-Schule.csv|15|17|10|belen|['leben', 'bellen', 'beten', 'beben', 'Gelen', 'Helen', 'belegen', 'belesen', 'Belegen', 'beseelen']
13966|Lerein|Lehrerin|07-026-4-I-Schule.csv|1|101|1|Lerein|['Leiern', 'Lernei', 'Herein', 'Verein', 'Einerlei', 'Ereilen', 'Leiterin', 'Ereile']
13967|gomt|kommt|07-026-4-I-Schule.csv|3|69|3|gomt|['Gott']
13968|aba|aber|07-026-4-I-Schule.csv|21|60|21|aba|['ab', 'ab a']
13969|schümft|schimpft|07-026-4-I-Schule.csv|1|6|1|schümft|['schürft', 'schlürft']
13970|nich|nicht|07-026-4-I-Schule.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
13971|Schuhle|Schule|07-028-4-I-Schule.csv|12|27|12|Schuhle|['Schule', 'Schuhe', 'Schuhöle', 'Schleuse', 'Schuh']
13972|bringd|bringt|07-028-4-I-Schule.csv|1|14|1|bringd|['bringt', 'bring', 'bringe', 'bring d']
13973|abgelegt|abgeleckt|07-028-4-I-Schule.csv|2|5|2|abgelegt|
13974|wergesen|vergessen|07-028-4-I-Schule.csv|7|139|6|wergesen|['vergessen', 'weggesehen', 'gewesenen', 'gewesen']
13975|vegzubringen|wegzubringen|07-028-4-I-Schule.csv|1|1|1|vegzubringen|['vorzubringen', 'einzubringen', 'beizubringen', 'entgegenzubringen']
13976|erschrogen|erschrocken|07-028-4-I-Schule.csv|1|38|1|erschrogen|['erschrocken', 'verschroben', 'erschlagen', 'erschlugen']
13977|wolte|wollte|07-029-4-I-Schule.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
13978|wolte|wollte|07-029-4-I-Schule.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
13979|kuk|kuck|07-029-4-I-Schule.csv|5|9|4|kuk|['buk', 'Kuh']
13980|mall|mal|07-029-4-I-Schule.csv|17|19|15|mall|['all', 'mal', 'male', 'malt', 'Call', 'Hall', 'Ball', 'Fall', 'Wall', '-all', 'm all', 'mal l', 'Mal']
13981|wemm|wem|07-029-4-I-Schule.csv|2|1|1|wemm|['wem', 'wem m', 'Emma']
13982|wragte|fragte|07-029-4-I-Schule.csv|3|11|3|wragte|['ragte', 'wagte', 'fragte', 'w ragte']
13983|wemm|Wem|07-029-4-I-Schule.csv|2|1|1|wemm|['wem', 'wem m', 'Emma']
13984|wolte|wollte|07-029-4-I-Schule.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
13985|gekukt|gekuckt|07-029-4-I-Schule.csv|11|33|11|gekukt|['geulkt']
13986|Mahteaufgaben|Matheaufgaben|07-029-4-I-Schule.csv|1|2|1|Mahteaufgaben|['Aufgemachten']
13987|wolte|wollte|07-029-4-I-Schule.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
13988|wolte|wollte|07-029-4-I-Schule.csv|173|201|173|wolte|['wollte', 'walte', 'wolle', 'holte']
13989|einmall|einmal|07-029-4-I-Schule.csv|19|62|19|einmall|['einmal', 'einmal l', 'Einfall', 'allgemein', 'allein']
13990|Hörer|Höre|07-029-4-I-Schule.csv|1|1|1|Hörer|
13991|erger|Ärger|07-029-4-I-Schule.csv|29|39|29|erger|['reger', 'Berger', 'arger', 'enger', 'ärger', 'Ärger', 'ergehe', 'ergebe', 'berge', 'Berge']
13992|winde|finde|07-029-4-I-Schule.csv|1|1|1|winde|
13993|trefen|treffen|07-031-4-I-Schule.csv|16|22|16|trefen|['triefen', 'treffen', 'tiefen', 'trafen', 'treten', 'treuen', 'träfen', 'Treffen', 'Treffern', 'treffe', 'Referent']
13994|Jetct|jetzt|07-031-4-I-Schule.csv|1|75|1|Jetct|['Jetzt', 'Jettet']
13995|konzantrien|konzentrieren|07-031-4-I-Schule.csv|1|2|1|konzantrien|['Konzentrieren', 'konzentrieren', 'konzentriere', 'Konzentration']
13996|belt|bellt|07-031-4-I-Schule.csv|91|138|91|belt|['lebt', 'bellt', 'bebt', 'Welt', 'Zelt', 'bettelt', 'Betel']
13997|Lehrerien|Lehrerin|07-031-4-I-Schule.csv|2|101|2|Lehrerien|['Lehrerin', 'Lehrserien', 'Lehreriren', 'Lehrferien', 'Lehrerwien', 'Lehreiern', 'Lehrarien', 'Lehrerren', 'Lehrerion', 'Lehrerlen', 'Lehrerden', 'Lehrergen', 'Lehrerben', 'Lehrerzen']
13998|geschpielt|gespielt|07-035-4-I-Schule.csv|2|6|2|geschpielt|['geschielt', 'geschniegelt', 'gescheitelt', 'geschmirgelt', 'hochgespielt']
13999|Hausofgaben|Hausaufgaben|07-035-4-I-Schule.csv|1|1|1|Hausofgaben|['Haushofgaben', 'Herausgaben']
14000|überast|überrascht|07-037-4-I-Schule.csv|1|11|1|überast|['Überast', 'überlast', 'überaßt', 'Oberast', 'übe rast', 'übe-rast', 'Überlast', 'überragst', 'überlasst', 'überglast']
14001|den|denn|07-037-4-I-Schule.csv|122|119|117|den|
14002|verstekt|versteckt|07-037-4-I-Schule.csv|5|44|5|verstekt|['versteckt', 'versteht', 'Versteck', 'verstecke', 'verstärkt', 'versteuert']
14003|stubste|stupste|07-037-4-I-Schule.csv|1|1|1|stubste|['sturste', 'stupste', 'Substitute', 'Stube', 'staubte', 'stäubte']
14004|nehmlich|nämlich|07-037-4-I-Schule.csv|1|21|1|nehmlich|['vernehmlich']
14005|Untericht|Unterricht|07-037-4-I-Schule.csv|8|24|8|Untericht|['Untersicht', 'Unterricht', 'Unterlicht', 'Untergicht', 'Unterrichte', 'Unterbricht', 'Unterstricht', 'Unterstrich']
14006|bällt|bellt|07-037-4-I-Schule.csv|1|138|1|bällt|['bellt', 'ballt', 'fällt']
14007|erschrigt|erschrickt|07-037-4-I-Schule.csv|1|2|1|erschrigt|['erschrickt']
14008|mekert|meckert|07-037-4-I-Schule.csv|1|1|1|mekert|['meckert', 'Merker']
14009|dafon|davon|07-037-4-I-Schule.csv|10|12|10|dafon|['davon', 'Vodafone']
14010|legte|leckte|07-040-4-I-Schule.csv|2|14|2|legte|
14011|fant|fand|07-040-4-I-Schule.csv|3|5|3|fant|['fand', 'fangt', 'fast', 'faxt', 'Kant']
14012|verschwant|verschwand|07-040-4-I-Schule.csv|1|5|1|verschwant|['verschwand']
14013|gehn|gehen|07-044-4-I-Schule.csv|20|78|20|gehn|['gen', 'geh', 'gehen', 'gehe', 'gern', 'geht', 'zehn', 'geh n']
14014|unterweks|unterwegs|07-044-4-I-Schule.csv|3|6|3|unterweks|['unterwegs', 'unterweise', 'unterwerfe']
14015|sehn|sehen|07-044-4-I-Schule.csv|8|10|6|sehn|['sehen', 'sehne', 'sehnt', 'sehe', 'sein', 'sahn', 'sehr', 'seht', 'zehn', 'seh-', 'sehnig']
14016|knudelte|knuddelte|07-044-4-I-Schule.csv|1|3|1|knudelte|['trudelte']
14017|das|dass|07-044-4-I-Schule.csv|985|1017|981|das|
14018|gehn|gehen|07-044-4-I-Schule.csv|20|78|20|gehn|['gen', 'geh', 'gehen', 'gehe', 'gern', 'geht', 'zehn', 'geh n']
14019|angekomen|angekommen|07-044-4-I-Schule.csv|9|19|9|angekomen|['angekommen', 'angenommen', 'abgekommen', 'hingekommen', 'gekommenen']
14020|untericht|Unterricht|07-044-4-I-Schule.csv|9|24|9|untericht|['unterrichte', 'Unterricht', 'unterbricht', 'unterstricht']
14021|kan|kann|07-044-4-I-Schule.csv|39|54|37|kan|['an', 'kann', 'ran', 'kau', 'man', 'kam', 'van', 'San', 'Jan', 'Pan', 'Fan', 'k an']
14022|sehn|sehen|07-044-4-I-Schule.csv|8|10|6|sehn|['sehen', 'sehne', 'sehnt', 'sehe', 'sein', 'sahn', 'sehr', 'seht', 'zehn', 'seh-', 'sehnig']
14023|erschrack|erschrak|07-044-4-I-Schule.csv|11|20|11|erschrack|['erschrak', 'erschrecke']
14024|belln|bellen|07-044-4-I-Schule.csv|1|17|1|belln|['bellen', 'belle', 'bellt', 'benebeln']
14025|Uberraschung|Überraschung|07-045-4-I-Schule.csv|3|27|3|Uberraschung|['Überraschung', 'Berauschung', 'Verschraubung', 'Hubschrauber', 'Schraubung']
14026|das|dass|07-045-4-I-Schule.csv|985|1017|981|das|
14027|in|ihn|07-045-4-I-Schule.csv|261|270|260|in|
14028|genomen|genommen|07-045-4-I-Schule.csv|39|41|39|genomen|['Genomen', 'genommen', '-genomen']
14029|das|dass|07-045-4-I-Schule.csv|985|1017|981|das|
14030|das|dass|07-045-4-I-Schule.csv|985|1017|981|das|
14031|braust|brauchst|07-045-4-I-Schule.csv|2|3|2|braust|
14032|Hande|Hände|07-045-4-I-Schule.csv|1|4|1|Hande|['Hand', 'Handei', 'Handel', 'Hanse', 'Hanne', 'Lande', 'Halde', 'Hunde', 'Handy', 'Hände', 'Sande', 'Rande', 'Bande', 'Hand-', 'Hand e', 'Ahnde', 'Handle', 'Handeln', 'Handele', 'Schande', 'Anhand']
14033|das|dass|07-045-4-I-Schule.csv|985|1017|981|das|
14034|dan|dann|07-045-4-I-Schule.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
14035|züruck|zurück|07-045-4-I-Schule.csv|5|61|5|züruck|['zurück']
14036|bewor|bevor|07-045-4-I-Schule.csv|1|4|1|bewor|['bewog', 'bevor', 'beworben']
14037|nichs|nichts|07-045-4-I-Schule.csv|10|25|10|nichs|['nichts', 'nicht', 'wichs']
14038|gemach|gemacht|07-045-4-I-Schule.csv|4|13|4|gemach|['Gemach', 'gemacht', '-gemach']
14039|trefen|treffen|07-049-4-I-Schule.csv|16|22|16|trefen|['triefen', 'treffen', 'tiefen', 'trafen', 'treten', 'treuen', 'träfen', 'Treffen', 'Treffern', 'treffe', 'Referent']
14040|wolehn|wollen|07-049-4-I-Schule.csv|1|10|1|wolehn|['wohlen', 'Wollen']
14041|Schle|Schule|07-049-4-I-Schule.csv|6|27|6|Schle|['Schale', 'Schule', 'Sohle', 'Schäle', 'Schleim', 'Schlepp', 'Schleiß', 'Schlecht']
14042|Jez|Jetzt|07-049-4-I-Schule.csv|5|27|2|Jez|['Jet', 'Fez', 'Je', 'Je z']
14043|wil|will|07-049-4-I-Schule.csv|95|157|95|wil|['weil', 'will', 'wild', 'wie', 'wir', 'Nil', 'Willi']
14044|Fed|fett|07-049-4-I-Schule.csv|1|1|1|Fed|['Feld', 'Fee', 'Fez', 'Feder']
14045|Ihn|In|07-049-4-I-Schule.csv|3|3|3|Ihn|
14046|Belt|bellt|07-049-4-I-Schule.csv|20|138|20|Belt|['Beet', 'Bert', 'Bett', 'Welt', 'Zelt', 'Lebt', 'Bellt', 'Bebt', 'Bettelt', 'Betel']
14047|Dah|Da|07-049-4-I-Schule.csv|2|20|2|Dah|['Dach', 'Sah', 'Nah', 'Da', 'Das', 'Dar', 'Da h']
14048|schemt|schämt|07-049-4-I-Schule.csv|5|6|5|schemt|['schert', 'scheut', 'schämt', 'chemisch']
14049|kuken|kucken|07-049-4-I-Schule.csv|14|19|14|kuken|['kuren', 'buken', 'Luken', 'Kufen']
14050|Lererin|Lehrerin|07-049-4-I-Schule.csv|26|101|26|Lererin|['Lehrerin', 'Leserin', 'Legerin']
14051|traffen|trafen|07-052-4-I-Schule.csv|7|8|7|traffen|['raffen', 'trafen', 'straffen', 'Straffen', 'rafften', 'treffen', 't raffen', 'straffe', 'Traufen', 'Treffen', 'afferent']
14052|Hunt|Hund|07-052-4-I-Schule.csv|4|16|4|Hunt|['Hund', 'Hut', 'Bunt', 'Hurt', 'Hupt']
14053|mahte|Mathe|07-052-4-I-Schule.csv|3|15|2|mahte|['mahnte', 'mahlte', 'machte', 'ahmte', 'nahte', 'mahne', 'matte', 'malte', 'mahle', 'mähte', 'mühte', 'Machete']
14054|ind|in|07-054-4-I-Schule.csv|5|21|4|ind|['in', 'sind', 'lind', 'bind', 'Rind', 'Kind', 'Wind', 'ins', 'und', 'in d', 'Indiz']
14055|inen|ihnen|07-054-4-I-Schule.csv|8|7|6|inen|['inne', 'einen', 'innen', 'ihnen', 'Minen', 'nein', 'eine']
14056|zapelten|zappelten|07-054-4-I-Schule.csv|1|1|1|zapelten|['zappelten', 'stapelten', 'trappelten']
14057|wuf|wuff|07-054-4-I-Schule.csv|18|39|18|wuf|['auf', 'ruf', 'Ruf', 'Huf', 'Wurf']
14058|wuf|wuff|07-054-4-I-Schule.csv|18|39|18|wuf|['auf', 'ruf', 'Ruf', 'Huf', 'Wurf']
14059|direck|direkt|07-054-4-I-Schule.csv|2|13|2|direck|['dir eck', 'dir-eck', 'direkt']
14060|muste|musste|07-054-4-I-Schule.csv|24|26|24|muste|['musste', 'mute', 'mustre', 'miste', 'moste', 'puste', 'huste', 'mäste']
14061|murmmelt|murmelt|07-054-4-I-Schule.csv|1|1|1|murmmelt|['murmelt', 'Murmel']
14062|bischen|bisschen|07-054-4-I-Schule.csv|20|57|20|bischen|['bisschen', 'mischen', 'fischen', 'wischen', 'zischen', 'Nischen', 'Tischen', 'Mischen', 'Fischen']
14063|Belt|bellt|07-058-4-I-Schule.csv|20|138|20|Belt|['Beet', 'Bert', 'Bett', 'Welt', 'Zelt', 'Lebt', 'Bellt', 'Bebt', 'Bettelt', 'Betel']
14064|stan|stand|07-061-4-I-Schule.csv|1|13|1|stan|['stand', 'stank', 'stak', 'Stand']
14065|öfnete|öffnete|07-061-4-I-Schule.csv|5|9|5|öfnete|['öffnete', 'öffne']
14066|Jake|Jacke|07-061-4-I-Schule.csv|31|55|31|Jake|['Jacke', 'Hake', 'Jage']
14067|herfor|hervor|07-061-4-I-Schule.csv|5|5|5|herfor|['hervor', 'erforsche', 'Erforscher', 'Forscher']
14068|wang|fang|07-061-4-I-Schule.csv|2|4|2|wang|['wrang', 'zwang', 'Zwang', 'sang', 'wann', 'rang', 'lang', 'wand', 'bang', 'Rang', 'Tang', 'Gang', 'Hang', 'Fang', 'Wange']
14069|erchaken|erschraken|07-061-4-I-Schule.csv|1|2|1|erchaken|['erschraken', 'verhaken']
14070|worcheinen|Vorschein|07-061-4-I-Schule.csv|1|1|1|worcheinen|['wortreichen']
14071|gans|ganz|07-061-4-I-Schule.csv|30|48|30|gans|['sang', 'Gans', 'ans', '-gans', 'ganz', 'Jans', 'Pans', 'Hans', 'Fans', 'g ans']
14072|drausen|draußen|07-061-4-I-Schule.csv|54|74|54|drausen|['grausen', 'brausen', 'krausen', 'draußen', 'Drusen', 'Aussenden', 'aussenden', 'ausdrehen']
14073|belte|bellte|07-061-4-I-Schule.csv|60|82|60|belte|['lebte', 'bete', 'bellte', 'beste', 'bette', 'belle', 'beute', 'gelte', 'bebte', 'zelte', 'belegte', 'betitelte', 'Betel', 'Beutel']
14074|erchrak|erschrak|07-061-4-I-Schule.csv|2|20|2|erchrak|['erschrak', 'Charakter']
14075|Dan|Dann|07-061-4-I-Schule.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
14076|Leherin|Lehrerin|07-061-4-I-Schule.csv|12|101|12|Leherin|['Lehrerin', 'Leserin', 'Legerin', 'Seherin', 'Hellseherin']
14077|süsen|süßen|07-061-4-I-Schule.csv|1|1|1|süsen|['süßen', 'Düsen', 'müssen']
14078|seht|sehr|07-062-4-I-Schule.csv|1|67|1|seht|
14079|degrüßen|begrüßen|07-062-4-I-Schule.csv|1|4|1|degrüßen|['begrüßen', 'Begrüßen', 'de grüßen', 'grüßen', 'gründen', 'Gründen']
14080|werstegst|versteckst|07-062-4-I-Schule.csv|1|2|1|werstegst|['wegsterbt', 'wegsterbe', 'weitersagst', 'ersteigst']
14081|verstege|verstecke|07-062-4-I-Schule.csv|1|4|1|verstege|['versiege', 'verstehe', 'versteigere', 'Versteigerer', 'versteigern', 'Versteigern']
14082|okey|okay|07-062-4-I-Schule.csv|17|26|13|okey|['okay', 'Hockey']
14083|legt|leckt|07-062-4-I-Schule.csv|12|42|12|legt|
14084|weill|weil|07-062-4-I-Schule.csv|14|82|14|weill|['will', 'weil', 'weile', 'weilt', 'weil l', 'Weiler']
14085|liedt|liebt|07-062-4-I-Schule.csv|1|1|1|liedt|['liest', 'liegt', 'lieht', 'liebt', 'lieft', 'ließt', 'Lied']
14086|untahalten|unterhalten|07-062-4-I-Schule.csv|1|2|1|untahalten|['unterhalten', 'unterhalte', 'ungehalten', 'enthaltenen']
14087|fote|Pfote|07-062-4-I-Schule.csv|10|19|10|fote|['Pfote', 'rote', 'tote', 'lote', 'Note', 'Tote', 'Lote', 'Gote', 'Bote', 'Zote', 'Forste']
14088|ka|kann|07-062-4-I-Schule.csv|2|54|2|ka|['a', 'k', 'kau', 'kam', 'ja', 'kt', 'da', 'kg', 'km', 'kp', 'kW', 'k a']
14089|deiden|beiden|07-062-4-I-Schule.csv|1|5|1|deiden|['seiden', 'neiden', 'deinen', 'leiden', 'meiden', 'beiden', 'weiden', 'Leiden', 'Meiden', 'Heiden', 'Weiden', '-eiden', 'kreiden', 'beneide', 'deinigen', 'neide']
14090|aufgade|Aufgabe|07-062-4-I-Schule.csv|1|2|1|aufgade|['auflade', 'Aufgabe']
14091|schleichst|schleicht|07-062-4-I-Schule.csv|1|5|1|schleichst|
14092|versteg|versteck|07-062-4-I-Schule.csv|1|5|1|versteg|['verstieg', 'versteh', 'Versteigerer']
14093|s|es|07-062-4-I-Schule.csv|6|14|6|s|
14094|hate|hatte|07-062-4-I-Schule.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
14095|ervisch|erwisch|07-062-4-I-Schule.csv|1|1|1|ervisch|['Serviertisch', 'herrisch', 'viehisch']
14096|virt|wird|07-062-4-I-Schule.csv|1|27|1|virt|['viert', 'Wirt']
14097|Lohrarin|Lehrerin|07-062-4-I-Schule.csv|1|101|1|Lohrarin|['Lothringen']
14098|frölich|fröhlich|07-062-4-I-Schule.csv|51|92|51|frölich|['fröhlich', 'freilich']
14099|angerand|angerannt|07-063-4-I-Schule.csv|3|9|3|angerand|['angerannt', 'anprangernd', 'angeraten', 'anprangern']
14100|nichs|nichts|07-063-4-I-Schule.csv|10|25|10|nichs|['nichts', 'nicht', 'wichs']
14101|dedacht|gedacht|07-063-4-I-Schule.csv|1|3|1|dedacht|['gedacht', 'bedacht', 'dachtet', 'erdacht', 'dachte']
14102|Dunach|Danach|07-063-4-I-Schule.csv|2|18|2|Dunach|['Danach', 'Du nach']
14103|woll|wohl|07-063-4-I-Schule.csv|6|10|6|woll|['wolle', 'wollt', 'woll-', 'soll', 'will', 'roll', 'toll', 'wohl', 'voll', 'Moll', 'Zoll', 'Wolle']
14104|nich|nicht|07-063-4-I-Schule.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
14105|das|dass|07-063-4-I-Schule.csv|985|1017|981|das|
14106|nächmlich|nämlich|07-063-4-I-Schule.csv|1|21|1|nächmlich|['nächtlich', 'nämlich']
14107|Überaschung|Überraschung|07-064-4-I-Schule.csv|6|27|6|Überaschung|['Überraschung', 'Überwaschung', 'Überdachung', 'Überwachung', 'Überschuldung', 'Überraschen']
14108|wahrtette|wartete|07-064-4-I-Schule.csv|1|19|1|wahrtette|['bewahrte', 'gewahrte', 'wahrhafte', 'wartete']
14109|Schulgelende|Schulgelände|07-064-4-I-Schule.csv|3|3|3|Schulgelende|['Schullegende', 'Schulgenlende', 'Schulgeldende', 'Schulgenende', 'Schulgelenke', 'Schulgelände', 'Schulende', 'Schuldende', 'Schwelgende', 'Entschuldigende']
14110|Schulgelende|Schulgelände|07-064-4-I-Schule.csv|3|3|3|Schulgelende|['Schullegende', 'Schulgenlende', 'Schulgeldende', 'Schulgenende', 'Schulgelenke', 'Schulgelände', 'Schulende', 'Schuldende', 'Schwelgende', 'Entschuldigende']
14111|gerand|gerannt|07-064-4-I-Schule.csv|16|44|16|gerand|['Geranie']
14112|angerant|angerannt|07-064-4-I-Schule.csv|4|9|4|angerant|['angerannt', 'angeraut', 'angeraten', 'angebrannt', 'eingerannt', 'angelernt']
14113|stoterte|stotterte|07-064-4-I-Schule.csv|1|1|1|stoterte|['stotterte', 'stottere', 'Stotterer', 'gestottert', 'stolperte', 'stocherte']
14114|düfen|dürfen|07-064-4-I-Schule.csv|1|5|1|düfen|['dürfen', 'Düften']
14115|wen|wenn|07-064-4-I-Schule.csv|40|46|40|wen|
14116|siht|sieht|07-064-4-I-Schule.csv|25|159|24|siht|['sieht', 'seht', 'saht']
14117|dan|dann|07-064-4-I-Schule.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
14118|gibs|gibts|07-064-4-I-Schule.csv|2|2|2|gibs|['gib', 'gibst', 'gibt', 'gib s']
14119|weist|weißt|07-064-4-I-Schule.csv|12|14|12|weist|
14120|das|dass|07-064-4-I-Schule.csv|985|1017|981|das|
14121|ga|gar|07-064-4-I-Schule.csv|9|15|9|ga|['a', 'g', 'gar', 'gab', 'ja', 'da', 'g a', 'AG']
14122|nich|nicht|07-064-4-I-Schule.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
14123|wen|wenn|07-064-4-I-Schule.csv|40|46|40|wen|
14124|mam|man|07-064-4-I-Schule.csv|1|16|1|mam|['am', 'mm', 'man', 'mal', 'mag', 'kam', 'maß', 'Sam', 'm am', 'Magma']
14125|persirt|passiert|07-064-4-I-Schule.csv|1|75|1|persirt|['persifliert']
14126|nimt|nimmt|07-064-4-I-Schule.csv|45|56|44|nimt|['nimmt', 'niet', 'nimm', 'Zimt']
14127|Fohte|Pfote|07-064-4-I-Schule.csv|1|19|1|Fohte|['Forschte']
14128|im|ihm|07-064-4-I-Schule.csv|60|61|58|im|
14129|hatt|hat|07-064-4-I-Schule.csv|68|131|67|hatt|['hat', 'hatte', 'satt', 'hast', 'hart', 'halt', 'haut', 'matt', 'habt', 'hakt', 'Watt', 'hat t']
14130|geschelt|geschellt|07-064-4-I-Schule.csv|2|2|2|geschelt|['geschielt', 'geschellt', 'gescheit', 'geschert', 'geschult', 'gescheut', 'geschält', 'gescheffelt', 'geschnellt', 'gestachelt', 'gestichelt']
14131|Matematiglererin|Mathematiklehrerin|07-064-4-I-Schule.csv|1|1|1|Matematiglererin|['Mathematikerin', 'Materialistin']
14132|kan|kam|07-064-4-I-Schule.csv|39|129|2|kan|['an', 'kann', 'ran', 'kau', 'man', 'kam', 'van', 'San', 'Jan', 'Pan', 'Fan', 'k an']
14133|Untericht|Unterricht|07-064-4-I-Schule.csv|8|24|8|Untericht|['Untersicht', 'Unterricht', 'Unterlicht', 'Untergicht', 'Unterrichte', 'Unterbricht', 'Unterstricht', 'Unterstrich']
14134|kwasten|quatschten|07-064-4-I-Schule.csv|1|3|1|kwasten|['Kasten']
