|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
5176|RiesenLolie|Riesenlolli|06-232-3-IV-Weg.csv|1|1|1|RiesenLolie|['Riesenfolie', 'Riesenlilie', 'Riesengroße']
5177|Glücklieste|glücklichste|06-232-3-IV-Weg.csv|1|1|1|Glücklieste|['Glücklichste']
5178|hägte|hängte|06-233-3-IV-Weg.csv|1|23|1|hägte|['hängte', 'hegte', 'sägte', 'härte', 'hätte']
5179|Traurch|traurig|06-233-3-IV-Weg.csv|1|119|1|Traurch|['Strauch']
5180|sate|sagte|06-233-3-IV-Weg.csv|2|39|2|sate|['satte', 'saute', 'sagte', 'rate', 'satt', 'saue', 'sage', 'wate', 'säte', 'Rate', 'Pate', 'Salate', 'Sattel']
5181|dach|dann|06-233-3-IV-Weg.csv|7|651|1|dach|['Dach', 'ach', '-dach', 'dach-', 'dich', 'nach', 'doch', 'lach', 'mach', 'fach', 'wach', 'Bach', 'Fach', 'd ach']
5182|gekliget|geklingelt|06-233-3-IV-Weg.csv|1|13|1|gekliget|['geklingelt', 'geklickt', 'gekleidet']
5183|dafor|davor|06-233-3-IV-Weg.csv|2|2|2|dafor|['davor', 'dafür']
5184|Frülich|fröhlich|06-234-3-IV-Weg.csv|1|92|1|Frülich|['Freilich']
5185|runterfalen|runterfallen|06-234-3-IV-Weg.csv|1|2|1|runterfalen|['herunterfallen', 'herunterfalle', 'hinunterfallen', 'hinunterfalle']
5186|waint|weint|06-236-3-IV-Weg.csv|1|67|1|waint|['weint', 'warnt', 'Taiwan']
5187|miehr|mir|06-236-3-IV-Weg.csv|1|9|1|miehr|['mehr', 'Mieter']
5188|tüe|Tür|06-236-3-IV-Weg.csv|1|15|1|tüe|['tue', 'Tüte']
5189|imarmt|umarmt|06-236-3-IV-Weg.csv|1|40|1|imarmt|['umarmt', 'maritim']
5190|glüchlich|glücklich|06-236-3-IV-Weg.csv|1|163|1|glüchlich|['glücklich', 'füglich', 'glich']
5191|parkarte|Plakate|06-237-3-IV-Weg.csv|1|88|1|parkarte|['Sparkarte', 'Barkarte', 'parkartige', 'parkte', 'Parterre', 'parierte']
5192|stif|Stift|06-237-3-IV-Weg.csv|1|24|1|stif|['steif', 'seif', 'stuf', 'Stift', 'stifte']
5193|bekamm|bekam|06-237-3-IV-Weg.csv|6|18|6|bekamm|['bekam', 'bekamt', 'bekam m']
5194|plakarten|Plakaten|06-243-3-IV-Weg.csv|1|7|1|plakarten|['Plakaten', 'Plaketten', 'plapperten', 'Kartellen']
5195|gekelegt|geklebt|06-243-3-IV-Weg.csv|1|4|1|gekelegt|['gelegt']
5196|plötztlich|plötzlich|06-243-3-IV-Weg.csv|1|62|1|plötztlich|['plötzlich', 'letztlich']
5197|Spas|Spaß|06-246-3-IV-Weg.csv|1|4|1|Spas|['Spans', 'Span', 'Spam', 'Spaß', 'Opas', 'Pass']
5198|freutetränen|Freudentränen|06-246-3-IV-Weg.csv|1|36|1|freutetränen|['freute tränen', 'freute-tränen', 'Freudentränen', 'Freudenträne']
5199|geschänk|Geschenk|06-246-3-IV-Weg.csv|1|21|1|geschänk|['geschränkt', 'Geschenk']
5200|ess|iss|06-246-3-IV-Weg.csv|1|2|1|ess|['es', 'esse', 'esst', 'kess', 'Ness', 'ess-', 'iss', 'Ass', 'es s']
5201|Wen|wenn|06-246-3-IV-Weg.csv|6|46|1|Wen|
5202|gestroben|gestorben|06-246-3-IV-Weg.csv|1|9|1|gestroben|['gestorben', 'Restroben', 'Testroben', 'Festroben', 'Westroben', 'gestrebten', 'gestrengen', 'gestressten', 'gestrigen']
5203|roch|noch|06-246-3-IV-Weg.csv|1|15|1|roch|
5204|Fleier|Flyer|06-249-3-IV-Weg.csv|1|2|1|Fleier|['Feier', 'Freier', 'Öleier', '-leier', 'Flektier', 'Leier']
5205|Mädschen|Mädchen|06-249-3-IV-Weg.csv|2|32|2|Mädschen|['Mädchen', 'Mädchens', 'Märschen', 'Schmähen']
5206|truarig|traurig|06-249-3-IV-Weg.csv|1|119|1|truarig|['traurig', 'ruckartig']
5207|wek|Weg|06-249-3-IV-Weg.csv|33|5|2|wek|['welk', 'wen', 'wer', 'weg', 'wem', 'weh', 'web']
5208|fult|fühlt|06-249-3-IV-Weg.csv|1|1|1|fult|['fault', 'fußt', 'Pult', 'Kult']
5209|Wirt|wird|06-253-3-IV-Weg.csv|1|27|1|Wirt|
5210|ausf|auf|06-253-3-IV-Weg.csv|1|17|1|ausf|['aufs', 'auf', 'aus', 'aus f', 'Ausfluss']
5211|gefroit|gefreut|06-253-3-IV-Weg.csv|2|24|2|gefroit|['gefreit', 'gefrort', 'gefror']
5212|geklielt|geklingelt|06-253-3-IV-Weg.csv|1|13|1|geklielt|['geklingelt']
5213|gefoirt|gefreut|06-253-3-IV-Weg.csv|1|24|1|gefoirt|['gefolgert']
5214|Lutza|Lutscher|06-261-3-IV-Weg.csv|1|56|1|Lutza|['Lutz', 'Lutz a', 'Salut']
5215|sast|saß|06-262-3-IV-Weg.csv|1|59|1|sast|['sahst', 'saust', 'sagst', 'rast', 'satt', 'last', 'saut', 'sagt', 'samt', 'hast', 'saht', 'fast', 'säst', 'saßt', 'Rast', 'Last', 'Gast', 'Mast', 'Bast', '-ast']
5216|soh|so|06-262-3-IV-Weg.csv|3|5|3|soh|['so', 'oh', 'sah', 'roh', 'sog', 's oh', 'so h']
5217|vermiste|vermisste|06-264-3-IV-Weg.csv|3|8|3|vermiste|['vermisste', 'vereiste', 'vermiete', 'vermisse', 'verminte']
5218|schreiltisch|Schreibtisch|06-265-3-IV-Weg.csv|1|4|1|schreiltisch|['Schreinerei', 'Schreiberei', 'Tischlerei', 'Scheitelkreis']
5219|jemannd|jemand|06-265-3-IV-Weg.csv|2|46|2|jemannd|['jemand', 'jedermann']
5220|Juchu|Juchhu|06-265-3-IV-Weg.csv|1|1|1|Juchu|['Juchze']
5221|Klinelte|klingelte|06-265-3-IV-Weg.csv|1|23|1|Klinelte|['Klingelte', 'Klinkte', 'Klientel']
5222|Belte|Bellte|06-265-3-IV-Weg.csv|15|1|1|Belte|['Betel', 'Beete', 'Balte', 'Beate', 'Beute', 'Gelte', 'Zelte', 'Lebte', 'Bete', 'Bellte', 'Beste', 'Bette', 'Belle', 'Bebte', 'Belegte', 'Betitelte']
5223|umarte|umarmte|06-265-3-IV-Weg.csv|2|16|2|umarte|['umarmte', 'smarte', 'umarme', 'um arte', 'marterte', 'martere']
5224|Telfon|Telefon|06-268-3-IV-Weg.csv|1|39|1|Telfon|['Telefon']
5225|parsirt|passiert|06-268-3-IV-Weg.csv|2|75|2|parsirt|['Parasit']
5226|trauch|traurig|06-268-3-IV-Weg.csv|1|119|1|trauch|['Strauch', 'raucht', 'brauch', 'Brauch', '-rauch', 'traulich', 'Rauch']
5227|zuruck|zurück|06-268-3-IV-Weg.csv|4|61|4|zuruck|['zurück', 'zuck', 'Ruck']
5228|humrich|hungrig|06-268-3-IV-Weg.csv|1|11|1|humrich|['umbricht']
5229|hir|Hier|06-268-3-IV-Weg.csv|52|6|2|hir|['hier', 'ihr', 'her', 'hie', 'hin', 'dir', 'mir', 'wir', 'hör', 'Sir', 'Kir']
5230|darke|danke|06-268-3-IV-Weg.csv|1|13|1|darke|['danke', 'parke', 'harke', 'Marke', 'Barke']
5231|Zuss|Tschüss|06-268-3-IV-Weg.csv|1|11|1|Zuss|['Zuse', 'Zugs', 'Muss', 'Nuss', 'Guss', 'Kuss', 'Zus.', 'Zufluss']
5232|PlaKarte|Plakate|06-270-3-IV-Weg.csv|2|88|2|PlaKarte|['Plakate', 'Plakette']
5233|verzweifeld|verzweifelt|06-270-3-IV-Weg.csv|2|10|2|verzweifeld|['verzweifelt', 'verzweifel', 'verzweifelnd', 'verzweifele', 'verzweifeln', 'verzweifel d']
5234|erzahld|erzählt|06-270-3-IV-Weg.csv|1|8|1|erzahld|['Zahler']
5235|schrelle|schrille|06-270-3-IV-Weg.csv|1|1|1|schrelle|['schelle', 'schrille', 'schnelle', 'schwelle', 'Schrulle', 'Schwelle', 'schillere']
5236|Klingell|Klingel|06-270-3-IV-Weg.csv|1|2|1|Klingell|['Klingel', 'Klingelöl', 'Klingel-', 'Klingel l', 'Klingele', 'Klingeln', 'Klingelt', 'Klinge', 'Klingen', 'Gelinge']
5237|begrüsen|begrüßen|06-270-3-IV-Weg.csv|1|4|1|begrüsen|['begrüßen', 'Begrüßen', 'Begründen', 'begründen']
5238|Zimlick|Ziemlich|06-270-3-IV-Weg.csv|1|1|1|Zimlick|['Ziemlich']
5239|liben|lieben|06-270-3-IV-Weg.csv|1|1|1|liben|['lieben', 'leben', 'laben', 'loben', 'Eiben']
5240|zukük|zurück|06-270-3-IV-Weg.csv|1|61|1|zukük|['Zukauf']
5241|umtamt|umarmt|06-275-3-IV-Weg.csv|1|40|1|umtamt|['umkamt', 'umtauft', 'Tamtam']
5242|küst|küsst|06-275-3-IV-Weg.csv|1|1|1|küst|['küsst', 'kürst', 'küss', 'kürt', 'wüst']
5243|steckbrife|Steckbriefe|06-277-3-IV-Weg.csv|2|23|2|steckbrife|['steckbrieflich']
5244|sehnsüschtig|sehnsüchtig|06-277-3-IV-Weg.csv|1|1|1|sehnsüschtig|['sehnsüchtig', 'Sehnsüchte']
5245|ges|geh|06-277-3-IV-Weg.csv|1|1|1|ges|['es', 'gen', 'des', 'geh', 'g es']
5246|vreude|Freude|06-277-3-IV-Weg.csv|3|16|3|vreude|['Freude']
5247|heimgekert|heimgekehrt|06-277-3-IV-Weg.csv|1|1|1|heimgekert|['heimgekehrt']
5248|brinng|bring|06-279-3-IV-Weg.csv|1|9|1|brinng|['bring', 'Bringer', 'Bringen', 'Ring']
5249|Famiste|vermisste|06-281-3-IV-Weg.csv|1|8|1|Famiste|['Mistete', 'Miste']
5250|Famist|vermisst|06-281-3-IV-Weg.csv|1|78|1|Famist|['Islamist']
5251|weid|weint|06-281-3-IV-Weg.csv|1|67|1|weid|['weit', 'weide', 'seid', 'wein', 'weil', 'weih', 'weiß', 'Neid', 'Leid', '-eid']
5252|methe|Mädchen|06-281-3-IV-Weg.csv|1|32|1|methe|['Therme']
5253|überlegb|überlegt|06-281-3-IV-Weg.csv|1|2|1|überlegb|['überlege', 'überlegt', 'Überlegen', 'überlebe', 'überlese']
5254|imern|immer|06-281-3-IV-Weg.csv|1|59|1|imern|['imkern', 'Eimern', 'wimmern', 'Zimmern', 'Dimmern', 'zimmern']
5255|rübar|rüber|06-281-3-IV-Weg.csv|1|7|1|rübar|['Barbar']
5256|Fligt|fliegt|06-281-3-IV-Weg.csv|3|29|3|Fligt|['Flirt', 'Fliegt', 'Flogt']
5257|eimar|einmal|06-281-3-IV-Weg.csv|1|62|1|eimar|['Weimar']
5258|hud|Hund|06-281-3-IV-Weg.csv|1|16|1|hud|['lud', 'Sud', 'Hund']
5259|Gassie|Gassi|06-284-3-IV-Weg.csv|1|19|1|Gassie|['Gassi', 'Gaseis', 'Gasse', 'Gassiel', 'Gassieg', 'Gassieb', 'Gassee', 'Gassir', 'Gas sie', 'Gas-sie', 'Gassi e']
5260|vermistenplakate|Vermisstenplakate|06-284-3-IV-Weg.csv|1|2|1|vermistenplakate|['Vermisstenliste']
5261|spater|später|06-284-3-IV-Weg.csv|1|32|1|spater|['sparte', 'später', '-pater', 'Sparte', 'Pater', 'patenter', 'Sparer']
5262|Kletergerost|Klettergerüst|06-284-3-IV-Weg.csv|1|2|1|Kletergerost|['Erkletterst', 'Kletterst', 'Geklettert']
5263|rendt|rennt|06-284-3-IV-Weg.csv|1|167|1|rendt|['rennt', 'Trend']
5264|friest|frisst|06-284-3-IV-Weg.csv|5|38|5|friest|['freist', 'frierst', 'riefst', 'friste', 'frisst', 'friert', 'priest', 'Triest', 'Friese', 'frisierst', 'Riester', 'Frist']
5265|Klingert|klingelt|06-285-3-IV-Weg.csv|1|66|1|Klingert|['Klingelt', 'Erklinge', 'Klinge', 'Klingel']
5266|gelaufe|gelaufen|06-286-3-IV-Weg.csv|1|8|1|gelaufe|['Gelaufe', 'gelaufen', '-gelaufe', 'belaufe']
5267|rie|rief|06-286-3-IV-Weg.csv|1|11|1|rie|['riet', 'rieb', 'rief', 'Arie', 'Brie', 'sie', 'nie', 'die', 'hie', 'wie']
5268|Tehlefon|Telefon|06-286-3-IV-Weg.csv|1|39|1|Tehlefon|['Telefon']
5269|einn|ein|06-286-3-IV-Weg.csv|1|26|1|einn|['ein', 'einen', 'inne', 'nein', 'eine', 'eins', 'eint', 'Sinn', 'Kinn', 'Zinn', 'ein-', 'ein n']
5270|ev|er|06-287-3-IV-Weg.csv|1|14|1|ev|['v', 'e', 'es', 'er', 'et', 'eo', 'eh', 'ex', 'e v']
5271|kirgt|kriegt|06-287-3-IV-Weg.csv|1|51|1|kirgt|['birgt']
5272|stund|Stunde|06-288-3-IV-Weg.csv|2|8|2|stund|['stand', 'Stunden', 'Stunde']
5273|klingelineling|klingelingeling|06-288-3-IV-Weg.csv|1|1|1|klingelineling|['angeklingelt', 'klingeln', 'Alarmklingel', 'geklingelt']
5274|spran|sprang|06-288-3-IV-Weg.csv|1|9|1|spran|['sprang', 'sprayen']
5275|Freudetränen|Freudentränen|06-288-3-IV-Weg.csv|1|36|1|Freudetränen|['Freudenräten', 'Freudentränen', 'Freudenträne', 'Freude tränen', 'Freude-tränen', 'Freudestrahlend']
5276|sprarchlos|sprachlos|06-288-3-IV-Weg.csv|1|1|1|sprarchlos|['sprachlos', 'sprachlich']
5277|and|an|06-288-3-IV-Weg.csv|10|15|4|and|['ad', 'an', 'band', 'fand', 'wand', 'Sand', 'Rand', 'Tand', 'Land', 'Hand', 'Band', 'Wand', 'ans', 'und', 'an d', 'Anden']
5278|wide|wieder|06-288-3-IV-Weg.csv|2|207|2|wide|['wie', 'weide', 'winde', 'widre', 'wider', 'wilde', 'widme', 'Eide', 'Widder']
5279|scharle|Schale|06-289-3-IV-Weg.csv|1|1|1|scharle|['schale', 'schare', 'schaler', 'scharre', 'scharte', 'schalle', 'scharfe', 'Scharlach', 'Charles', 'Schalle', 'Schale']
5280|hundeLekerlis|Hundeleckerlis|06-289-3-IV-Weg.csv|1|5|1|hundeLekerlis|['Hundertstelsekunden']
5281|basirte|passierte|06-289-3-IV-Weg.csv|1|18|1|basirte|['basierte', 'basiert']
5282|glingelt|klingelt|06-289-3-IV-Weg.csv|3|66|3|glingelt|['klingelt', 'gelinge', 'gelingt', 'eingelullt']
5283|telefonirten|telefonierten|06-289-3-IV-Weg.csv|1|2|1|telefonirten|['telefonierten']
5284|gamen|kamen|06-289-3-IV-Weg.csv|1|19|1|gamen|['amen', 'garen', 'gaben', 'kamen', 'Samen', 'Namen', 'Damen', 'g amen', 'Gaumen']
5285|geglingelt|geklingelt|06-289-3-IV-Weg.csv|1|13|1|geglingelt|['geklingelt', 'anklingelt', 'klingelt', 'gegängelt', 'eingelullt']
5286|veck|weg|06-290-3-IV-Weg.csv|2|94|2|veck|['eck', 'deck', 'keck', 'Reck', 'Leck', 'Deck', 'Geck', 'Heck', 'Beck', 'v eck']
5287|plagate|Plakate|06-290-3-IV-Weg.csv|1|88|1|plagate|['plagte', 'Plagiate', 'Plakate', 'Platte', 'platte']
5288|bisyen|bisschen|06-290-3-IV-Weg.csv|2|57|2|bisyen|['bissen', 'Bissen']
5289|munt|Mund|06-290-3-IV-Weg.csv|1|5|1|munt|['bunt', 'munter']
5290|Bobon|Bonbon|06-290-3-IV-Weg.csv|1|2|1|Bobon|['Biobon', 'Bobion', 'Bonbon', 'Bobton', 'Bobdon', 'Bobbon', 'Boxbon', 'Boson', 'Bonn', 'Bon', 'Bob']
5291|wor|vor|06-290-3-IV-Weg.csv|5|66|2|wor|['wo', 'wer', 'wir', 'war', 'wog', 'vor', 'Tor', 'wo r', 'Word']
5292|gegannen|gegangen|06-291-3-IV-Weg.csv|3|57|3|gegannen|['gegangen', 'begannen', 'gewannen', 'begangenen', 'gehangenen', 'Gefangenen', 'genannten']
5293|geffunden|gefunden|06-291-3-IV-Weg.csv|1|40|1|geffunden|['gefunden', 'befundenen', 'gesundenden', 'befunden']
5294|bezitzerin|Besitzerin|06-293-3-IV-Weg.csv|1|5|1|bezitzerin|['Besitzerin', 'Beisitzerin', 'Benutzerin', 'Besetzerin']
5295|enkte|hängte|06-293-3-IV-Weg.csv|1|23|1|enkte|['knete', 'senkte', 'lenkte', 'eckte', 'unkte', 'engte', 'Entente', 'takten']
5296|blakate|Plakate|06-295-3-IV-Weg.csv|2|88|2|blakate|['Plakate', 'Oblate']
5297|Fenser|Fenster|06-295-3-IV-Weg.csv|1|80|1|Fenser|['Fersen', 'Fenster', 'Fernsehen', 'Fernseher', 'Fernsehe']
5298|geschtorben|gestorben|06-295-3-IV-Weg.csv|2|9|2|geschtorben|['gestorbenen', 'gestorben', 'geschobenen', 'geschnorrten']
5299|HundeFuter|Hundefutter|06-299-3-IV-Weg.csv|2|23|2|HundeFuter|['Hundeeuter', 'Hundeputer', 'Hundefuder', 'Hundefutter', 'Hundefutur']
5300|schricht|spricht|06-299-3-IV-Weg.csv|2|3|2|schricht|['schlicht', 'schriftlich', 'schritt', 'Schicht', 'Schritt']
5301|unarmt|umarmt|06-299-3-IV-Weg.csv|1|40|1|unarmt|['umarmt', 'Unart']
5302|diken|dicken|06-299-3-IV-Weg.csv|1|6|1|diken|['dicken', 'dienen']
5303|Sieft|Stift|06-303-3-IV-Weg.csv|1|24|1|Sieft|['Rieft', 'Lieft', 'Seift', 'Siegt', 'Sieht', 'Siebt', 'Sieghaft']
5304|wenm|wenn|06-303-3-IV-Weg.csv|1|46|1|wenm|['wem', 'wen', 'wenn', 'wen m']
5305|anrufd|anruft|06-303-3-IV-Weg.csv|1|9|1|anrufd|['anruft', 'anrufe', 'anruf-']
5306|vinger|Finger|06-303-3-IV-Weg.csv|1|1|1|vinger|['Ringer', 'Dinger', 'Finger', 'Vierlinge', 'geringer', 'verdinge', 'erringe']
5307|vermistt|vermisst|06-307-3-IV-Weg.csv|1|78|1|vermistt|['vermisst', 'vermittels', 'Vermittler', 'Vermieter', 'ermisst']
5308|telefonnumer|Telefonnummer|06-307-3-IV-Weg.csv|2|33|2|telefonnumer|['telefoniere', 'telefonier']
5309|umgefaren|umgefahren|06-307-3-IV-Weg.csv|1|1|1|umgefaren|['umgefallen']
5310|Überaschung|Überraschung|06-307-3-IV-Weg.csv|6|27|6|Überaschung|['Überraschung', 'Überwaschung', 'Überdachung', 'Überwachung', 'Überschuldung', 'Überraschen']
5311|tüss|tschüss|06-307-3-IV-Weg.csv|1|9|1|tüss|['küss']
5312|wiedergebracht|mitgebracht|06-307-3-IV-Weg.csv|1|9|1|wiedergebracht|
5313|Smeili|Smilie|06-307-3-IV-Weg.csv|1|1|1|Smeili|['Meile']
5314|plakatte|Plakate|06-310-3-IV-Weg.csv|2|88|2|plakatte|['Plakate', 'Plakette', 'Plakat', 'Platte']
5315|werlaufen|verlaufen|06-313-3-IV-Weg.csv|1|2|1|werlaufen|['weglaufen', 'herlaufen', 'verlaufen', 'wer laufen', 'wer-laufen', 'weiterlaufen', 'weiterlaufe', 'unterlaufen', 'überlaufen']
5316|klipt|klebt|06-313-3-IV-Weg.csv|1|9|1|klipt|['klipp']
5317|won|von|06-313-3-IV-Weg.csv|4|76|3|won|['wo', 'wen', 'wog', 'von', 'Ion', 'Ton', 'Don', 'Bon', 'Xon', 'Äon', 'wo n', 'Wonne']
5318|ies|jetzt|06-313-3-IV-Weg.csv|1|75|1|ies|['sei', 'es', 'lies', 'dies', 'mies', 'fies', 'wies', 'Eies', 'Ries', 'Kies', 'sie', 'iss', 'ins', 'des', 'i es']
5319|nar|nach|06-313-3-IV-Weg.csv|3|37|1|nar|['ran', 'rar', 'dar', 'nur', 'gar', 'nah', 'bar', 'war', 'Bar', 'Zar', 'Narr', 'Arena']
5320|Husse|Hause|06-313-3-IV-Weg.csv|1|14|1|Husse|['Hausse', 'Heuss', 'Hesse', 'Russe', 'Busse', 'Hisse', 'Hasse', 'Huste', 'Hussein']
5321|Faindt|weint|06-313-3-IV-Weg.csv|1|67|1|Faindt|['Findet']
5322|Klinget|klingelt|06-313-3-IV-Weg.csv|2|66|2|Klinget|['Klinge', 'Klingen', 'Klingel', 'Klinge t', 'Klingt', 'Klingelt', 'Klingst', 'Kling et', 'Kling-et', 'Kling']
5323|kot|kuckt|06-313-3-IV-Weg.csv|1|152|1|kot|['Kot', 'kt', '-kot', 'rot', 'tot', 'bot', 'Not', 'Lot']
5324|Fensder|Fenster|06-313-3-IV-Weg.csv|1|80|1|Fensder|['Fenster']
5325|Röken|Rücken|06-313-3-IV-Weg.csv|1|1|1|Röken|['Röcken', 'Röchen']
5326|Loscha|Lutscher|06-313-3-IV-Weg.csv|1|56|1|Loscha|['Schamlos', 'Schadlos', 'Schloss']
5327|sin|sein|06-313-3-IV-Weg.csv|19|20|1|sin|['in', 'sein', 'sind', 'sing', 'ins', 'ein', 'sie', 'hin', 'bin', 'Pin', 's in']
5328|Lidlikessen|Lieblingsessen|06-313-3-IV-Weg.csv|1|5|1|Lidlikessen|['Delikatessen']
5329|iez|jetzt|06-313-3-IV-Weg.csv|2|75|2|iez|['Fez', 'Mieze']
5330|ind|sind|06-313-3-IV-Weg.csv|5|66|1|ind|['in', 'sind', 'lind', 'bind', 'Rind', 'Kind', 'Wind', 'ins', 'und', 'in d', 'Indiz']
5331|Stok|Stock|06-313-3-IV-Weg.csv|1|2|1|Stok|['Stock', 'Stoß', 'Stak']
5332|Fölich|fröhlich|06-313-3-IV-Weg.csv|1|92|1|Fölich|['Förmlich']
5333|Plözlich|plötzlich|06-316-3-IV-Weg.csv|47|62|2|Plözlich|['Plötzlich']
5334|Jeman|jemand|06-316-3-IV-Weg.csv|2|46|2|Jeman|['Jean', 'Jemen', 'Jemand', 'Je man', 'Jemals']
5335|schbram|sprang|06-316-3-IV-Weg.csv|1|9|1|schbram|['schramme']
5336|Korm|komm|06-316-3-IV-Weg.csv|2|32|1|Korm|['Korn', 'Korb', 'Vorm', 'Kork', 'Norm', 'Form', 'Komm', 'Konform']
5337|Ferügter|verrückter|06-316-3-IV-Weg.csv|1|1|1|Ferügter|['Gerügter', 'Gerügt']
5338|gug|guck|06-316-3-IV-Weg.csv|3|5|3|gug|['gut', 'Aug', 'Lug', 'Bug', 'Fug', 'Zug', 'GUS']
5339|Frist|frisst|06-316-3-IV-Weg.csv|1|38|1|Frist|
5340|verschwonden|verschwunden|06-317-3-IV-Weg.csv|1|41|1|verschwonden|['verschwenden', 'verschwinden', 'verschwanden', 'verschwunden', 'Verschwenden', 'Verschwendern', 'Verschwender', 'verschonenden']
5341|Trorrich|traurig|06-317-3-IV-Weg.csv|1|119|1|Trorrich|['Trostreich']
5342|Blädter|Blätter|06-317-3-IV-Weg.csv|1|7|1|Blädter|['Blätter']
5343|Drof|drauf|06-317-3-IV-Weg.csv|1|6|1|Drof|['Dorf', 'Doof']
5344|gefurten|gefunden|06-317-3-IV-Weg.csv|1|40|1|gefurten|['gefeuerten', 'Geburten', 'gefunkten', 'gefeierten']
5345|aihr|ihr|06-317-3-IV-Weg.csv|1|40|1|aihr|['ihr', 'a ihr']
5346|vrölich|fröhlich|06-317-3-IV-Weg.csv|1|92|1|vrölich|['rötlich']
5347|gekommmen|gekommen|06-322-3-IV-Weg.csv|1|26|1|gekommmen|['gekommen', 'genommenen', 'wegbekommen', 'genommen', 'bekommen']
5348|want|Wand|06-326-3-IV-Weg.csv|2|5|1|want|['wand', 'warnt', 'wankt', 'wann', 'wart', 'wagt', 'Kant']
5349|fen|wenn|06-326-3-IV-Weg.csv|1|46|1|fen|['fein', 'fern', 'Ofen', 'Öfen', 'den', 'gen', 'wen', 'Ren', 'Gen', 'Ben', 'Yen']
5350|Telewoniret|telefoniert|06-326-3-IV-Weg.csv|1|13|1|Telewoniret|['Telefoniere']
5351|wrei|freut|06-326-3-IV-Weg.csv|1|42|1|wrei|['drei', 'frei', 'Brei', 'Weberei']
5352|Klinges|klingelt|06-326-3-IV-Weg.csv|1|66|1|Klinges|['Klinge', 'Klingen', 'Klingel', 'Klinge s', 'Kling es', 'Kling-es', 'Esslingen', 'Kling']
5353|saut|schaut|06-326-3-IV-Weg.csv|1|2|1|saut|
5354|dust|durch|06-326-3-IV-Weg.csv|1|16|1|dust|['tust', 'just', 'duzt', 'döst', 'Lust', 'Wust']
5355|sann|dann|06-326-3-IV-Weg.csv|1|651|1|sann|
5356|grücken|drücken|06-326-3-IV-Weg.csv|1|1|1|grücken|['rücken', 'glücken', 'drücken', 'Drücken', 'Brücken', 'Krücken', '-rücken', 'g rücken', 'Rücken', 'entrücke']
5357|vermisstdenPlakate|Vermisstenplakate|06-327-3-IV-Weg.csv|1|2|1|vermisstdenPlakate|['Vermisstenliste']
5358|nähmlich|nämlich|06-327-3-IV-Weg.csv|3|21|3|nähmlich|['nämlich', 'ähnlich']
5359|Tefefonnummer|Telefonnummer|06-327-3-IV-Weg.csv|1|33|1|Tefefonnummer|['Telefonnummer', 'Speisennummer']
5360|Bestimt|Bestimmt|06-327-3-IV-Weg.csv|1|1|1|Bestimt|['Bestimmt', 'Bestimme', 'Bestimmen', 'Bestie']
5361|jeman|jemand|06-327-3-IV-Weg.csv|4|46|4|jeman|['jemand', 'je man', 'jemals']
5362|mi|mir|06-327-3-IV-Weg.csv|1|9|1|mi|['im', 'i', 'm', 'mir', 'mit', 'Ami', 'ms', 'mm', 'pi', 'xi', 'Ei', 'mA', 'Hi', 'm i']
5363|hat|Hand|06-327-3-IV-Weg.csv|2|22|2|hat|
5364|Straf|Straße|06-328-3-IV-Weg.csv|1|9|1|Straf|
5365|weleche|welche|06-328-3-IV-Weg.csv|1|1|1|weleche|['welche', 'wechsele', 'hechele', 'Wechsel', 'welch']
5366|parr|paar|06-328-3-IV-Weg.csv|4|40|4|parr|['paar', 'Narr', 'Paar']
5367|Stekbirefe|Steckbriefe|06-329-3-IV-Weg.csv|1|23|1|Stekbirefe|['Trefferliste']
5368|se|sie|06-329-3-IV-Weg.csv|9|86|6|se|['es', 'e', 's', 'sie', 'sei', 'spe', 'äse', 'säe', 'Öse', 'je', 'so', 'de', 'He', 's e']
5369|Bist|Bis|06-329-3-IV-Weg.csv|1|1|1|Bist|
5370|kaeiner|keiner|06-329-3-IV-Weg.csv|1|12|1|kaeiner|['keiner', 'kleiner', 'Karabiner']
5371|mana|Mama|06-329-3-IV-Weg.csv|1|2|1|mana|['man', 'man a', 'Manna', 'Mann']
5372|StrekBriefe|Steckbriefe|06-329-3-IV-Weg.csv|1|23|1|StrekBriefe|['Streikbriefe', 'Streckbriefe', 'Streubriefe', 'Strebbriefe', 'Steckbrieflich']
5373|trauraig|traurig|06-329-3-IV-Weg.csv|1|119|1|trauraig|['traurig', 'Trauring']
5374|üner|immer|06-329-3-IV-Weg.csv|1|59|1|üner|['über', 'Nenner']
5375|kanns|kannst|06-329-3-IV-Weg.csv|2|16|1|kanns|['kann', 'kannst', 'Manns', 'kann s', 'Kanons', 'Kansas']
5376|mächte|möchte|06-329-3-IV-Weg.csv|1|14|1|mächte|['Mächte', 'ächte', 'mähte', '-mächte', 'mächte-', 'machte', 'rächte', 'mochte', 'dächte', 'möchte', 'Nächte', 'm ächte']
5377|darausen|draußen|06-329-3-IV-Weg.csv|2|74|2|darausen|['daraus', 'Aussenden', 'aussenden']
5378|gegen|gehen|06-329-3-IV-Weg.csv|5|78|3|gegen|
5379|rundter|runter|06-329-3-IV-Weg.csv|2|60|2|rundter|['runter', 'runder', 'drunter', 'Grundterm', 'gerundeter', 'umrundeter']
5380|Baden|Boden|06-329-3-IV-Weg.csv|1|9|1|Baden|
