chunk|candidate|err_idx|num_chunk_build
Lea um dank Dodo lekt|dank|5803|975
Lea um den Dodo lekt|den|5803|975
Lea um das Dodo lekt|das|5803|975
Lea um dar Dodo lekt|dar|5803|975
Lea um ran Dodo lekt|ran|5803|975
Lea um man Dodo lekt|man|5803|975
Lea um van Dodo lekt|van|5803|975
Lea um San Dodo lekt|San|5803|975
Lea um Jan Dodo lekt|Jan|5803|975
Lea um Pan Dodo lekt|Pan|5803|975
Lea um Fan Dodo lekt|Fan|5803|975
dan Dodo lenkt das Eis|lenkt|5805|976
dan Dodo leckt das Eis|leckt|5805|976
dan Dodo lest das Eis|lest|5805|976
dan Dodo legt das Eis|legt|5805|976
dan Dodo lebt das Eis|lebt|5805|976
dan Dodo Sekt das Eis|Sekt|5805|976
das Eis da tailen si|da|5808|977
das Eis an tailen si|an|5808|977
das Eis dann tailen si|dann|5808|977
das Eis dran tailen si|dran|5808|977
das Eis dank tailen si|dank|5808|977
das Eis den tailen si|den|5808|977
das Eis das tailen si|das|5808|977
das Eis dar tailen si|dar|5808|977
das Eis ran tailen si|ran|5808|977
das Eis man tailen si|man|5808|977
das Eis van tailen si|van|5808|977
das Eis San tailen si|San|5808|977
das Eis Jan tailen si|Jan|5808|977
das Eis Pan tailen si|Pan|5808|977
das Eis Fan tailen si|Fan|5808|977
Eis dan teilen si Eis|teilen|5809|978
Eis dan taillieren si Eis|taillieren|5809|978
dan tailen sie Eis dan|sie|5810|979
dan tailen so Eis dan|so|5810|979
dan tailen sei Eis dan|sei|5810|979
dan tailen pi Eis dan|pi|5810|979
dan tailen xi Eis dan|xi|5810|979
dan tailen Ei Eis dan|Ei|5810|979
si Eis da fan si|da|5812|980
si Eis an fan si|an|5812|980
si Eis dann fan si|dann|5812|980
si Eis dran fan si|dran|5812|980
si Eis dank fan si|dank|5812|980
si Eis den fan si|den|5812|980
si Eis das fan si|das|5812|980
si Eis dar fan si|dar|5812|980
si Eis ran fan si|ran|5812|980
si Eis man fan si|man|5812|980
si Eis van fan si|van|5812|980
si Eis San fan si|San|5812|980
si Eis Jan fan si|Jan|5812|980
si Eis Pan fan si|Pan|5812|980
si Eis Fan fan si|Fan|5812|980
Eis dan Fan si küklich|Fan|5813|981
Eis dan an si küklich|an|5813|981
Eis dan fand si küklich|fand|5813|981
Eis dan -fan si küklich|-fan|5813|981
Eis dan ran si küklich|ran|5813|981
Eis dan man si küklich|man|5813|981
Eis dan van si küklich|van|5813|981
Eis dan San si küklich|San|5813|981
Eis dan Jan si küklich|Jan|5813|981
Eis dan Pan si küklich|Pan|5813|981
dan fan sie küklich .|sie|5814|982
dan fan so küklich .|so|5814|982
dan fan sei küklich .|sei|5814|982
dan fan pi küklich .|pi|5814|982
dan fan xi küklich .|xi|5814|982
dan fan Ei küklich .|Ei|5814|982
fan si kürzlich .|kürzlich|5815|983
. Lea stoppte über Dodo|stoppte|5834|984
. Lea stopfte über Dodo|stopfte|5834|984
und sie File hin .|File|5839|985
und sie Film hin .|Film|5839|985
und sie Filz hin .|Filz|5839|985
und sie Nil hin .|Nil|5839|985
und sie Fiel hin .|Fiel|5839|985
und sie Feil hin .|Feil|5839|985
und sie Fit hin .|Fit|5839|985
und sie Fix hin .|Fix|5839|985
eine EisKugel Kap . Sie|Kap|5855|986
eine EisKugel an . Sie|an|5855|986
eine EisKugel ad . Sie|ad|5855|986
eine EisKugel au . Sie|au|5855|986
eine EisKugel am . Sie|am|5855|986
eine EisKugel ab . Sie|ab|5855|986
eine EisKugel kp . Sie|kp|5855|986
eine EisKugel aß . Sie|aß|5855|986
eine EisKugel API . Sie|API|5855|986
zu den weismachen . Lea|weismachen|5875|987
weiter und da basidt etwas|da|5886|988
weiter und an basidt etwas|an|5886|988
weiter und dann basidt etwas|dann|5886|988
weiter und dran basidt etwas|dran|5886|988
weiter und dank basidt etwas|dank|5886|988
weiter und den basidt etwas|den|5886|988
weiter und das basidt etwas|das|5886|988
weiter und dar basidt etwas|dar|5886|988
weiter und ran basidt etwas|ran|5886|988
weiter und man basidt etwas|man|5886|988
weiter und van basidt etwas|van|5886|988
weiter und San basidt etwas|San|5886|988
weiter und Jan basidt etwas|Jan|5886|988
weiter und Pan basidt etwas|Pan|5886|988
weiter und Fan basidt etwas|Fan|5886|988
und dan basiert etwas dan|basiert|5887|989
basidt etwas da ist Lea|da|5889|990
basidt etwas an ist Lea|an|5889|990
basidt etwas dann ist Lea|dann|5889|990
basidt etwas dran ist Lea|dran|5889|990
basidt etwas dank ist Lea|dank|5889|990
basidt etwas den ist Lea|den|5889|990
basidt etwas das ist Lea|das|5889|990
basidt etwas dar ist Lea|dar|5889|990
basidt etwas ran ist Lea|ran|5889|990
basidt etwas man ist Lea|man|5889|990
basidt etwas van ist Lea|van|5889|990
basidt etwas San ist Lea|San|5889|990
basidt etwas Jan ist Lea|Jan|5889|990
basidt etwas Pan ist Lea|Pan|5889|990
basidt etwas Fan ist Lea|Fan|5889|990
ist Lea runter geffaen geffalen|runter|5892|991
ist Lea roter geffaen geffalen|roter|5892|991
ist Lea guter geffaen geffalen|guter|5892|991
ist Lea röter geffaen geffalen|röter|5892|991
ist Lea Euter geffaen geffalen|Euter|5892|991
ist Lea Puter geffaen geffalen|Puter|5892|991
ist Lea erneuter geffaen geffalen|erneuter|5892|991
Lea ruter gefangen geffalen und|gefangen|5893|992
ruter geffaen gefallenen und dan|gefallenen|5894|993
ruter geffaen gefallen und dan|gefallen|5894|993
ruter geffaen gefalzten und dan|gefalzten|5894|993
ruter geffaen gefalteten und dan|gefalteten|5894|993
geffalen und da hat Dodo|da|5896|994
geffalen und an hat Dodo|an|5896|994
geffalen und dann hat Dodo|dann|5896|994
geffalen und dran hat Dodo|dran|5896|994
geffalen und dank hat Dodo|dank|5896|994
geffalen und den hat Dodo|den|5896|994
geffalen und das hat Dodo|das|5896|994
geffalen und dar hat Dodo|dar|5896|994
geffalen und ran hat Dodo|ran|5896|994
geffalen und man hat Dodo|man|5896|994
geffalen und van hat Dodo|van|5896|994
geffalen und San hat Dodo|San|5896|994
geffalen und Jan hat Dodo|Jan|5896|994
geffalen und Pan hat Dodo|Pan|5896|994
geffalen und Fan hat Dodo|Fan|5896|994
das Eis da Lea hat|da|5901|995
das Eis an Lea hat|an|5901|995
das Eis dann Lea hat|dann|5901|995
das Eis dran Lea hat|dran|5901|995
das Eis dank Lea hat|dank|5901|995
das Eis den Lea hat|den|5901|995
das Eis das Lea hat|das|5901|995
das Eis dar Lea hat|dar|5901|995
das Eis ran Lea hat|ran|5901|995
das Eis man Lea hat|man|5901|995
das Eis van Lea hat|van|5901|995
das Eis San Lea hat|San|5901|995
das Eis Jan Lea hat|Jan|5901|995
das Eis Pan Lea hat|Pan|5901|995
das Eis Fan Lea hat|Fan|5901|995
Lea hat geweint dan hat|geweint|5904|996
Lea hat geweilt dan hat|geweilt|5904|996
Lea hat geweiht dan hat|geweiht|5904|996
Lea hat geweißt dan hat|geweißt|5904|996
Lea hat geweht dan hat|geweht|5904|996
Lea hat gewebt dan hat|gewebt|5904|996
Lea hat gefeit dan hat|gefeit|5904|996
Lea hat geweidet dan hat|geweidet|5904|996
Lea hat wieweit dan hat|wieweit|5904|996
hat geweit da hat Lars|da|5905|997
hat geweit an hat Lars|an|5905|997
hat geweit dann hat Lars|dann|5905|997
hat geweit dran hat Lars|dran|5905|997
hat geweit dank hat Lars|dank|5905|997
hat geweit den hat Lars|den|5905|997
hat geweit das hat Lars|das|5905|997
hat geweit dar hat Lars|dar|5905|997
hat geweit ran hat Lars|ran|5905|997
hat geweit man hat Lars|man|5905|997
hat geweit van hat Lars|van|5905|997
hat geweit San hat Lars|San|5905|997
hat geweit Jan hat Lars|Jan|5905|997
hat geweit Pan hat Lars|Pan|5905|997
hat geweit Fan hat Lars|Fan|5905|997
Lars hat da Lea ein|da|5909|998
Lars hat an Lea ein|an|5909|998
Lars hat dann Lea ein|dann|5909|998
Lars hat dran Lea ein|dran|5909|998
Lars hat dank Lea ein|dank|5909|998
Lars hat den Lea ein|den|5909|998
Lars hat das Lea ein|das|5909|998
Lars hat dar Lea ein|dar|5909|998
Lars hat ran Lea ein|ran|5909|998
Lars hat man Lea ein|man|5909|998
Lars hat van Lea ein|van|5909|998
Lars hat San Lea ein|San|5909|998
Lars hat Jan Lea ein|Jan|5909|998
Lars hat Pan Lea ein|Pan|5909|998
Lars hat Fan Lea ein|Fan|5909|998
eis gegeben da ist Lars|da|5914|999
eis gegeben an ist Lars|an|5914|999
eis gegeben dann ist Lars|dann|5914|999
eis gegeben dran ist Lars|dran|5914|999
eis gegeben dank ist Lars|dank|5914|999
eis gegeben den ist Lars|den|5914|999
eis gegeben das ist Lars|das|5914|999
eis gegeben dar ist Lars|dar|5914|999
eis gegeben ran ist Lars|ran|5914|999
eis gegeben man ist Lars|man|5914|999
eis gegeben van ist Lars|van|5914|999
eis gegeben San ist Lars|San|5914|999
eis gegeben Jan ist Lars|Jan|5914|999
eis gegeben Pan ist Lars|Pan|5914|999
eis gegeben Fan ist Lars|Fan|5914|999
hat sich gefeuert und Lars|gefeuert|5921|1000
und Dodo ist haben sich|ist|5928|1001
und Dodo seit haben sich|seit|5928|1001
und Dodo sie haben sich|sie|5928|1001
und Dodo mit haben sich|mit|5928|1001
und Dodo fit haben sich|fit|5928|1001
und Dodo sät haben sich|sät|5928|1001
und Dodo Hit haben sich|Hit|5928|1001
und Dodo Bit haben sich|Bit|5928|1001
und Dodo Kit haben sich|Kit|5928|1001
und Dodo sitzt haben sich|sitzt|5928|1001
haben sich gefeuert ede .|gefeuert|5931|1002
haben sich gepfeffert ede .|gepfeffert|5931|1002
sich geffeurt de .|de|5932|1003
sich geffeurt jede .|jede|5932|1003
sich geffeurt ende .|ende|5932|1003
sich geffeurt erde .|erde|5932|1003
sich geffeurt rede .|rede|5932|1003
sich geffeurt edel .|edel|5932|1003
sich geffeurt edle .|edle|5932|1003
sich geffeurt Rede .|Rede|5932|1003
sich geffeurt ade .|ade|5932|1003
sich geffeurt ehe .|ehe|5932|1003
sich geffeurt öde .|öde|5932|1003
sich geffeurt Ode .|Ode|5932|1003
sich geffeurt Ude .|Ude|5932|1003
sich geffeurt Bde .|Bde|5932|1003
. Dodo weil auch ein|weil|5943|1004
. Dodo will auch ein|will|5943|1004
. Dodo wild auch ein|wild|5943|1004
. Dodo wie auch ein|wie|5943|1004
. Dodo wir auch ein|wir|5943|1004
. Dodo Nil auch ein|Nil|5943|1004
isst die trogen . Lea|trogen|5950|1005
isst die tropfen . Lea|tropfen|5950|1005
isst die trafen . Lea|trafen|5950|1005
isst die träfen . Lea|träfen|5950|1005
isst die getroffen . Lea|getroffen|5950|1005
isst die betroffen . Lea|betroffen|5950|1005
. Lea steuert . und|steuert|5953|1006
und Lea uns Dodo gi|uns|5979|1007
und Lea und Dodo gi|und|5979|1007
und Lea UNITA Dodo gi|UNITA|5979|1007
una Dodo GI zu bude|GI|5981|1008
una Dodo gib zu bude|gib|5981|1008
una Dodo pi zu bude|pi|5981|1008
una Dodo xi zu bude|xi|5981|1008
una Dodo Ei zu bude|Ei|5981|1008
und Lars GI und essen|GI|5990|1009
und Lars gib und essen|gib|5990|1009
und Lars pi und essen|pi|5990|1009
und Lars xi und essen|xi|5990|1009
und Lars Ei und essen|Ei|5990|1009
auch essen aus . Lea|aus|5998|1010
auch essen Mais . Lea|Mais|5998|1010
auch essen Hais . Lea|Hais|5998|1010
auch essen Kais . Lea|Kais|5998|1010
auch essen ans . Lea|ans|5998|1010
auch essen als . Lea|als|5998|1010
auch essen bis . Lea|bis|5998|1010
auch essen Eis . Lea|Eis|5998|1010
auch essen AI . Lea|AI|5998|1010
Lea ist raunt gefalen .|raunt|6002|1011
Lea ist runter gefalen .|runter|6002|1011
ist runta gefallen . die|gefallen|6003|1012
ist runta gefalzten . die|gefalzten|6003|1012
ist runta gefalle . die|gefalle|6003|1012
ist runta gefangen . die|gefangen|6003|1012
ist runta fallen . die|fallen|6003|1012
die ist rund gefalen und|rund|6007|1013
ist runaa gefallen und die|gefallen|6008|1014
ist runaa gefalzten und die|gefalzten|6008|1014
ist runaa gefalle und die|gefalle|6008|1014
ist runaa gefangen und die|gefangen|6008|1014
ist runaa fallen und die|fallen|6008|1014
und die was und der|was|6011|1015
und die war und der|war|6011|1015
hat zwei Eisdaten und Lars|Eisdaten|6056|1016
hat zwei Eissaiten und Lars|Eissaiten|6056|1016
hat zwei Eisspaten und Lars|Eisspaten|6056|1016
hat zwei Weissagten und Lars|Weissagten|6056|1016
hat zwei Enteisten und Lars|Enteisten|6056|1016
hat zwei Enteisen und Lars|Enteisen|6056|1016
hat zwei Enteise und Lars|Enteise|6056|1016
. Lea steuerte über Dodo|steuerte|6070|1017
Dodo Dodo Rande zum Eis|Rande|6074|1018
Dodo Dodo brande zum Eis|brande|6074|1018
Dodo Dodo -rande zum Eis|-rande|6074|1018
Dodo Dodo andre zum Eis|andre|6074|1018
Dodo Dodo lande zum Eis|lande|6074|1018
Dodo Dodo runde zum Eis|runde|6074|1018
Dodo Dodo ranke zum Eis|ranke|6074|1018
Dodo Dodo Sande zum Eis|Sande|6074|1018
Dodo Dodo Bande zum Eis|Bande|6074|1018
Dodo Dodo rand- zum Eis|rand-|6074|1018
Dodo Dodo ran de zum Eis|ran de|6074|1018
Dodo Dodo ran-de zum Eis|ran-de|6074|1018
Dodo Dodo strande zum Eis|strande|6074|1018
Dodo Dodo zurande zum Eis|zurande|6074|1018
Dodo Dodo umrande zum Eis|umrande|6074|1018
Eis Lea wollte siech reten|wollte|6078|1019
Eis Lea walte siech reten|walte|6078|1019
Eis Lea wolle siech reten|wolle|6078|1019
Eis Lea holte siech reten|holte|6078|1019
wolte siech reden aber hat|reden|6080|1020
wolte siech reiten aber hat|reiten|6080|1020
wolte siech rieten aber hat|rieten|6080|1020
wolte siech retten aber hat|retten|6080|1020
wolte siech treten aber hat|treten|6080|1020
wolte siech regten aber hat|regten|6080|1020
wolte siech Treten aber hat|Treten|6080|1020
wolte siech raten aber hat|raten|6080|1020
wolte siech roten aber hat|roten|6080|1020
wolte siech regen aber hat|regen|6080|1020
wolte siech beten aber hat|beten|6080|1020
hat es nicht geschaft .|nicht|6084|1021
hat es echt geschaft .|echt|6084|1021
hat es naht geschaft .|naht|6084|1021
hat es acht geschaft .|acht|6084|1021
hat es näht geschaft .|näht|6084|1021
hat es tüncht geschaft .|tüncht|6084|1021
es ncht geschafft . Dodo|geschafft|6085|1022
es ncht geschart . Dodo|geschart|6085|1022
es ncht geschaut . Dodo|geschaut|6085|1022
es ncht geschabt . Dodo|geschabt|6085|1022
es ncht geschaffen . Dodo|geschaffen|6085|1022
es ncht geschasst . Dodo|geschasst|6085|1022
es ncht geschnauft . Dodo|geschnauft|6085|1022
es ncht geschifft . Dodo|geschifft|6085|1022
eis Lea fahlen die Trenen|fahlen|6092|1023
eis Lea falten die Trenen|falten|6092|1023
eis Lea fallen die Trenen|fallen|6092|1023
eis Lea faulen die Trenen|faulen|6092|1023
eis Lea falben die Trenen|falben|6092|1023
eis Lea falzen die Trenen|falzen|6092|1023
eis Lea aalen die Trenen|aalen|6092|1023
eis Lea faden die Trenen|faden|6092|1023
eis Lea malen die Trenen|malen|6092|1023
eis Lea faxen die Trenen|faxen|6092|1023
eis Lea Aalen die Trenen|Aalen|6092|1023
eis Lea Walen die Trenen|Walen|6092|1023
falen die Trensen Lars hat|Trensen|6094|1024
falen die Trennen Lars hat|Trennen|6094|1024
falen die Tresen Lars hat|Tresen|6094|1024
falen die Tranen Lars hat|Tranen|6094|1024
falen die Treten Lars hat|Treten|6094|1024
falen die Arenen Lars hat|Arenen|6094|1024
falen die Trenne Lars hat|Trenne|6094|1024
falen die Treuen Lars hat|Treuen|6094|1024
falen die Tränen Lars hat|Tränen|6094|1024
falen die Trense Lars hat|Trense|6094|1024
falen die Trend Lars hat|Trend|6094|1024
falen die Rennen Lars hat|Rennen|6094|1024
falen die Zentren Lars hat|Zentren|6094|1024
Lea ein stuf von seinen|stuf|6104|1025
Lea ein stur von seinen|stur|6104|1025
sie gingen weiter und slegten|weiter|6113|1026
waeiter und legten Eis und|legten|6115|1027
waeiter und siegten Eis und|siegten|6115|1027
und Dodo schlechte auch Eis|schlechte|6119|1028
und Dodo schleckte auch Eis|schleckte|6119|1028
und Dodo schleuste auch Eis|schleuste|6119|1028
und Dodo schlecht auch Eis|schlecht|6119|1028
ein eis Kaufgen aber sie|Kaufgen|6148|1029
ein eis Kauffeen aber sie|Kauffeen|6148|1029
ein eis Kaufofen aber sie|Kaufofen|6148|1029
ein eis Kauföfen aber sie|Kauföfen|6148|1029
ein eis Kaufen aber sie|Kaufen|6148|1029
ein eis Kauften aber sie|Kauften|6148|1029
ein eis Aufklaffen aber sie|Aufklaffen|6148|1029
ein eis Aufraffen aber sie|Aufraffen|6148|1029
ein eis Kaufe aber sie|Kaufe|6148|1029
ein eis Auflaufen aber sie|Auflaufen|6148|1029
aber sie hasten nicht genuch|hasten|6151|1030
aber sie harten nicht genuch|harten|6151|1030
aber sie hatten nicht genuch|hatten|6151|1030
aber sie halten nicht genuch|halten|6151|1030
aber sie chaten nicht genuch|chaten|6151|1030
aber sie hauten nicht genuch|hauten|6151|1030
aber sie haften nicht genuch|haften|6151|1030
aber sie hakten nicht genuch|hakten|6151|1030
aber sie raten nicht genuch|raten|6151|1030
aber sie taten nicht genuch|taten|6151|1030
aber sie hauen nicht genuch|hauen|6151|1030
aber sie haben nicht genuch|haben|6151|1030
aber sie baten nicht genuch|baten|6151|1030
aber sie haken nicht genuch|haken|6151|1030
aber sie waten nicht genuch|waten|6151|1030
haten nicht genug gelt .|genug|6153|1031
nicht genuch legt . Dann|legt|6154|1032
nicht genuch gelte . Dann|gelte|6154|1032
nicht genuch igelt . Dann|igelt|6154|1032
nicht genuch gellt . Dann|gellt|6154|1032
nicht genuch geölt . Dann|geölt|6154|1032
nicht genuch gilt . Dann|gilt|6154|1032
nicht genuch galt . Dann|galt|6154|1032
nicht genuch geht . Dann|geht|6154|1032
nicht genuch gelb . Dann|gelb|6154|1032
nicht genuch gebt . Dann|gebt|6154|1032
nicht genuch Welt . Dann|Welt|6154|1032
nicht genuch Zelt . Dann|Zelt|6154|1032
und wollte legt hollen .|legt|6164|1033
und wollte gelte hollen .|gelte|6164|1033
und wollte igelt hollen .|igelt|6164|1033
und wollte gellt hollen .|gellt|6164|1033
und wollte geölt hollen .|geölt|6164|1033
und wollte gilt hollen .|gilt|6164|1033
und wollte galt hollen .|galt|6164|1033
und wollte geht hollen .|geht|6164|1033
und wollte gelb hollen .|gelb|6164|1033
und wollte gebt hollen .|gebt|6164|1033
und wollte Welt hollen .|Welt|6164|1033
und wollte Zelt hollen .|Zelt|6164|1033
wollte gelt holen . aber|holen|6165|1034
wollte gelt hellen . aber|hellen|6165|1034
wollte gelt sollen . aber|sollen|6165|1034
wollte gelt hallen . aber|hallen|6165|1034
wollte gelt rollen . aber|rollen|6165|1034
wollte gelt holten . aber|holten|6165|1034
wollte gelt tollen . aber|tollen|6165|1034
wollte gelt holden . aber|holden|6165|1034
wollte gelt hohlen . aber|hohlen|6165|1034
wollte gelt vollen . aber|vollen|6165|1034
wollte gelt wollen . aber|wollen|6165|1034
wollte gelt zollen . aber|zollen|6165|1034
wollte gelt hüllen . aber|hüllen|6165|1034
wollte gelt Jollen . aber|Jollen|6165|1034
wollte gelt Rollen . aber|Rollen|6165|1034
lea kein legt gegeben .|legt|6173|1035
lea kein gelte gegeben .|gelte|6173|1035
lea kein igelt gegeben .|igelt|6173|1035
lea kein gellt gegeben .|gellt|6173|1035
lea kein geölt gegeben .|geölt|6173|1035
lea kein gilt gegeben .|gilt|6173|1035
lea kein galt gegeben .|galt|6173|1035
lea kein geht gegeben .|geht|6173|1035
lea kein gelb gegeben .|gelb|6173|1035
lea kein gebt gegeben .|gebt|6173|1035
lea kein Welt gegeben .|Welt|6173|1035
lea kein Zelt gegeben .|Zelt|6173|1035
. Dann sind sii zusammen|sind|6177|1036
. Dann sinnt sii zusammen|sinnt|6177|1036
. Dann singt sii zusammen|singt|6177|1036
. Dann sinkt sii zusammen|sinkt|6177|1036
. Dann eint sii zusammen|eint|6177|1036
. Dann sing sii zusammen|sing|6177|1036
Dann sint sie zusammen zu|sie|6178|1037
Dann sint sei zusammen zu|sei|6178|1037
weiter dann fehlt Lea runter|fehlt|6196|1038
weiter dann feilt Lea runter|feilt|6196|1038
weiter dann fielt Lea runter|fielt|6196|1038
weiter dann elft Lea runter|elft|6196|1038
weiter dann fest Lea runter|fest|6196|1038
weiter dann fett Lea runter|fett|6196|1038
weiter dann fegt Lea runter|fegt|6196|1038
weiter dann Welt Lea runter|Welt|6196|1038
weiter dann Zelt Lea runter|Zelt|6196|1038
runter dann kommt Dodo moste|kommt|6200|1039
runter dann kamt Dodo moste|kamt|6200|1039
runter dann komm Dodo moste|komm|6200|1039
runter dann kämt Dodo moste|kämt|6200|1039
haben dann fehlt Lea runta|fehlt|6207|1040
haben dann feilt Lea runta|feilt|6207|1040
haben dann fielt Lea runta|fielt|6207|1040
haben dann elft Lea runta|elft|6207|1040
haben dann fest Lea runta|fest|6207|1040
haben dann fett Lea runta|fett|6207|1040
haben dann fegt Lea runta|fegt|6207|1040
haben dann Welt Lea runta|Welt|6207|1040
haben dann Zelt Lea runta|Zelt|6207|1040
felt Lea raunt dann weind|raunt|6209|1041
felt Lea runter dann weind|runter|6209|1041
runta dann weint Lea und|weint|6211|1042
runta dann wein Lea und|wein|6211|1042
runta dann winde Lea und|winde|6211|1042
runta dann weine Lea und|weine|6211|1042
runta dann feind Lea und|feind|6211|1042
runta dann Feind Lea und|Feind|6211|1042
runta dann wein- Lea und|wein-|6211|1042
und dann kommt Lars hilf|kommt|6215|1043
und dann kamt Lars hilf|kamt|6215|1043
und dann komm Lars hilf|komm|6215|1043
und dann kämt Lars hilf|kämt|6215|1043
Lars einen kegel eis dann|kegel|6223|1044
Lars einen Vogel eis dann|Vogel|6223|1044
Lars einen Ökogel eis dann|Ökogel|6223|1044
eis dann wüte Lea glüglis|wüte|6226|1045
eis dann wüst Lea glüglis|wüst|6226|1045
wüt Lea glückselig dann gehen|glückselig|6228|1046
sie weiter Flugeis weiter und|Flugeis|6233|1047
sie weiter klugerweise weiter und|klugerweise|6233|1047
das eis oh .|oh|6240|1048
das eis noch .|noch|6240|1048
das eis nah .|nah|6240|1048
das eis roh .|roh|6240|1048
und Dodo gen som eismann|gen|6247|1049
und Dodo geh som eismann|geh|6247|1049
und Dodo gehen som eismann|gehen|6247|1049
und Dodo gehe som eismann|gehe|6247|1049
und Dodo gern som eismann|gern|6247|1049
und Dodo geht som eismann|geht|6247|1049
und Dodo zehn som eismann|zehn|6247|1049
Dodo gehn so eismann und|so|6248|1050
Dodo gehn sog eismann und|sog|6248|1050
Dodo gehn vom eismann und|vom|6248|1050
Dodo gehn Rom eismann und|Rom|6248|1050
Dodo gehn Tom eismann und|Tom|6248|1050
Dodo gehn Dom eismann und|Dom|6248|1050
und Lea trogt trofen ronter|trogt|6256|1051
und Lea tropft trofen ronter|tropft|6256|1051
und Lea traft trofen ronter|traft|6256|1051
Lea troft trogen ronter und|trogen|6257|1052
Lea troft tropfen ronter und|tropfen|6257|1052
Lea troft trafen ronter und|trafen|6257|1052
Lea troft träfen ronter und|träfen|6257|1052
Lea troft getroffen ronter und|getroffen|6257|1052
Lea troft betroffen ronter und|betroffen|6257|1052
troft trofen roter und Dodo|roter|6258|1053
troft trofen runter und Dodo|runter|6258|1053
troft trofen ernte und Dodo|ernte|6258|1053
esst die trogen Lea und|trogen|6263|1054
esst die tropfen Lea und|tropfen|6263|1054
esst die trafen Lea und|trafen|6263|1054
esst die träfen Lea und|träfen|6263|1054
esst die getroffen Lea und|getroffen|6263|1054
esst die betroffen Lea und|betroffen|6263|1054
und Lars gen und dann|gen|6267|1055
und Lars gehen und dann|gehen|6267|1055
und Lars Ehen und dann|Ehen|6267|1055
und dann stolpert über Dodo|stolpert|6270|1056
und Lea fehlt das eis|fehlt|6275|1057
und Lea feilt das eis|feilt|6275|1057
und Lea fielt das eis|fielt|6275|1057
und Lea elft das eis|elft|6275|1057
und Lea fest das eis|fest|6275|1057
und Lea fett das eis|fett|6275|1057
und Lea fegt das eis|fegt|6275|1057
und Lea Welt das eis|Welt|6275|1057
und Lea Zelt das eis|Zelt|6275|1057
freut sich Wall jest hat|Wall|6285|1058
freut sich all jest hat|all|6285|1058
freut sich walle jest hat|walle|6285|1058
freut sich wallt jest hat|wallt|6285|1058
freut sich -wall jest hat|-wall|6285|1058
freut sich will jest hat|will|6285|1058
freut sich Call jest hat|Call|6285|1058
freut sich Hall jest hat|Hall|6285|1058
freut sich Ball jest hat|Ball|6285|1058
freut sich Fall jest hat|Fall|6285|1058
freut sich -all jest hat|-all|6285|1058
sich wall lest hat er|lest|6286|1059
sich wall just hat er|just|6286|1059
sich wall fest hat er|fest|6286|1059
sich wall Nest hat er|Nest|6286|1059
sich wall Rest hat er|Rest|6286|1059
sich wall Test hat er|Test|6286|1059
sich wall Pest hat er|Pest|6286|1059
sich wall Fest hat er|Fest|6286|1059
sich wall West hat er|West|6286|1059
sich wall jettest hat er|jettest|6286|1059
und Lea fehlt hen und|fehlt|6294|1060
und Lea feilt hen und|feilt|6294|1060
und Lea fielt hen und|fielt|6294|1060
und Lea elft hen und|elft|6294|1060
und Lea fest hen und|fest|6294|1060
und Lea fett hen und|fett|6294|1060
und Lea fegt hen und|fegt|6294|1060
und Lea Welt hen und|Welt|6294|1060
und Lea Zelt hen und|Zelt|6294|1060
Lea felt gen und weind|gen|6295|1061
Lea felt Ehen und weind|Ehen|6295|1061
Lea felt hin und weind|hin|6295|1061
Lea felt her und weind|her|6295|1061
Lea felt den und weind|den|6295|1061
Lea felt wen und weind|wen|6295|1061
Lea felt Ren und weind|Ren|6295|1061
Lea felt Gen und weind|Gen|6295|1061
Lea felt Ben und weind|Ben|6295|1061
Lea felt Yen und weind|Yen|6295|1061
Lea felt hexen und weind|hexen|6295|1061
Lea felt heben und weind|heben|6295|1061
hen und weint und Dodo|weint|6297|1062
hen und wein und Dodo|wein|6297|1062
hen und winde und Dodo|winde|6297|1062
hen und weine und Dodo|weine|6297|1062
hen und feind und Dodo|feind|6297|1062
hen und Feind und Dodo|Feind|6297|1062
hen und wein- und Dodo|wein-|6297|1062
und Lars gebt Lea eine|gebt|6307|1063
und Lars hebt Lea eine|hebt|6307|1063
eis und da ghen Lea|da|6313|1064
eis und an ghen Lea|an|6313|1064
eis und dann ghen Lea|dann|6313|1064
eis und dran ghen Lea|dran|6313|1064
eis und dank ghen Lea|dank|6313|1064
eis und den ghen Lea|den|6313|1064
eis und das ghen Lea|das|6313|1064
eis und dar ghen Lea|dar|6313|1064
eis und ran ghen Lea|ran|6313|1064
eis und man ghen Lea|man|6313|1064
eis und van ghen Lea|van|6313|1064
eis und San ghen Lea|San|6313|1064
eis und Jan ghen Lea|Jan|6313|1064
eis und Pan ghen Lea|Pan|6313|1064
eis und Fan ghen Lea|Fan|6313|1064
und dan gen Lea und|gen|6314|1065
und dan gehen Lea und|gehen|6314|1065
und dan Ehen Lea und|Ehen|6314|1065
und essen irr eis|irr|6323|1066
und essen dir eis|dir|6323|1066
und essen mir eis|mir|6323|1066
und essen ihr eis|ihr|6323|1066
und essen wir eis|wir|6323|1066
und essen Sir eis|Sir|6323|1066
und essen Kir eis|Kir|6323|1066
und essen er eis|er|6323|1066
und essen in eis|in|6323|1066
und essen im eis|im|6323|1066
und essen Ar eis|Ar|6323|1066
und essen Mr eis|Mr|6323|1066
und essen Fr eis|Fr|6323|1066
und essen IRQ eis|IRQ|6323|1066
