	original	corrected	filename	freq_ori	freq_cor	freq_tup	unchanged_original	suggestions	possible	original_cs	corrected_cs	suggestions_cs	found	dict_index	ind0
3847	zerissen	zerrissen	05-095-3-III-Staubsauger.csv	1	5	1	zerissen	['zerrissen', 'zerbissen', 'gerissen', 'verrissen', 'entrissen', 'zerfressen', 'zerriss']	True	zerissen	zerrissen	['zerrissen', 'zerbissen', 'gerissen', 'verrissen', 'entrissen', 'zerfressen', 'zerriss']	True	0.0	True
3848	kalut	kaputt	05-095-3-III-Staubsauger.csv	1	126	1	kalut	['klaut', 'kalt', 'kaut', 'salut']	True	kalut	kaputt	['klaut', 'kalt', 'kaut', 'Salut']	False		False
3849	eksplodiert	explodiert	05-095-3-III-Staubsauger.csv	1	6	1	eksplodiert	['explodiert', 'implodiert']	True	eksplodiert	explodiert	['explodiert', 'implodiert']	True	0.0	True
3850	drecksige	dreckige	05-095-3-III-Staubsauger.csv	1	1	1	drecksige	['dreckige', 'dreckiges', 'dreieckige', 'dreckig', 'dreieckig']	False	drecksige	Dreckige	['dreckige', 'dreckiges', 'dreieckige', 'dreckig', 'dreieckig']	True	0.0	True
3851	zulezt	zuletzt	05-095-3-III-Staubsauger.csv	1	2	1	zulezt	['zuletzt', 'zulegt']	True	zulezt	zuletzt	['zuletzt', 'zulegt']	True	0.0	True
3852	einz	eins	05-095-3-III-Staubsauger.csv	2	3	2	einz	['ein', 'heinz', 'eine', 'eins', 'eint', 'linz', 'hinz', 'ein-']	True	einz	eins	['ein', 'Heinz', 'eine', 'eins', 'eint', 'Linz', 'Hinz', 'ein-']	True	3.0	False
3853	munt	mund	05-095-3-III-Staubsauger.csv	2	5	2	Munt	['mund', 'mut', 'mont', 'bunt']	True	Munt	Mund	['Mund', 'Mut', 'Mont', 'Bunt']	True	0.0	True
3854	drinne	drinnen	05-095-3-III-Staubsauger.csv	6	24	5	drinne	['rinne', 'drinnen', 'dringe', '-rinne', 'drin']	True	drinne	drinnen	['rinne', 'drinnen', 'dringe', '-rinne', 'drin']	True	1.0	False
3855	staupsaugen	staubsaugen	05-100-3-III-Staubsauger.csv	5	12	2	staupsaugen	['staubsaugen', 'staubsauge', 'ausgesaugten', 'aussaugen', 'gestauten']	True	staupsaugen	staubsaugen	['staubsaugen', 'staubsauge', 'ausgesaugten', 'aussaugen', 'gestauten']	True	0.0	True
3856	drekuk	dreckig	05-100-3-III-Staubsauger.csv	1	6	1	drekuk	['drucke']	True	drekuk	dreckig	['drucke']	False		False
3857	daw	da	05-100-3-III-Staubsauger.csv	1	20	1	Daw	['dow', 'da', 'das', 'dar']	False	Daw	Da	['Dow', 'Da', 'Das', 'Dar']	True	1.0	False
3858	nam	nahm	05-100-3-III-Staubsauger.csv	11	18	11	nam	['nahm', 'man', 'am', 'nah', 'kam', 'sam']	True	nam	nahm	['nahm', 'man', 'am', 'nah', 'kam', 'Sam']	True	0.0	True
3859	dabhei	dabei	05-100-3-III-Staubsauger.csv	1	3	1	Dabhei	['dachei', 'dabei', 'abheile']	False	Dabhei	Dabei	['Dachei', 'Dabei', 'Abheile']	True	1.0	False
3860	plötslirch	plötzlich	05-100-3-III-Staubsauger.csv	1	117	1	Plötslirch	['plötzlich']	False	Plötslirch	Plötzlich	['Plötzlich']	True	0.0	True
3861	vol	voll	05-100-3-III-Staubsauger.csv	5	23	5	vol	['voll', 'von', 'vor', 'vom', 'hol', 'mol', 'pol', 'voilà']	True	vol	voll	['voll', 'von', 'vor', 'vom', 'hol', 'Mol', 'Pol', 'voilà']	True	0.0	True
3862	hunderfutter	hundefutter	05-100-3-III-Staubsauger.csv	1	23	1	Hunderfutter	['hundefutter', 'hungerfutter', 'wunderfutter', 'hundertster', 'hundertste', 'erfundener']	False	Hunderfutter	Hundefutter	['Hundefutter', 'Hungerfutter', 'Wunderfutter', 'Hundertster', 'Hundertste', 'Erfundener']	True	0.0	True
3863	schönnen	schönen	05-102-3-III-Staubsauger.csv	5	11	5	schönnen	['schönen', 'schienen', 'schön']	True	schönnen	schönen	['schönen', 'schienen', 'schön']	True	0.0	True
3864	ubersetzt	übersetzt	05-102-3-III-Staubsauger.csv	1	1	1	ubersetzt	['übersetzt', 'untersetzt', 'ersetzt', 'überbesetzt', 'besetzt']	True	ubersetzt	übersetzt	['übersetzt', 'untersetzt', 'ersetzt', 'überbesetzt', 'besetzt']	True	0.0	True
3865	hofentlich	hoffentlich	05-102-3-III-Staubsauger.csv	4	1	1	hofentlich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	False	hofentlich	Hoffentlich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	True	0.0	True
3866	hofentlich	hoffentlich	05-102-3-III-Staubsauger.csv	4	6	3	hofentlich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	True	hofentlich	hoffentlich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	True	0.0	True
3867	staubsaugermüllbeutel	staubsauger-müllbeutel	05-102-3-III-Staubsauger.csv	1	1	1	StaubsaugerMüllbeutel	['staubsaugermüllbeutel', 'staubsauger-müllbeutel', 'staubsaugerfüllbeutel', '-staubsaugermüllbeutel', 'staubsaugermüllbeute', 'staubsaugermüllbetel', 'staubsauermüllbeutel']	False	StaubsaugerMüllbeutel	Staubsauger-Müllbeutel	['Staubsaugermüllbeutel', 'Staubsauger-Müllbeutel', 'Staubsaugerfüllbeutel', '-staubsaugermüllbeutel', 'Staubsaugermüllbeute', 'Staubsaugermüllbetel', 'Staubsauermüllbeutel']	True	1.0	False
3868	schnüfellte	schnüffelte	05-102-3-III-Staubsauger.csv	1	4	1	schnüfellte	['schnüffelte', 'schnüffele', 'schnüffeln', 'geschnüffelt']	True	schnüfellte	schnüffelte	['schnüffelte', 'schnüffele', 'schnüffeln', 'geschnüffelt']	True	0.0	True
3869	staugtsaugt	staubsaugt	05-104-3-III-Staubsauger.csv	1	19	1	Staugtsaugt	['staubsaugt', 'staubsauge', 'ausgesaugt', 'aufgesaugt']	True	Staugtsaugt	staubsaugt	['Staubsaugt', 'Staubsauge', 'Ausgesaugt', 'Aufgesaugt']	True	0.0	True
3870	knochns	knochens	05-104-3-III-Staubsauger.csv	1	1	1	Knochns	['knochens', 'knochen']	True	Knochns	Knochens	['Knochens', 'Knochen']	True	0.0	True
3871	kralt	krallt	05-104-3-III-Staubsauger.csv	6	8	6	kralt	['kalt', 'krallt', 'krault', 'uralt', 'kramt', 'kraft', 'kralle']	True	kralt	krallt	['kalt', 'krallt', 'krault', 'uralt', 'kramt', 'kraft', 'kralle']	True	1.0	False
3872	zerreist	zerreißt	05-104-3-III-Staubsauger.csv	3	6	3	zerreist	['zerreibst', 'zerreibt', 'verreist', 'zerreißt', 'zerre ist', 'zerre-ist', 'zerreißest', 'zerrisst', 'zerredest', 'zerstreite']	True	zerreist	zerreißt	['zerreibst', 'zerreibt', 'verreist', 'zerreißt', 'zerre ist', 'zerre-ist', 'zerreißest', 'zerrisst', 'zerredest', 'zerstreite']	True	3.0	False
3873	plotzlich	plötzlich	05-104-3-III-Staubsauger.csv	27	117	26	Plotzlich	['plötzlich']	False	Plotzlich	Plötzlich	['Plötzlich']	True	0.0	True
3874	lerm	lärm	05-108-3-III-Staubsauger.csv	3	6	3	Lerm	['leim', 'lehm', 'lärm', 'term', 'leer']	True	Lerm	Lärm	['Leim', 'Lehm', 'Lärm', 'Term', 'Leer']	True	2.0	False
3875	hundekse	hundekekse	05-108-3-III-Staubsauger.csv	1	32	1	Hundekse	['hundekäse', 'hundeöse', 'sekunde']	False	Hundekse	Hundekekse	['Hundekäse', 'Hundeöse', 'Sekunde']	False		False
3876	mulleimer	mülleimer	05-108-3-III-Staubsauger.csv	1	13	1	Mulleimer	[]	False	Mulleimer	Mülleimer		False		False
3877	wonzimer	wohnzimmer	05-110-3-III-Staubsauger.csv	1	4	1	Wonzimer	['wonniger']	False	Wonzimer	Wohnzimmer	['Wonniger']	False		False
3878	staupsauckt	staubsaugt	05-110-3-III-Staubsauger.csv	1	19	1	Staupsauckt	['ausgespuckt']	True	Staupsauckt	staubsaugt	['Ausgespuckt']	False		False
3879	aaus	aus	05-110-3-III-Staubsauger.csv	2	4	1	Aaus	['aas', 'aus', 'raus', 'aals', 'laus', 'maus', 'haus', 'baus', 'ausbau']	False	Aaus	Aus	['Aas', 'Aus', 'Raus', 'Aals', 'Laus', 'Maus', 'Haus', 'Baus', 'Ausbau']	True	1.0	False
3880	fersehn	versehen	05-110-3-III-Staubsauger.csv	4	20	4	fersehn	['ersehne', 'fernsehen', 'fernsehe']	False	fersehn	Versehen	['ersehne', 'fernsehen', 'fernsehe']	False		False
3881	bäutel	beutel	05-110-3-III-Staubsauger.csv	9	49	9	Bäutel	['beutel']	True	Bäutel	Beutel	['Beutel']	True	0.0	True
3882	baütel	beutel	05-110-3-III-Staubsauger.csv	1	49	1	Baütel	['büttel']	True	Baütel	Beutel	['Büttel']	False		False
3883	bäute	beutel	05-110-3-III-Staubsauger.csv	1	49	1	Bäute	['bräute', 'beute', 'bärte', 'läute', 'bäume', 'häute', 'bäumte', 'baute', 'blute']	True	Bäute	Beutel	['Bräute', 'Beute', 'Bärte', 'Läute', 'Bäume', 'Häute', 'Bäumte', 'Baute', 'Blute']	False		False
3884	bode	boden	05-110-3-III-Staubsauger.csv	1	9	1	bode	['bade', 'rode', 'boxe', 'tode', 'code', 'mode', '-ode', 'bodenlos']	True	bode	Boden	['bade', 'rode', 'boxe', 'Tode', 'Code', 'Mode', '-ode', 'bodenlos']	False		False
3885	bautel	beutel	05-110-3-III-Staubsauger.csv	1	49	1	Bautel	['beutel', 'bauten', 'bauteil', 'bautee', 'bautal', 'baugel', 'baute', 'bautet']	True	Bautel	Beutel	['Beutel', 'Bauten', 'Bauteil', 'Bautee', 'Bautal', 'Baugel', 'Baute', 'Bautet']	True	0.0	True
3886	eksplodirt	explodiert	05-110-3-III-Staubsauger.csv	1	6	1	eksplodirt	['explodiert']	True	eksplodirt	explodiert	['explodiert']	True	0.0	True
3887	staubsaugbeutel	staubsaugerbeutel	05-112-3-III-Staubsauger.csv	1	27	1	Staubsaugbeutel	[]	False	Staubsaugbeutel	Staubsaugerbeutel		False		False
3888	ries	riss	05-112-3-III-Staubsauger.csv	6	18	5	ries	['ries', 'pries', '-ries', 'riss', 'riet', 'lies', 'dies', 'mies', 'rieb', 'rief', 'fies', 'wies', 'kies', 'riesig']	True	ries	riss	['Ries', 'pries', '-ries', 'riss', 'riet', 'lies', 'dies', 'mies', 'rieb', 'rief', 'fies', 'wies', 'Kies', 'riesig']	True	3.0	False
3889	staubsaugerbautel	staubsaugerbeutel	05-112-3-III-Staubsauger.csv	1	27	1	Staubsaugerbautel	['staubsaugerbauteil', 'staubsaugerblaute', 'staubsaugerbautee', 'staubsaugerbeutel', 'staubsaugerbautal', 'staubsaugerbauten', 'staubsaugerbaugel', 'ackerbautreibend']	False	Staubsaugerbautel	Staubsaugerbeutel	['Staubsaugerbauteil', 'Staubsaugerblaute', 'Staubsaugerbautee', 'Staubsaugerbeutel', 'Staubsaugerbautal', 'Staubsaugerbauten', 'Staubsaugerbaugel', 'Ackerbautreibend']	True	3.0	False
3890	deck	dreck	05-112-3-III-Staubsauger.csv	1	12	1	deck	[]	True	deck	Dreck		False		False
3891	aub	ob	05-120-3-III-Staubsauger.csv	2	14	2	aub	['au', 'ab', 'taub', 'raub', 'laub', 'aus', 'auf', 'pub', 'hub', 'bub']	True	aub	ob	['au', 'ab', 'taub', 'Raub', 'Laub', 'aus', 'auf', 'Pub', 'Hub', 'Bub']	False		False
3892	dabai	dabei	05-120-3-III-Staubsauger.csv	1	13	1	dabai	['dabei']	True	dabai	dabei	['dabei']	True	0.0	True
3893	wirde	wieder	05-120-3-III-Staubsauger.csv	1	207	1	wirde	['widre', 'wurde', 'wird', 'wider', 'werde', 'winde', 'wirre', 'wilde', 'wirke', 'würde', 'wir de', 'wir-de']	True	wirde	wieder	['widre', 'wurde', 'wird', 'wider', 'werde', 'winde', 'wirre', 'wilde', 'wirke', 'würde', 'wir de', 'wir-de']	False		False
3894	were	wäre	05-120-3-III-Staubsauger.csv	7	13	6	were	['wehre', 'wer', 'werte', 'werde', 'werbe', 'werfe', 'werke', 'wert', 'wehe', 'webe', 'wäre']	True	were	wäre	['wehre', 'wer', 'werte', 'werde', 'werbe', 'werfe', 'werke', 'wert', 'wehe', 'webe', 'wäre']	True	10.0	False
3895	beckomt	bekommt	05-120-3-III-Staubsauger.csv	1	11	1	beckomt	['bekommt']	True	beckomt	bekommt	['bekommt']	True	0.0	True
3896	bestim	bestimmt	05-120-3-III-Staubsauger.csv	1	16	1	bestim	['bestem', 'bestimmt', 'bestimme', 'beimisst']	True	bestim	bestimmt	['bestem', 'bestimmt', 'bestimme', 'beimisst']	True	1.0	False
3897	echsplosohn	explosion	05-122-3-III-Staubsauger.csv	1	5	1	Echsplosohn	['anspruchslos']	True	Echsplosohn	Explosion	['Anspruchslos']	False		False
3898	fehrlang	verlangt	05-122-3-III-Staubsauger.csv	1	1	1	fehrlang	['erlangen']	True	fehrlang	verlangt	['erlangen']	False		False
3899	lekeren	leckeren	05-122-3-III-Staubsauger.csv	1	1	1	lekeren	['leeren', 'leckeren', 'legeren', 'lenken', 'ereilen', 'lenke']	True	lekeren	leckeren	['leeren', 'leckeren', 'legeren', 'lenken', 'ereilen', 'lenke']	True	1.0	False
3900	klefte	kläffte	05-122-3-III-Staubsauger.csv	1	4	1	klefte	['klebte', 'kläffte']	True	klefte	kläffte	['klebte', 'kläffte']	True	1.0	False
3901	eggal	egal	05-122-3-III-Staubsauger.csv	1	2	1	eggal	['egal']	True	eggal	egal	['egal']	True	0.0	True
3902	haubtsach	hauptsache	05-122-3-III-Staubsauger.csv	1	1	1	haubtsach	['hausgemacht']	False	haubtsach	Hauptsache	['hausgemacht']	False		False
3903	bekome	bekomme	05-122-3-III-Staubsauger.csv	1	3	1	bekome	['bekomme', 'bekäme', 'beklommen']	True	bekome	bekomme	['bekomme', 'bekäme', 'beklommen']	True	0.0	True
3904	verwirtt	verwirrt	05-122-3-III-Staubsauger.csv	1	10	1	verwirtt	['verwirrt', 'verwirft', 'verwirkt', 'verwittert', 'verwittern', 'verwildert', 'verwitwt']	True	verwirtt	verwirrt	['verwirrt', 'verwirft', 'verwirkt', 'verwittert', 'verwittern', 'verwildert', 'verwitwt']	True	0.0	True
3905	hudeknochen	hundeknochen	05-124-3-III-Staubsauger.csv	1	4	1	Hudeknochen	['hundeknochen', 'rinderknochen']	False	Hudeknochen	Hundeknochen	['Hundeknochen', 'Rinderknochen']	True	0.0	True
3906	wohnug	wohnung	05-124-3-III-Staubsauger.csv	1	11	1	Wohnug	['wohnung', 'wohnaug', 'wohnlug', 'wohnbug', 'wohnfug', 'wohnzug', 'wohnen']	True	Wohnug	Wohnung	['Wohnung', 'Wohnaug', 'Wohnlug', 'Wohnbug', 'Wohnfug', 'Wohnzug', 'Wohnen']	True	0.0	True
3907	staudsauger	staubsauger	05-124-3-III-Staubsauger.csv	1	57	1	Staudsauger	['standsauger', 'staubsauger', 'staubsauge', 'ausgesaugter', 'gestauter', 'gesaugter']	True	Staudsauger	Staubsauger	['Standsauger', 'Staubsauger', 'Staubsauge', 'Ausgesaugter', 'Gestauter', 'Gesaugter']	True	1.0	False
3908	bütelel	beutel	05-124-3-III-Staubsauger.csv	1	49	1	Bütelel	['büttel']	True	Bütelel	Beutel	['Büttel']	False		False
3909	belst	bellst	05-124-3-III-Staubsauger.csv	1	1	1	belst	['lebst', 'bellst', 'übelst', 'bellt', 'bebst', 'beseelst', 'bettelst', 'beutelst', 'belasst']	True	belst	bellst	['lebst', 'bellst', 'übelst', 'bellt', 'bebst', 'beseelst', 'bettelst', 'beutelst', 'belasst']	True	1.0	False
3910	aufsauckt	aufsaugt	05-127-3-III-Staubsauger.csv	2	3	2	aufsauckt	['aufstockt', 'aufsteckt', 'aufdruckt']	True	aufsauckt	aufsaugt	['aufstockt', 'aufsteckt', 'aufdruckt']	False		False
3911	pasirte	passierte	05-127-3-III-Staubsauger.csv	7	18	7	pasirte	['passierte', 'pausierte']	True	pasirte	passierte	['passierte', 'pausierte']	True	0.0	True
3912	erschregte	erschreckte	05-127-3-III-Staubsauger.csv	1	10	1	erschregte	['erschreckte', 'erschüttere', 'erschwerte', 'erschütterte']	True	erschregte	erschreckte	['erschreckte', 'erschüttere', 'erschwerte', 'erschütterte']	True	0.0	True
3913	fuste	wusste	05-127-3-III-Staubsauger.csv	1	42	1	fuste	['feste', 'faste', 'puste', 'huste', 'fußte', 'fuchste']	True	fuste	wusste	['feste', 'faste', 'puste', 'huste', 'fußte', 'fuchste']	False		False
3914	umbedieng	unbedingt	05-127-3-III-Staubsauger.csv	1	4	1	umbedieng	['bedienen']	True	umbedieng	unbedingt	['bedienen']	False		False
3915	penk	peng	05-127-3-III-Staubsauger.csv	1	1	1	penk	['denk', 'kippen']	False	penk	peng	['denk', 'kippen']	False		False
3916	beschstimt	bestimmt	05-127-3-III-Staubsauger.csv	1	16	1	beschstimt	['beschirmt', 'bestimmt', 'beschämt', 'besticht']	True	beschstimt	bestimmt	['beschirmt', 'bestimmt', 'beschämt', 'besticht']	True	1.0	False
3917	staupt	staubt	05-129-3-III-Staubsauger.csv	5	6	5	staupt	['staut', 'staust', 'staunt', 'staubt']	True	staupt	staubt	['staut', 'staust', 'staunt', 'staubt']	True	3.0	False
3918	staupsauber	staubsauger	05-129-3-III-Staubsauger.csv	1	57	1	staupsauber	['verstaube']	True	staupsauber	Staubsauger	['verstaube']	False		False
3919	staupsauber	staubsauger	05-129-3-III-Staubsauger.csv	1	57	1	Staupsauber	['verstaube']	True	Staupsauber	Staubsauger	['Verstaube']	False		False
3920	saupt	saugt	05-129-3-III-Staubsauger.csv	1	10	1	saupt	['paust', 'saut', 'saust', 'saugt', 'sauft', 'haupt']	True	saupt	saugt	['paust', 'saut', 'saust', 'saugt', 'sauft', 'Haupt']	True	3.0	False
3921	staupboeutel	staubbeutel	05-129-3-III-Staubsauger.csv	2	9	2	staupboeutel	['staubsauge']	False	staupboeutel	Staubbeutel	['staubsauge']	False		False
3922	leren	leeren	05-129-3-III-Staubsauger.csv	2	7	2	leren	['lehren', 'lerne', 'leeren', 'lernen', 'lesen', 'deren', 'legen', 'leben', 'seren']	True	leren	leeren	['lehren', 'lerne', 'leeren', 'lernen', 'lesen', 'deren', 'legen', 'leben', 'Seren']	True	2.0	False
3923	müleimer	mülleimer	05-129-3-III-Staubsauger.csv	2	13	2	müleimer	['verleime']	False	müleimer	Mülleimer	['verleime']	False		False
3924	bätelte	bettelte	05-129-3-III-Staubsauger.csv	1	2	1	bätelte	['bettelte']	True	bätelte	bettelte	['bettelte']	True	0.0	True
3925	boeutel	beutel	05-129-3-III-Staubsauger.csv	2	49	2	boeutel	['beuteln']	True	boeutel	Beutel	['beuteln']	False		False
3926	au	aus	05-132-3-III-Staubsauger.csv	6	15	3	au	[]	True	au	aus		False		False
3927	hundkekse	hundekekse	05-132-3-III-Staubsauger.csv	3	32	3	Hundkekse	['hundekekse', 'hundekeks', 'handkekse', 'rundkekse', 'mundkekse', 'wundkekse', 'hundertste']	False	Hundkekse	Hundekekse	['Hundekekse', 'Hundekeks', 'Handkekse', 'Rundkekse', 'Mundkekse', 'Wundkekse', 'Hundertste']	True	0.0	True
3928	kuht	kuckt	05-132-3-III-Staubsauger.csv	1	152	1	kuht	['kurt', 'ruht', 'buht', 'kuh-', 'kuscht']	False	kuht	kuckt	['kurt', 'ruht', 'buht', 'kuh-', 'kuscht']	False		False
3929	staubsaugebeutel	staubsaugerbeutel	05-132-3-III-Staubsauger.csv	1	27	1	Staubsaugebeutel	['staubsaugbeutel', 'staubsaugerbeutel', 'bestausgebaut']	False	Staubsaugebeutel	Staubsaugerbeutel	['Staubsaugbeutel', 'Staubsaugerbeutel', 'Bestausgebaut']	True	1.0	False
3930	dar	dass	05-132-3-III-Staubsauger.csv	58	1017	2	dar	[]	True	dar	dass		False		False
3931	hundekekre	hundekekse	05-132-3-III-Staubsauger.csv	1	32	1	Hundekekre	['hundekekse', 'hunderte']	False	Hundekekre	Hundekekse	['Hundekekse', 'Hunderte']	True	0.0	True
3932	kreilt	krallt	05-132-3-III-Staubsauger.csv	1	8	1	kreilt	['keilt', 'ereilt', 'kreist', 'kreiselt']	True	kreilt	krallt	['keilt', 'ereilt', 'kreist', 'kreiselt']	False		False
3933	haltzleine	halsleine	05-132-3-III-Staubsauger.csv	1	1	1	Haltzleine	['halteleine', 'eingehaltene', 'einbehaltene', 'einhalte', 'innehalte']	False	Haltzleine	Halsleine	['Halteleine', 'Eingehaltene', 'Einbehaltene', 'Einhalte', 'Innehalte']	False		False
3934	flickt	fliegt	05-132-3-III-Staubsauger.csv	1	29	1	flickt	[]	True	flickt	fliegt		False		False
3935	ferschütelt	verschüttet	05-135-3-III-Staubsauger.csv	1	5	1	ferschütelt	['erschnüffelt', 'erschüttert', 'schüttelt']	True	ferschütelt	verschüttet	['erschnüffelt', 'erschüttert', 'schüttelt']	False		False
3936	geschmisen	geschmissen	05-135-3-III-Staubsauger.csv	1	4	1	geschmisen	['geschmissen']	True	geschmisen	geschmissen	['geschmissen']	True	0.0	True
3937	ustaubsauger	staubsaugen	05-136-3-III-Staubsauger.csv	1	12	1	ustaubsauger	['-staubsauger', 'staubsauge', 'ausgesaugter', 'abgestaubter', 'bestausgebauter']	True	ustaubsauger	staubsaugen	['-staubsauger', 'staubsauge', 'ausgesaugter', 'abgestaubter', 'bestausgebauter']	False		False
3938	futernapf	futternapf	05-136-3-III-Staubsauger.csv	3	7	3	Futernapf	['futternapf', 'futtern']	False	Futernapf	Futternapf	['Futternapf', 'Futtern']	True	0.0	True
3939	zein	sein	05-136-3-III-Staubsauger.csv	1	20	1	zein	['ein', 'sein', 'nein', 'rein', 'zeit', 'dein', 'zeig', 'mein', 'zehn', 'fein', 'kein', 'wein', 'sein', 'pein', 'bein']	True	zein	sein	['ein', 'sein', 'nein', 'rein', 'zeit', 'dein', 'zeig', 'mein', 'zehn', 'fein', 'kein', 'wein', 'Sein', 'Pein', 'Bein']	True	1.0	False
3940	rauskenommen	rausgenommen	05-136-3-III-Staubsauger.csv	1	4	1	rauskenommen	['herauskommen', 'herausgenommen', 'ausgenommenen', 'ausgenommen']	False	rauskenommen	rausgenommen	['herauskommen', 'herausgenommen', 'ausgenommenen', 'ausgenommen']	False		False
3941	staubsaugerbeultel	staubsaugerbeutel	05-136-3-III-Staubsauger.csv	1	27	1	Staubsaugerbeultel	['staubsaugerbeutel']	False	Staubsaugerbeultel	Staubsaugerbeutel	['Staubsaugerbeutel']	True	0.0	True
3942	riese	risse	05-136-3-III-Staubsauger.csv	1	1	1	riese	['reise', 'riese', 'riesle', 'priese', 'friese', '-riese', 'niese', 'riete', 'diese', 'miese', 'riebe', 'riefe', 'fiese', 'wiese', 'riesele']	True	riese	Risse	['reise', 'Riese', 'riesle', 'priese', 'Friese', '-riese', 'niese', 'riete', 'diese', 'miese', 'riebe', 'riefe', 'fiese', 'Wiese', 'riesele']	False		False
3943	denn	dann	05-136-3-III-Staubsauger.csv	2	197	1	Denn	[]	False	Denn	Dann		False		False
3944	geblatz	geplatzt	05-136-3-III-Staubsauger.csv	1	11	1	geblatz	['weblatz', 'geplatzt']	True	geblatz	geplatzt	['Weblatz', 'geplatzt']	True	1.0	False
3945	schtaubsaugt	staubsaugt	05-139-3-III-Staubsauger.csv	1	19	1	schtaubsaugt	['staubsaugt']	True	schtaubsaugt	staubsaugt	['staubsaugt']	True	0.0	True
3946	plöztlich	plötzlich	05-139-3-III-Staubsauger.csv	5	117	4	Plöztlich	['plötzlich']	False	Plöztlich	Plötzlich	['Plötzlich']	True	0.0	True
3947	zhit	zieht	05-139-3-III-Staubsauger.csv	1	63	1	zhit	['zeit', '-hit', 'hitzig']	True	zhit	zieht	['zeit', '-hit', 'hitzig']	False		False
3948	staup	staub	05-139-3-III-Staubsauger.csv	2	13	2	Staup	['stau', 'staupe', 'staus', 'staub', 'staue', 'staut']	True	Staup	Staub	['Stau', 'Staupe', 'Staus', 'Staub', 'Staue', 'Staut']	True	3.0	False
3949	fühlen	wühlen	05-139-3-III-Staubsauger.csv	1	1	1	fühlen	[]	True	fühlen	wühlen		False		False
3950	dusch	durch	05-139-3-III-Staubsauger.csv	1	16	1	dusch	['dusche', 'duscht', 'dusch-', 'durch', 'wusch', 'tusch', 'busch']	True	dusch	durch	['dusche', 'duscht', 'dusch-', 'durch', 'wusch', 'Tusch', 'Busch']	True	3.0	False
3951	gegent	gegend	05-139-3-III-Staubsauger.csv	1	3	1	gegent	['gegen', 'regent', 'gegen-', 'entlegen', 'entgegnen', 'gegönnt', 'entgegne']	True	gegent	Gegend	['gegen', 'Regent', 'gegen-', 'entlegen', 'entgegnen', 'gegönnt', 'entgegne']	False		False
3952	iere	ihre	05-139-3-III-Staubsauger.csv	1	23	1	iere	['irre', 'giere', 'ziere', 'niere', 'tiere', 'biere', 'ihre', 'feiere', 'friere', 'eruiere', 'dreier']	True	iere	ihre	['irre', 'giere', 'ziere', 'Niere', 'Tiere', 'Biere', 'ihre', 'feiere', 'friere', 'eruiere', 'dreier']	True	6.0	False
3953	kecke	kekse	05-139-3-III-Staubsauger.csv	1	30	1	Kecke	[]	True	Kecke	Kekse		False		False
3954	must	musst	05-139-3-III-Staubsauger.csv	4	4	4	must	['musst', 'muss', 'just', 'tust', 'lust', 'wust']	True	must	musst	['musst', 'muss', 'just', 'tust', 'Lust', 'Wust']	True	0.0	True
3955	keckse	kekse	05-140-3-III-Staubsauger.csv	7	30	7	keckse	['keckes', 'kecke', 'kleckse', 'keck', 'ecke']	True	keckse	Kekse	['keckes', 'kecke', 'kleckse', 'keck', 'ecke']	False		False
3956	keckse	kekse	05-140-3-III-Staubsauger.csv	8	30	8	Keckse	['kekse', 'kleckse', 'keckes', 'kecke', 'sechsecke', 'keck', 'sechseck', 'ecke']	True	Keckse	Kekse	['Kekse', 'Kleckse', 'Keckes', 'Kecke', 'Sechsecke', 'Keck', 'Sechseck', 'Ecke']	True	0.0	True
3957	reintuhen	reintun	05-140-3-III-Staubsauger.csv	1	1	1	reintuhen	['einzureihen', 'einreihen', 'eintreten']	False	reintuhen	reintun	['einzureihen', 'einreihen', 'eintreten']	False		False
3958	halsban	halsband	05-140-3-III-Staubsauger.csv	1	14	1	halsban	['halblang']	False	halsban	Halsband	['halblang']	False		False
3959	fiehl	fiel	05-140-3-III-Staubsauger.csv	1	45	1	fiehl	['fiel', 'fehl', 'flieh']	True	fiehl	fiel	['fiel', 'fehl', 'flieh']	True	0.0	True
3960	wonung	wohnung	05-143-3-III-Staubsauger.csv	5	11	5	Wonung	['wohnung']	True	Wonung	Wohnung	['Wohnung']	True	0.0	True
3961	saubsauger	staubsauger	05-143-3-III-Staubsauger.csv	1	57	1	saubsauger	['raubsauger', 'laubsauger', 'staubsauge', 'abgesaugter', 'ausgesaugter', 'sauberer']	True	saubsauger	Staubsauger	['Raubsauger', 'Laubsauger', 'staubsauge', 'abgesaugter', 'ausgesaugter', 'sauberer']	False		False
3962	stubbeutel	staubbeutel	05-143-3-III-Staubsauger.csv	1	9	1	Stubbeutel	['staubbeutel', 'tabaksbeutel']	False	Stubbeutel	Staubbeutel	['Staubbeutel', 'Tabaksbeutel']	True	0.0	True
3963	endsogen	entsorgen	05-143-3-III-Staubsauger.csv	1	1	1	endsogen	['endogen', 'endsogen', '-endsogen', 'gesogenen', 'gesogen']	True	endsogen	entsorgen	['endogen', 'Endsogen', '-endsogen', 'gesogenen', 'gesogen']	False		False
